Linux 6.8.0-1061-aws (ip-10-42-1-14) 	08/15/26 	_x86_64_	(4 CPU)

16:43:39     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
16:43:40     all   64.84    0.00   12.72    0.00    0.00   15.96    0.00    0.00    0.00    6.48
16:43:41     all   72.64    0.00    9.20    0.00    0.00   18.16    0.00    0.00    0.00    0.00
16:43:42     all   72.61    0.00    9.05    0.00    0.00   18.09    0.25    0.00    0.00    0.00
16:43:43     all   70.15    0.00   10.20    0.00    0.00   19.65    0.00    0.00    0.00    0.00
16:43:44     all   72.00    0.00   10.25    0.00    0.00   17.75    0.00    0.00    0.00    0.00
16:43:45     all   72.57    0.00    9.23    0.00    0.00   17.71    0.00    0.00    0.00    0.50
16:43:46     all   71.50    0.00   10.25    0.00    0.00   18.25    0.00    0.00    0.00    0.00
16:43:47     all   73.25    0.00    9.00    0.00    0.00   17.75    0.00    0.00    0.00    0.00
16:43:48     all   70.68    0.00    9.77    0.00    0.00   19.55    0.00    0.00    0.00    0.00
16:43:49     all   71.68    0.00    9.52    0.00    0.00   18.80    0.00    0.00    0.00    0.00
16:43:50     all   72.25    0.00    9.50    0.00    0.00   18.25    0.00    0.00    0.00    0.00
16:43:51     all   71.75    0.00    9.50    0.00    0.00   18.75    0.00    0.00    0.00    0.00
16:43:52     all   73.68    0.00    9.52    0.00    0.00   16.54    0.00    0.00    0.00    0.25
16:43:53     all   71.68    0.00    9.27    0.00    0.00   19.05    0.00    0.00    0.00    0.00
16:43:54     all   72.57    0.00    9.48    0.00    0.00   17.96    0.00    0.00    0.00    0.00
16:43:55     all   72.11    0.00    8.79    0.00    0.00   19.10    0.00    0.00    0.00    0.00
16:43:56     all   72.14    0.00    9.95    0.00    0.00   17.66    0.00    0.00    0.00    0.25
16:43:57     all   73.75    0.00    9.25    0.00    0.00   17.00    0.00    0.00    0.00    0.00
16:43:58     all   74.19    0.00    8.44    0.00    0.00   17.37    0.00    0.00    0.00    0.00
16:43:59     all   71.54    0.00    9.82    0.00    0.00   18.39    0.00    0.00    0.00    0.25
16:44:00     all   73.37    0.00    9.30    0.00    0.00   17.34    0.00    0.00    0.00    0.00
16:44:01     all   73.83    0.00    8.89    0.00    0.00   17.04    0.00    0.00    0.00    0.25
16:44:02     all   73.05    0.00    9.32    0.00    0.00   17.63    0.00    0.00    0.00    0.00
16:44:03     all   74.44    0.00    8.27    0.00    0.00   17.29    0.00    0.00    0.00    0.00
16:44:04     all   73.76    0.00    8.91    0.00    0.00   17.33    0.00    0.00    0.00    0.00
16:44:05     all   74.75    0.00    8.75    0.00    0.00   16.50    0.00    0.00    0.00    0.00
16:44:06     all   74.06    0.00    8.48    0.00    0.00   17.46    0.00    0.00    0.00    0.00
16:44:07     all   75.50    0.00    7.75    0.00    0.00   16.75    0.00    0.00    0.00    0.00
16:44:08     all   73.75    0.00    9.25    0.00    0.00   17.00    0.00    0.00    0.00    0.00
