Linux 6.8.0-1061-aws (ip-10-42-1-14) 	08/16/26 	_x86_64_	(4 CPU)

03:54:43     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:54:44     all   66.75    0.00   20.94    0.00    0.00    9.85    0.00    0.00    0.00    2.46
03:54:45     all   76.79    0.00    8.89    0.00    0.00   14.32    0.00    0.00    0.00    0.00
03:54:46     all   75.31    0.00    9.73    0.00    0.00   14.96    0.00    0.00    0.00    0.00
03:54:47     all   76.75    0.00    8.50    0.00    0.00   14.75    0.00    0.00    0.00    0.00
03:54:48     all   77.11    0.00    9.20    0.00    0.00   13.68    0.00    0.00    0.00    0.00
03:54:49     all   76.25    0.00    8.50    0.00    0.00   15.25    0.00    0.00    0.00    0.00
03:54:50     all   77.06    0.00    9.48    0.00    0.00   13.47    0.00    0.00    0.00    0.00
03:54:51     all   76.92    0.00    7.94    0.00    0.00   15.14    0.00    0.00    0.00    0.00
03:54:52     all   77.67    0.00    9.43    0.00    0.00   12.90    0.00    0.00    0.00    0.00
03:54:53     all   76.19    0.00    9.27    0.00    0.00   14.54    0.00    0.00    0.00    0.00
03:54:54     all   75.99    0.00    8.66    0.00    0.00   15.35    0.00    0.00    0.00    0.00
03:54:55     all   75.69    0.00    9.52    0.00    0.00   14.79    0.00    0.00    0.00    0.00
03:54:56     all   75.68    0.00    9.68    0.00    0.00   14.64    0.00    0.00    0.00    0.00
03:54:57     all   75.50    0.00    9.25    0.00    0.00   15.25    0.00    0.00    0.00    0.00
03:54:58     all   77.11    0.00    8.71    0.00    0.00   14.18    0.00    0.00    0.00    0.00
03:54:59     all   76.56    0.00    8.48    0.00    0.00   14.96    0.00    0.00    0.00    0.00
03:55:00     all   76.81    0.00    8.73    0.00    0.00   14.46    0.00    0.00    0.00    0.00
03:55:01     all   75.56    0.00    9.73    0.00    0.00   14.46    0.25    0.00    0.00    0.00
03:55:02     all   76.12    0.00    8.46    0.00    0.00   15.42    0.00    0.00    0.00    0.00
03:55:03     all   77.06    0.00    9.23    0.00    0.00   13.72    0.00    0.00    0.00    0.00
03:55:04     all   76.92    0.00    8.93    0.00    0.00   14.14    0.00    0.00    0.00    0.00
03:55:05     all   77.94    0.00    9.27    0.00    0.00   12.78    0.00    0.00    0.00    0.00
03:55:06     all   77.39    0.00    7.79    0.00    0.00   14.82    0.00    0.00    0.00    0.00
03:55:07     all   76.06    0.00    8.98    0.00    0.00   14.96    0.00    0.00    0.00    0.00
03:55:08     all   77.36    0.00    8.71    0.00    0.00   13.93    0.00    0.00    0.00    0.00
03:55:09     all   76.41    0.00    8.35    0.00    0.00   15.23    0.00    0.00    0.00    0.00
03:55:10     all   76.52    0.00    8.33    0.00    0.00   15.15    0.00    0.00    0.00    0.00
03:55:11     all   76.30    0.00    8.89    0.00    0.00   14.81    0.00    0.00    0.00    0.00
03:55:12     all   77.31    0.00    8.23    0.00    0.00   14.46    0.00    0.00    0.00    0.00
03:55:13     all   76.81    0.00    8.73    0.00    0.00   14.46    0.00    0.00    0.00    0.00
03:55:14     all   76.56    0.00    9.23    0.00    0.00   14.21    0.00    0.00    0.00    0.00
03:55:15     all   76.75    0.00    8.75    0.00    0.00   14.50    0.00    0.00    0.00    0.00
03:55:16     all   76.00    0.00   10.00    0.00    0.00   14.00    0.00    0.00    0.00    0.00
03:55:17     all   77.42    0.00    8.68    0.00    0.00   13.90    0.00    0.00    0.00    0.00
03:55:18     all   76.62    0.00    8.71    0.00    0.00   14.68    0.00    0.00    0.00    0.00
03:55:19     all   77.36    0.00    7.96    0.00    0.00   14.68    0.00    0.00    0.00    0.00
03:55:20     all   77.94    0.00    8.52    0.00    0.00   13.53    0.00    0.00    0.00    0.00
03:55:21     all   78.05    0.00    8.23    0.00    0.00   13.72    0.00    0.00    0.00    0.00
03:55:22     all   78.11    0.00    7.96    0.00    0.00   13.93    0.00    0.00    0.00    0.00
03:55:23     all   79.85    0.00    7.46    0.00    0.00   12.69    0.00    0.00    0.00    0.00
03:55:24     all   81.66    0.00    6.53    0.00    0.00   11.56    0.00    0.00    0.00    0.25
03:55:25     all   68.35    0.00    6.33    0.00    0.00   11.39    0.00    0.00    0.00   13.92
03:55:26     all    9.92    0.00    2.04    0.00    0.00    2.29    0.00    0.00    0.00   85.75
03:55:27     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:55:28     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:55:29     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:55:30     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:55:31     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:55:32     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:55:33     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:55:34     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:55:35     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
