Linux 6.8.0-1061-aws (ip-10-42-1-14) 	08/17/26 	_x86_64_	(4 CPU)

20:07:21     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:07:22     all    0.25    0.00    0.25   24.25    0.00    0.00    0.00    0.00    0.00   75.25
20:07:23     all    0.25    0.00    0.00   24.43    0.00    0.00    0.00    0.00    0.00   75.31
20:07:24     all    0.25    0.00    0.25   24.31    0.00    0.00    0.00    0.00    0.00   75.19
20:07:25     all    0.50    0.00    0.00   24.50    0.00    0.00    0.00    0.00    0.00   75.00
20:07:26     all    0.50    0.00    0.25   24.37    0.00    0.00    0.00    0.00    0.00   74.87
20:07:27     all    0.50    0.00    0.00   24.31    0.00    0.00    0.00    0.00    0.00   75.19
20:07:28     all    0.25    0.00    0.00   24.62    0.00    0.00    0.00    0.00    0.00   75.13
20:07:29     all    0.50    0.00    0.00   24.31    0.00    0.00    0.00    0.00    0.00   75.19
20:07:30     all    0.50    0.00    0.00   24.50    0.00    0.00    0.00    0.00    0.00   75.00
20:07:31     all    0.25    0.00    0.25   24.37    0.00    0.00    0.00    0.00    0.00   75.13
20:07:32     all    0.25    0.00    0.25   24.31    0.00    0.00    0.00    0.00    0.00   75.19
20:07:33     all    0.25    0.00    0.00   24.43    0.00    0.00    0.00    0.00    0.00   75.31
20:07:34     all    0.25    0.00    0.25   24.50    0.00    0.00    0.00    0.00    0.00   75.00
20:07:35     all    0.25    0.00    0.25   24.31    0.00    0.00    0.00    0.00    0.00   75.19
20:07:36     all    0.25    0.00    0.00   24.49    0.00    0.00    0.00    0.00    0.00   75.25
20:07:37     all    0.50    0.00    0.25   24.25    0.00    0.00    0.00    0.00    0.00   75.00
20:07:38     all    0.25    0.00    0.00   24.43    0.00    0.00    0.00    0.00    0.00   75.31
20:07:39     all    0.25    0.00    0.25   24.50    0.00    0.00    0.00    0.00    0.00   75.00
20:07:40     all    0.50    0.00    0.00   24.31    0.00    0.00    0.00    0.00    0.00   75.19
20:07:41     all    0.25    0.00    0.25   24.37    0.00    0.00    0.00    0.00    0.00   75.13
20:07:42     all    0.50    0.00    0.25   24.25    0.00    0.00    0.00    0.00    0.00   75.00
20:07:43     all    0.50    0.00    0.25   24.25    0.00    0.00    0.00    0.00    0.00   75.00
20:07:44     all    0.50    0.00    0.25   24.50    0.00    0.00    0.00    0.00    0.00   74.75
20:07:45     all    0.00    0.00    0.00   24.43    0.00    0.00    0.00    0.00    0.00   75.57
20:07:46     all    0.00    0.00    0.50   24.56    0.00    0.00    0.00    0.00    0.00   74.94
20:07:47     all    0.00    0.00    0.25   24.62    0.00    0.00    0.00    0.00    0.00   75.13
20:07:48     all    0.25    0.00    0.00   24.56    0.00    0.00    0.00    0.00    0.00   75.19
20:07:49     all    0.00    0.00    0.25   24.62    0.00    0.00    0.00    0.00    0.00   75.13
20:07:50     all    0.00    0.00    0.00   24.69    0.00    0.00    0.00    0.00    0.00   75.31
20:07:51     all    0.00    0.00    0.25   24.50    0.00    0.00    0.00    0.00    0.00   75.25
20:07:52     all    0.00    0.00    0.25   24.56    0.00    0.00    0.00    0.00    0.00   75.19
20:07:53     all    0.00    0.00    0.25   24.56    0.00    0.00    0.00    0.00    0.00   75.19
20:07:54     all    0.00    0.00    0.25   24.62    0.00    0.00    0.00    0.00    0.00   75.13
20:07:55     all    0.00    0.00    0.00   24.87    0.00    0.00    0.00    0.00    0.00   75.13
20:07:56     all    0.25    0.00    0.25   24.50    0.00    0.00    0.00    0.00    0.00   75.00
20:07:57     all    0.00    0.00    0.25   24.56    0.00    0.00    0.00    0.00    0.00   75.19
20:07:58     all    0.25    0.00    0.00    1.75    0.00    0.00    0.00    0.00    0.00   98.00
20:07:59     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:08:00     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:08:01     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:08:02     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:08:03     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:08:04     all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
20:08:05     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:08:06     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:08:07     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
