Linux 6.8.0-1064-gcp (csb-bench-host-gcp) 	08/18/26 	_x86_64_	(4 CPU)

01:35:05     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:35:06     all   50.76    0.00    4.82    0.00    0.00   10.15    0.00    0.00    0.00   34.26
01:35:07     all   50.77    0.00    5.41    0.00    0.00   11.86    0.00    0.00    0.00   31.96
01:35:08     all   53.37    0.00    5.44    0.00    0.00   10.36    0.00    0.00    0.00   30.83
01:35:09     all   52.19    0.00    4.37    0.00    0.00   11.57    0.00    0.00    0.00   31.88
01:35:10     all   52.71    0.00    4.65    0.00    0.00   11.63    0.00    0.00    0.00   31.01
01:35:11     all   51.81    0.00    4.92    0.00    0.00   11.40    0.00    0.00    0.00   31.87
01:35:12     all   52.79    0.00    4.31    0.00    0.00   11.93    0.25    0.00    0.00   30.71
01:35:13     all   49.62    0.00    5.12    0.00    0.00   12.53    0.00    0.00    0.00   32.74
01:35:14     all   54.64    0.00    4.38    0.00    0.00   11.08    0.00    0.00    0.00   29.90
01:35:15     all   51.42    0.00    6.46    0.00    0.00   11.11    0.00    0.00    0.00   31.01
01:35:16     all   52.71    0.00    4.39    0.00    0.00   11.11    0.00    0.00    0.00   31.78
01:35:17     all   55.03    0.00    5.28    0.00    0.00   12.31    0.00    0.00    0.00   27.39
01:35:18     all   56.64    0.00    5.01    0.00    0.00   11.28    0.00    0.00    0.00   27.07
01:35:19     all   53.92    0.00    4.81    0.00    0.00   12.66    0.00    0.00    0.00   28.61
01:35:20     all   59.45    0.00    4.79    0.00    0.00   11.59    0.25    0.00    0.00   23.93
01:35:21     all   56.64    0.00    5.51    0.25    0.00   12.78    0.00    0.00    0.00   24.81
01:35:22     all   58.23    0.00    5.32    0.00    0.00   11.65    0.25    0.00    0.00   24.56
01:35:23     all   41.46    0.00    4.02    0.00    0.00    9.55    0.00    0.00    0.00   44.97
01:35:24     all    5.00    0.00    0.25    0.00    0.00    1.00    0.00    0.00    0.00   93.75
01:35:25     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:35:26     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:35:27     all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
01:35:28     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:35:29     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:35:30     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:35:31     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:35:32     all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
01:35:33     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
