Linux 6.8.0-1064-gcp (csb-bench-host-gcp) 	08/18/26 	_x86_64_	(4 CPU)

01:26:00     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:26:01     all   78.20    0.00    7.52    0.00    0.00   11.03    0.00    0.00    0.00    3.26
01:26:02     all   81.34    0.00    5.72    0.00    0.00   12.94    0.00    0.00    0.00    0.00
01:26:03     all   81.64    0.00    6.20    0.00    0.00   12.16    0.00    0.00    0.00    0.00
01:26:04     all   80.00    0.00    7.25    0.00    0.00   12.75    0.00    0.00    0.00    0.00
01:26:05     all   82.29    0.00    5.74    0.00    0.00   11.72    0.25    0.00    0.00    0.00
01:26:06     all   81.20    0.00    6.77    0.00    0.00   12.03    0.00    0.00    0.00    0.00
01:26:07     all   81.70    0.00    6.02    0.00    0.00   12.28    0.00    0.00    0.00    0.00
01:26:08     all   80.85    0.00    6.47    0.00    0.00   12.44    0.25    0.00    0.00    0.00
01:26:09     all   82.34    0.00    6.72    0.00    0.00   10.95    0.00    0.00    0.00    0.00
01:26:10     all   80.90    0.00    6.53    0.00    0.00   12.56    0.00    0.00    0.00    0.00
01:26:11     all   81.55    0.00    6.73    0.00    0.00   11.72    0.00    0.00    0.00    0.00
01:26:12     all   81.50    0.00    6.50    0.00    0.00   12.00    0.00    0.00    0.00    0.00
01:26:13     all   77.17    0.00    6.70    0.00    0.00   12.90    3.23    0.00    0.00    0.00
01:26:14     all   81.36    0.00    6.80    0.00    0.00   11.84    0.00    0.00    0.00    0.00
01:26:15     all   81.84    0.00    6.72    0.00    0.00   11.44    0.00    0.00    0.00    0.00
01:26:16     all   81.55    0.00    6.23    0.00    0.00   11.97    0.25    0.00    0.00    0.00
01:26:17     all   82.00    0.00    6.25    0.00    0.00   11.75    0.00    0.00    0.00    0.00
01:26:18     all   81.25    0.00    6.00    0.00    0.00   12.50    0.25    0.00    0.00    0.00
01:26:19     all   83.33    0.00    5.47    0.00    0.00   11.19    0.00    0.00    0.00    0.00
01:26:20     all   80.75    0.00    7.25    0.00    0.00   12.00    0.00    0.00    0.00    0.00
01:26:21     all   81.50    0.00    6.50    0.00    0.00   12.00    0.00    0.00    0.00    0.00
01:26:22     all   81.50    0.00    6.25    0.00    0.00   12.25    0.00    0.00    0.00    0.00
01:26:23     all   81.66    0.00    6.78    0.00    0.00   11.56    0.00    0.00    0.00    0.00
01:26:24     all   81.80    0.00    5.99    0.00    0.00   12.22    0.00    0.00    0.00    0.00
01:26:25     all   82.46    0.00    6.02    0.00    0.00   11.53    0.00    0.00    0.00    0.00
01:26:26     all   80.85    0.00    6.22    0.00    0.00   12.94    0.00    0.00    0.00    0.00
01:26:27     all   81.50    0.00    6.00    0.00    0.00   12.50    0.00    0.00    0.00    0.00
01:26:28     all   81.16    0.00    6.28    0.00    0.00   12.31    0.25    0.00    0.00    0.00
01:26:29     all   82.04    0.00    6.48    0.00    0.00   11.47    0.00    0.00    0.00    0.00
01:26:30     all   82.59    0.00    5.72    0.00    0.00   11.44    0.25    0.00    0.00    0.00
01:26:31     all   80.90    0.00    6.53    0.00    0.00   12.56    0.00    0.00    0.00    0.00
01:26:32     all   81.55    0.00    6.48    0.00    0.00   11.97    0.00    0.00    0.00    0.00
01:26:33     all   82.71    0.00    6.02    0.00    0.00   11.28    0.00    0.00    0.00    0.00
01:26:34     all   81.25    0.00    6.50    0.00    0.00   12.00    0.25    0.00    0.00    0.00
01:26:35     all   82.04    0.00    6.73    0.00    0.00   11.22    0.00    0.00    0.00    0.00
01:26:36     all   81.84    0.00    6.72    0.00    0.00   11.44    0.00    0.00    0.00    0.00
01:26:37     all   83.12    0.00    6.55    0.00    0.00   10.33    0.00    0.00    0.00    0.00
01:26:38     all   81.39    0.00    6.70    0.00    0.00   11.91    0.00    0.00    0.00    0.00
01:26:39     all   82.16    0.00    6.03    0.00    0.00   11.81    0.00    0.00    0.00    0.00
01:26:40     all   81.34    0.00    5.72    0.00    0.00   12.69    0.25    0.00    0.00    0.00
01:26:41     all   80.50    0.00    6.75    0.00    0.00   12.75    0.00    0.00    0.00    0.00
01:26:42     all   82.00    0.00    6.75    0.00    0.00   11.25    0.00    0.00    0.00    0.00
01:26:43     all   82.96    0.00    5.26    0.00    0.00   11.78    0.00    0.00    0.00    0.00
01:26:44     all   81.00    0.00    6.50    0.00    0.00   12.50    0.00    0.00    0.00    0.00
01:26:45     all   83.04    0.00    5.74    0.00    0.00   11.22    0.00    0.00    0.00    0.00
01:26:46     all   82.00    0.00    6.25    0.00    0.00   11.75    0.00    0.00    0.00    0.00
01:26:47     all   82.54    0.00    5.99    0.00    0.00   11.47    0.00    0.00    0.00    0.00
01:26:48     all   81.80    0.00    6.23    0.00    0.00   11.97    0.00    0.00    0.00    0.00
01:26:49     all   82.75    0.00    5.25    0.00    0.00   12.00    0.00    0.00    0.00    0.00
01:26:50     all   81.05    0.00    6.48    0.00    0.00   12.47    0.00    0.00    0.00    0.00
01:26:51     all   82.79    0.00    5.99    0.00    0.00   11.22    0.00    0.00    0.00    0.00
01:26:52     all   80.90    0.00    6.03    0.00    0.00   11.81    1.26    0.00    0.00    0.00
01:26:53     all   80.75    0.00    6.25    0.00    0.00   12.50    0.00    0.00    0.00    0.50
01:26:54     all   79.45    0.00    5.76    0.00    0.00   13.28    0.25    0.00    0.00    1.25
01:26:55     all   31.04    0.00    3.82    0.00    0.00    6.36    0.00    0.00    0.00   58.78
01:26:56     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:26:57     all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
01:26:58     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:26:59     all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
01:27:00     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:27:01     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:27:02     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:27:03     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:27:04     all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
01:27:05     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
