Linux 6.8.0-1064-gcp (csb-bench-host-gcp) 	08/17/26 	_x86_64_	(4 CPU)

18:55:49     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
18:55:50     all   76.75    0.00    7.50    0.00    0.00   10.50    0.00    0.00    0.00    5.25
18:55:51     all   82.66    0.00    5.03    0.00    0.00   12.31    0.00    0.00    0.00    0.00
18:55:52     all   81.93    0.00    6.44    0.00    0.00   11.39    0.00    0.00    0.00    0.25
18:55:53     all   81.45    0.00    6.02    0.00    0.00   12.28    0.25    0.00    0.00    0.00
18:55:54     all   81.44    0.00    6.44    0.00    0.00   12.13    0.00    0.00    0.00    0.00
18:55:55     all   82.46    0.00    5.76    0.00    0.00   11.78    0.00    0.00    0.00    0.00
18:55:56     all   81.45    0.00    6.52    0.00    0.00   12.03    0.00    0.00    0.00    0.00
18:55:57     all   81.34    0.00    6.22    0.00    0.00   12.44    0.00    0.00    0.00    0.00
18:55:58     all   82.25    0.00    6.25    0.00    0.00   11.50    0.00    0.00    0.00    0.00
18:55:59     all   81.44    0.00    6.44    0.00    0.00   11.88    0.25    0.00    0.00    0.00
18:56:00     all   82.16    0.00    6.28    0.00    0.00   11.56    0.00    0.00    0.00    0.00
18:56:01     all   82.29    0.00    5.99    0.00    0.00   11.47    0.25    0.00    0.00    0.00
18:56:02     all   82.00    0.00    6.50    0.00    0.00   11.50    0.00    0.00    0.00    0.00
18:56:03     all   82.79    0.00    5.99    0.00    0.00   11.22    0.00    0.00    0.00    0.00
18:56:04     all   81.30    0.00    6.73    0.00    0.00   11.97    0.00    0.00    0.00    0.00
18:56:05     all   81.50    0.00    6.50    0.00    0.00   12.00    0.00    0.00    0.00    0.00
18:56:06     all   82.71    0.00    5.76    0.00    0.00   11.53    0.00    0.00    0.00    0.00
18:56:07     all   80.30    0.00    6.73    0.00    0.00   12.72    0.25    0.00    0.00    0.00
18:56:08     all   80.80    0.00    6.73    0.00    0.00   12.22    0.00    0.00    0.00    0.25
18:56:09     all   81.00    0.00    6.25    0.00    0.00   12.75    0.00    0.00    0.00    0.00
18:56:10     all   81.70    0.00    6.02    0.00    0.00   12.28    0.00    0.00    0.00    0.00
18:56:11     all   81.80    0.00    5.99    0.00    0.00   12.22    0.00    0.00    0.00    0.00
18:56:12     all   82.50    0.00    5.75    0.00    0.00   11.75    0.00    0.00    0.00    0.00
18:56:13     all   81.05    0.00    6.73    0.00    0.00   12.22    0.00    0.00    0.00    0.00
18:56:14     all   81.95    0.00    5.51    0.00    0.00   12.53    0.00    0.00    0.00    0.00
18:56:15     all   81.55    0.00    6.73    0.00    0.00   11.72    0.00    0.00    0.00    0.00
