Linux 6.8.0-1064-gcp (csb-bench-host-gcp) 	08/18/26 	_x86_64_	(4 CPU)

06:43:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:43:14     all   46.04    0.00    4.09    0.00    0.00    8.95    0.00    0.00    0.00   40.92
06:43:15     all   46.65    0.00    3.87    0.00    0.00   10.05    0.00    0.00    0.00   39.43
06:43:16     all   54.12    0.00    5.15    0.00    0.00   11.60    0.52    0.00    0.00   28.61
06:43:17     all   44.27    0.00    4.43    0.00    0.00   10.68    0.26    0.00    0.00   40.36
06:43:18     all   48.99    0.00    4.80    0.00    0.00   11.36    0.00    0.00    0.00   34.85
06:43:19     all   52.97    0.00    4.65    0.26    0.00   12.40    0.00    0.00    0.00   29.72
06:43:20     all   48.46    0.00    4.87    0.00    0.00   12.31    0.00    0.00    0.00   34.36
06:43:21     all   49.09    0.00    4.94    0.00    0.00   11.95    0.00    0.00    0.00   34.03
06:43:22     all   52.45    0.00    4.39    0.00    0.00   12.66    0.26    0.00    0.00   30.23
06:43:23     all   53.59    0.00    4.62    0.00    0.00   12.31    0.00    0.00    0.00   29.49
06:43:24     all   52.44    0.00    4.63    0.00    0.00   12.08    0.00    0.00    0.00   30.85
06:43:25     all   51.42    0.00    5.43    0.00    0.00   13.44    0.00    0.00    0.00   29.72
06:43:26     all   52.43    0.00    4.35    0.00    0.00   13.04    0.26    0.00    0.00   29.92
06:43:27     all   51.15    0.00    4.35    0.00    0.00   12.02    0.00    0.00    0.00   32.48
06:43:28     all   52.79    0.00    5.33    0.00    0.00   11.68    0.00    0.00    0.00   30.20
06:43:29     all   50.13    0.00    4.88    0.00    0.00   11.05    0.00    0.00    0.00   33.93
06:43:30     all   48.33    0.00    4.37    0.00    0.00   10.80    0.00    0.00    0.00   36.50
06:43:31     all   51.27    0.00    4.31    0.00    0.00   12.18    0.00    0.00    0.00   32.23
06:43:32     all   51.96    0.00    5.48    0.00    0.00   12.53    0.00    0.00    0.00   30.03
06:43:33     all   35.61    0.00    4.04    0.00    0.00    9.34    0.25    0.00    0.00   50.76
06:43:34     all   17.56    0.00    2.54    0.00    0.00    4.83    0.00    0.00    0.00   75.06
06:43:35     all    8.52    0.00    0.75    0.00    0.00    2.51    0.00    0.00    0.00   88.22
06:43:36     all    0.25    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.25
06:43:37     all    0.00    0.00    0.00    0.25    0.00    0.00    0.25    0.00    0.00   99.50
06:43:38     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:43:39     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:43:40     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:43:41     all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
06:43:42     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:43:43     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:43:44     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
