Linux 6.8.0-1064-gcp (csb-bench-host-gcp) 	08/18/26 	_x86_64_	(4 CPU)

01:37:31     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:37:32     all   79.35    0.00    6.72    0.00    0.00   11.44    0.00    0.00    0.00    2.49
01:37:33     all   82.04    0.00    6.98    0.00    0.00   10.97    0.00    0.00    0.00    0.00
01:37:34     all   82.41    0.00    6.28    0.00    0.00   11.31    0.00    0.00    0.00    0.00
01:37:35     all   80.80    0.00    6.48    0.00    0.00   12.72    0.00    0.00    0.00    0.00
01:37:36     all   81.55    0.00    6.23    0.00    0.00   12.22    0.00    0.00    0.00    0.00
01:37:37     all   81.75    0.00    6.50    0.00    0.00   11.75    0.00    0.00    0.00    0.00
01:37:38     all   80.80    0.00    6.23    0.00    0.00   12.72    0.25    0.00    0.00    0.00
01:37:39     all   82.21    0.00    5.51    0.00    0.00   12.28    0.00    0.00    0.00    0.00
01:37:41     all   81.30    0.00    6.48    0.00    0.00   12.22    0.00    0.00    0.00    0.00
01:37:42     all   81.05    0.00    6.48    0.00    0.00   12.47    0.00    0.00    0.00    0.00
01:37:43     all   80.35    0.00    6.97    0.00    0.00   12.69    0.00    0.00    0.00    0.00
01:37:44     all   82.62    0.00    5.79    0.00    0.00   11.59    0.00    0.00    0.00    0.00
01:37:45     all   80.94    0.00    6.19    0.00    0.00   12.62    0.25    0.00    0.00    0.00
01:37:46     all   81.20    0.00    6.52    0.00    0.00   12.28    0.00    0.00    0.00    0.00
01:37:47     all   81.75    0.00    6.50    0.00    0.00   11.75    0.00    0.00    0.00    0.00
01:37:48     all   80.25    0.00    6.50    0.00    0.00   13.25    0.00    0.00    0.00    0.00
01:37:49     all   82.04    0.00    6.48    0.00    0.00   11.47    0.00    0.00    0.00    0.00
01:37:50     all   80.60    0.00    6.47    0.00    0.00   12.69    0.00    0.00    0.00    0.25
01:37:51     all   82.62    0.00    6.05    0.00    0.00   11.34    0.00    0.00    0.00    0.00
01:37:52     all   79.85    0.00    6.97    0.00    0.00   12.94    0.00    0.00    0.00    0.25
01:37:53     all   82.09    0.00    6.22    0.00    0.00   11.69    0.00    0.00    0.00    0.00
01:37:54     all   82.21    0.00    6.52    0.00    0.00   11.28    0.00    0.00    0.00    0.00
01:37:55     all   81.05    0.00    5.99    0.00    0.00   12.97    0.00    0.00    0.00    0.00
01:37:56     all   81.66    0.00    6.28    0.00    0.00   12.06    0.00    0.00    0.00    0.00
01:37:57     all   81.00    0.00    6.25    0.00    0.00   12.75    0.00    0.00    0.00    0.00
01:37:58     all   81.09    0.00    6.47    0.00    0.00   12.44    0.00    0.00    0.00    0.00
01:37:59     all   82.21    0.00    6.27    0.00    0.00   11.28    0.25    0.00    0.00    0.00
01:38:00     all   82.38    0.00    5.96    0.00    0.00   11.66    0.00    0.00    0.00    0.00
01:38:01     all   81.09    0.00    6.72    0.00    0.00   12.19    0.00    0.00    0.00    0.00
01:38:02     all   80.95    0.00    6.27    0.00    0.00   12.78    0.00    0.00    0.00    0.00
01:38:03     all   82.25    0.00    6.25    0.00    0.00   11.50    0.00    0.00    0.00    0.00
01:38:04     all   81.25    0.00    6.25    0.00    0.00   12.50    0.00    0.00    0.00    0.00
01:38:05     all   81.75    0.00    6.75    0.00    0.00   11.50    0.00    0.00    0.00    0.00
01:38:06     all   81.80    0.00    6.48    0.00    0.00   11.72    0.00    0.00    0.00    0.00
01:38:07     all   81.55    0.00    5.99    0.00    0.00   12.47    0.00    0.00    0.00    0.00
01:38:08     all   81.45    0.00    6.27    0.00    0.00   12.28    0.00    0.00    0.00    0.00
01:38:09     all   81.55    0.00    6.23    0.00    0.00   12.22    0.00    0.00    0.00    0.00
01:38:10     all   81.41    0.00    6.78    0.00    0.00   11.81    0.00    0.00    0.00    0.00
01:38:11     all   82.59    0.00    5.97    0.00    0.00   11.44    0.00    0.00    0.00    0.00
01:38:12     all   79.75    0.00    6.75    0.00    0.00   13.25    0.25    0.00    0.00    0.00
01:38:13     all   81.30    0.00    5.99    0.00    0.00   12.72    0.00    0.00    0.00    0.00
01:38:14     all   82.00    0.00    6.00    0.00    0.00   12.00    0.00    0.00    0.00    0.00
01:38:15     all   82.41    0.00    6.03    0.00    0.00   11.56    0.00    0.00    0.00    0.00
01:38:16     all   81.34    0.00    6.22    0.00    0.00   12.19    0.25    0.00    0.00    0.00
01:38:17     all   84.04    0.00    5.74    0.00    0.00   10.22    0.00    0.00    0.00    0.00
01:38:18     all   82.75    0.00    6.25    0.00    0.00   11.00    0.00    0.00    0.00    0.00
01:38:19     all   81.44    0.00    5.94    0.00    0.00   12.62    0.00    0.00    0.00    0.00
01:38:20     all   82.50    0.00    5.75    0.00    0.00   11.75    0.00    0.00    0.00    0.00
01:38:21     all   81.25    0.00    6.50    0.00    0.00   12.25    0.00    0.00    0.00    0.00
01:38:22     all   81.70    0.00    6.02    0.00    0.00   12.28    0.00    0.00    0.00    0.00
01:38:23     all   83.17    0.00    5.53    0.00    0.00   11.31    0.00    0.00    0.00    0.00
01:38:24     all   80.40    0.00    6.45    0.00    0.00   12.90    0.25    0.00    0.00    0.00
01:38:25     all   81.45    0.00    6.27    0.00    0.00   11.78    0.00    0.00    0.00    0.50
01:38:26     all   63.64    0.00    5.81    0.00    0.00   12.37    0.00    0.00    0.00   18.18
01:38:27     all    6.55    0.00    0.76    0.00    0.00    1.01    0.00    0.00    0.00   91.69
01:38:28     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:38:29     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:38:30     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:38:31     all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
01:38:32     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
