Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

01:00:58 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:00:59 PM  all    2.01    0.00    1.50   94.49    0.00    0.25    0.00    0.00    0.00    1.75
01:01:00 PM  all    2.50    0.00    0.00   97.00    0.00    0.50    0.00    0.00    0.00    0.00
01:01:01 PM  all    1.74    0.00    0.99   97.02    0.00    0.25    0.00    0.00    0.00    0.00
01:01:02 PM  all    2.01    0.00    0.50   97.49    0.00    0.00    0.00    0.00    0.00    0.00
01:01:03 PM  all    1.25    0.00    0.75   97.99    0.00    0.00    0.00    0.00    0.00    0.00
01:01:04 PM  all    1.76    0.00    0.00   97.99    0.00    0.25    0.00    0.00    0.00    0.00
01:01:05 PM  all    1.75    0.00    0.75   97.51    0.00    0.00    0.00    0.00    0.00    0.00
01:01:06 PM  all    1.52    0.00    0.00   98.48    0.00    0.00    0.00    0.00    0.00    0.00
01:01:07 PM  all    0.51    0.00    0.25   99.24    0.00    0.00    0.00    0.00    0.00    0.00
01:01:08 PM  all    1.01    0.00    0.25   98.73    0.00    0.00    0.00    0.00    0.00    0.00
01:01:09 PM  all    0.26    0.00    0.26   99.49    0.00    0.00    0.00    0.00    0.00    0.00
01:01:10 PM  all    0.26    0.00    0.00   99.74    0.00    0.00    0.00    0.00    0.00    0.00
01:01:11 PM  all    0.00    0.00    0.26   99.74    0.00    0.00    0.00    0.00    0.00    0.00
01:01:12 PM  all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
01:01:13 PM  all    2.23    0.00    0.50   96.77    0.00    0.50    0.00    0.00    0.00    0.00
01:01:14 PM  all    2.96    0.00    0.99   95.57    0.00    0.49    0.00    0.00    0.00    0.00
01:01:15 PM  all    3.20    0.00    0.49   96.06    0.00    0.25    0.00    0.00    0.00    0.00
01:01:16 PM  all    2.24    0.00    0.50   96.76    0.00    0.50    0.00    0.00    0.00    0.00
01:01:17 PM  all    1.50    0.00    0.50   97.75    0.00    0.25    0.00    0.00    0.00    0.00
01:01:18 PM  all    1.26    0.00    0.51   98.23    0.00    0.00    0.00    0.00    0.00    0.00
01:01:19 PM  all    1.76    0.00    0.25   97.98    0.00    0.00    0.00    0.00    0.00    0.00
01:01:20 PM  all    0.51    0.00    0.25   98.98    0.00    0.25    0.00    0.00    0.00    0.00
01:01:21 PM  all    0.51    0.00    0.00   99.23    0.00    0.26    0.00    0.00    0.00    0.00
01:01:22 PM  all    0.26    0.00    0.00   99.74    0.00    0.00    0.00    0.00    0.00    0.00
01:01:23 PM  all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
01:01:24 PM  all    0.26    0.00    0.26   99.49    0.00    0.00    0.00    0.00    0.00    0.00
01:01:25 PM  all    0.26    0.00    0.00   99.74    0.00    0.00    0.00    0.00    0.00    0.00
01:01:26 PM  all    0.00    0.00    0.26   99.74    0.00    0.00    0.00    0.00    0.00    0.00
01:01:27 PM  all    1.75    0.00    0.50   97.51    0.00    0.25    0.00    0.00    0.00    0.00
01:01:28 PM  all    3.19    0.00    0.98   95.34    0.00    0.49    0.00    0.00    0.00    0.00
01:01:29 PM  all    1.50    0.00    0.75   97.51    0.00    0.25    0.00    0.00    0.00    0.00
01:01:30 PM  all    1.51    0.00    0.50   97.98    0.00    0.00    0.00    0.00    0.00    0.00
01:01:31 PM  all    1.51    0.00    0.50   97.98    0.00    0.00    0.00    0.00    0.00    0.00
01:01:32 PM  all    0.76    0.00    0.51   98.48    0.00    0.25    0.00    0.00    0.00    0.00
01:01:33 PM  all    0.77    0.00    0.00   99.23    0.00    0.00    0.00    0.00    0.00    0.00
01:01:34 PM  all    0.51    0.00    0.51   98.98    0.00    0.00    0.00    0.00    0.00    0.00
01:01:35 PM  all    0.51    0.00    0.26   98.98    0.00    0.26    0.00    0.00    0.00    0.00
01:01:36 PM  all    0.51    0.00    0.00   99.49    0.00    0.00    0.00    0.00    0.00    0.00
01:01:37 PM  all    0.00    0.00    0.26   99.74    0.00    0.00    0.00    0.00    0.00    0.00
01:01:38 PM  all    0.26    0.00    0.26   99.49    0.00    0.00    0.00    0.00    0.00    0.00
01:01:39 PM  all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
01:01:40 PM  all    0.26    0.00    0.26   99.49    0.00    0.00    0.00    0.00    0.00    0.00
01:01:41 PM  all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
01:01:42 PM  all    0.51    0.00    0.00   99.49    0.00    0.00    0.00    0.00    0.00    0.00
01:01:43 PM  all    2.93    0.00    1.47   95.11    0.00    0.49    0.00    0.00    0.00    0.00
01:01:44 PM  all    2.94    0.00    0.98   95.34    0.00    0.74    0.00    0.00    0.00    0.00
01:01:45 PM  all    2.96    0.00    0.74   96.06    0.00    0.25    0.00    0.00    0.00    0.00
01:01:46 PM  all    2.96    0.00    0.49   96.30    0.00    0.25    0.00    0.00    0.00    0.00
01:01:47 PM  all    2.49    0.00    0.25   97.01    0.00    0.25    0.00    0.00    0.00    0.00
01:01:48 PM  all    2.73    0.00    0.74   96.53    0.00    0.00    0.00    0.00    0.00    0.00
