Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

07:32:06 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:32:07 AM  all   14.93    0.00    8.46    0.00    0.00    9.20    0.00    0.00    0.00   67.41
07:32:08 AM  all   12.99    0.00    6.75    0.00    0.00   10.39    0.00    0.00    0.00   69.87
07:32:09 AM  all   13.11    0.00    8.48    0.00    0.00   10.54    0.00    0.00    0.00   67.87
07:32:10 AM  all   13.99    0.00    8.91    0.00    0.00   11.45    0.00    0.00    0.00   65.65
07:32:11 AM  all   15.36    0.00    7.29    0.00    0.00   10.68    0.00    0.00    0.00   66.67
07:32:12 AM  all   14.47    0.00    6.84    0.00    0.00   11.84    0.00    0.00    0.00   66.84
07:32:13 AM  all   14.32    0.00    7.42    0.00    0.00   14.07    0.00    0.00    0.00   64.19
07:32:14 AM  all   16.03    0.00    6.87    0.00    0.00   11.45    0.00    0.00    0.00   65.65
07:32:15 AM  all   16.58    0.00    7.77    0.00    0.00   11.14    0.00    0.00    0.00   64.51
07:32:16 AM  all   16.25    0.00    8.50    0.00    0.00   12.00    0.00    0.00    0.00   63.25
07:32:17 AM  all   16.71    0.00    9.87    0.00    0.00   12.15    0.00    0.00    0.00   61.27
07:32:18 AM  all   17.93    0.00    8.33    0.00    0.00   13.13    0.00    0.00    0.00   60.61
07:32:19 AM  all   17.25    0.00    9.75    0.00    0.00   13.00    0.00    0.00    0.00   60.00
07:32:20 AM  all   15.33    0.00    8.79    0.00    0.00   14.32    0.00    0.00    0.00   61.56
07:32:21 AM  all   11.60    0.00    7.22    0.00    0.00    8.51    0.00    0.00    0.00   72.68
07:32:22 AM  all   11.68    0.00    8.12    0.00    0.00   10.91    0.00    0.00    0.00   69.29
07:32:23 AM  all   14.68    0.00    7.46    0.00    0.00    9.45    0.00    0.00    0.00   68.41
07:32:24 AM  all   12.24    0.00    8.67    0.00    0.00   10.20    0.00    0.00    0.00   68.88
07:32:25 AM  all   11.43    0.00    5.97    0.00    0.00   10.13    0.00    0.00    0.00   72.47
07:32:26 AM  all   11.55    0.00    7.09    0.00    0.00    8.66    0.00    0.00    0.00   72.70
07:32:27 AM  all   10.94    0.00    5.99    0.00    0.00    9.11    0.00    0.00    0.00   73.96
07:32:28 AM  all    5.60    0.00    2.29    0.00    0.00    3.56    0.00    0.00    0.00   88.55
07:32:29 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:32:30 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:32:31 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
07:32:32 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:32:33 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:32:34 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:32:35 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:32:36 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:32:37 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
