Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

03:49:24 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:49:25 PM  all    1.76    0.00    0.00   95.72    0.00    0.25    0.00    0.00    0.00    2.27
03:49:26 PM  all    1.74    0.00    1.00   95.27    0.00    0.00    0.00    0.00    0.00    1.99
03:49:27 PM  all    1.01    0.00    0.00   97.73    0.00    0.25    0.00    0.00    0.00    1.01
03:49:28 PM  all    1.26    0.00    0.00   96.47    0.00    0.00    0.00    0.00    0.00    2.27
03:49:29 PM  all    1.51    0.00    0.50   95.73    0.00    0.00    0.00    0.00    0.00    2.26
03:49:30 PM  all    0.25    0.00    0.51   91.09    0.00    0.00    0.00    0.00    0.00    8.14
03:49:31 PM  all    2.00    0.00    0.25   92.02    0.00    0.25    0.00    0.00    0.00    5.49
03:49:32 PM  all    4.73    0.00    1.89   87.94    0.00    0.71    0.00    0.00    0.00    4.73
03:49:33 PM  all    3.19    0.00    0.98   91.65    0.00    0.25    0.00    0.00    0.00    3.93
03:49:34 PM  all    0.25    0.00    0.51   94.43    0.00    0.00    0.00    0.00    0.00    4.81
03:49:35 PM  all    0.51    0.00    0.25   90.36    0.00    0.00    0.00    0.00    0.00    8.88
03:49:36 PM  all    1.75    0.00    0.25   95.74    0.00    0.00    0.00    0.00    0.00    2.26
03:49:37 PM  all    2.23    0.00    0.50   94.29    0.00    0.25    0.00    0.00    0.00    2.73
03:49:38 PM  all    1.26    0.00    0.25   93.97    0.00    0.25    0.00    0.00    0.00    4.27
03:49:39 PM  all    0.76    0.00    0.00   98.48    0.00    0.00    0.00    0.00    0.00    0.76
03:49:40 PM  all    1.26    0.00    0.25   93.72    0.00    0.00    0.00    0.00    0.00    4.77
03:49:41 PM  all    2.01    0.00    0.00   93.72    0.00    0.25    0.00    0.00    0.00    4.02
03:49:42 PM  all    2.00    0.00    0.25   96.26    0.00    0.00    0.00    0.00    0.00    1.50
03:49:43 PM  all    0.76    0.00    0.25   92.91    0.00    0.00    0.00    0.00    0.00    6.08
03:49:44 PM  all    1.75    0.00    0.00   90.73    0.00    0.00    0.00    0.00    0.00    7.52
03:49:45 PM  all    1.02    0.00    0.25   90.10    0.00    0.00    0.00    0.00    0.00    8.63
03:49:46 PM  all    1.99    0.00    0.50   92.56    0.00    0.25    0.00    0.00    0.00    4.71
03:49:47 PM  all    1.51    0.00    0.25   92.19    0.00    0.25    0.00    0.00    0.00    5.79
03:49:48 PM  all    1.01    0.00    0.00   90.15    0.00    0.00    0.00    0.00    0.00    8.84
03:49:49 PM  all    1.01    0.00    0.51   90.40    0.00    0.00    0.00    0.00    0.00    8.08
03:49:50 PM  all    1.74    0.00    0.50   93.03    0.00    0.25    0.00    0.00    0.00    4.48
03:49:51 PM  all    1.50    0.00    0.50   94.24    0.00    0.25    0.00    0.00    0.00    3.51
03:49:52 PM  all    1.26    0.00    0.75   97.24    0.00    0.00    0.00    0.00    0.00    0.75
03:49:53 PM  all    0.76    0.00    0.51   98.48    0.00    0.00    0.00    0.00    0.00    0.25
03:49:54 PM  all    1.01    0.00    0.25   92.44    0.00    0.25    0.00    0.00    0.00    6.05
03:49:55 PM  all    0.25    0.00    0.50   85.68    0.00    0.00    0.00    0.00    0.00   13.57
03:49:56 PM  all    0.00    0.00    0.00   87.88    0.00    0.25    0.00    0.00    0.00   11.87
03:49:57 PM  all    0.00    0.00    1.00   80.00    0.00    0.00    0.00    0.00    0.00   19.00
03:49:58 PM  all    0.25    0.00    0.00   81.75    0.00    0.25    0.00    0.00    0.00   17.75
03:49:59 PM  all    0.25    0.00    1.00   84.04    0.00    0.25    0.00    0.00    0.00   14.46
03:50:00 PM  all    0.75    0.00    0.25   85.32    0.00    0.50    0.00    0.00    0.00   13.18
03:50:01 PM  all    0.00    0.00    0.75   94.01    0.00    0.50    0.00    0.00    0.00    4.74
03:50:02 PM  all    0.00    0.00    1.24   88.81    0.00    0.25    0.00    0.00    0.00    9.70
