Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

06:03:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:03:01 AM  all   27.75    0.00   12.30    0.00    0.00   16.75    0.00    0.00    0.00   43.19
06:03:02 AM  all   23.04    0.00   10.38    0.00    0.00   16.96    0.00    0.00    0.00   49.62
06:03:03 AM  all   25.06    0.00   10.53    0.00    0.00   16.04    0.00    0.00    0.00   48.37
06:03:04 AM  all   25.45    0.00    7.89    0.00    0.00   17.05    0.00    0.00    0.00   49.62
06:03:05 AM  all   23.72    0.00   11.22    0.00    0.00   19.13    0.00    0.00    0.00   45.92
06:03:06 AM  all   23.28    0.00   14.02    0.00    0.00   21.96    0.00    0.00    0.00   40.74
06:03:07 AM  all   24.01    0.00   14.78    0.00    0.00   18.73    0.00    0.00    0.00   42.48
06:03:08 AM  all   23.04    0.00   12.83    0.00    0.00   20.42    0.00    0.00    0.00   43.72
06:03:09 AM  all   25.19    0.00   16.21    0.00    0.00   17.96    0.00    0.00    0.00   40.65
06:03:10 AM  all   22.81    0.00   13.26    0.00    0.00   20.69    0.00    0.00    0.00   43.24
06:03:11 AM  all   26.58    0.00   12.63    0.00    0.00   19.21    0.00    0.00    0.00   41.58
06:03:12 AM  all   23.04    0.00   16.23    0.00    0.00   19.11    0.00    0.00    0.00   41.62
06:03:13 AM  all   23.20    0.00   14.69    0.00    0.00   18.56    0.00    0.00    0.00   43.56
06:03:14 AM  all   24.11    0.00   12.94    0.00    0.00   19.29    0.00    0.00    0.00   43.65
06:03:15 AM  all   21.94    0.00   14.54    0.00    0.00   18.62    0.00    0.00    0.00   44.90
06:03:16 AM  all   21.75    0.00   12.47    0.00    0.00   20.16    0.00    0.00    0.00   45.62
06:03:17 AM  all   23.64    0.00   10.91    0.00    0.00   19.48    0.00    0.00    0.00   45.97
06:03:18 AM  all   25.13    0.00   12.44    0.00    0.00   16.58    0.00    0.00    0.00   45.85
06:03:19 AM  all   26.79    0.00   10.88    0.00    0.00   15.65    0.00    0.00    0.00   46.68
06:03:20 AM  all   21.65    0.00   14.95    0.00    0.00   18.30    0.00    0.00    0.00   45.10
06:03:21 AM  all   23.17    0.00   13.10    0.00    0.00   18.64    0.00    0.00    0.00   45.09
06:03:22 AM  all   24.81    0.00   13.67    0.00    0.00   17.97    0.00    0.00    0.00   43.54
06:03:23 AM  all   26.01    0.00   13.13    0.00    0.00   17.17    0.00    0.00    0.00   43.69
06:03:24 AM  all   22.56    0.00   13.33    0.00    0.00   19.23    0.00    0.00    0.00   44.87
06:03:25 AM  all   22.98    0.00   13.05    0.00    0.00   18.54    0.00    0.00    0.00   45.43
06:03:26 AM  all   25.32    0.00   12.14    0.00    0.00   18.09    0.00    0.00    0.00   44.44
06:03:27 AM  all   22.19    0.00   11.73    0.00    0.00   20.66    0.00    0.00    0.00   45.41
06:03:28 AM  all   24.74    0.00   13.27    0.00    0.00   18.11    0.00    0.00    0.00   43.88
06:03:29 AM  all   22.02    0.00   13.73    0.00    0.00   20.47    0.00    0.00    0.00   43.78
06:03:30 AM  all   26.25    0.00   12.25    0.00    0.00   18.75    0.00    0.00    0.00   42.75
06:03:31 AM  all   22.03    0.00   14.43    0.00    0.00   20.00    0.00    0.00    0.00   43.54
06:03:32 AM  all   24.87    0.00   13.33    0.00    0.00   19.49    0.00    0.00    0.00   42.31
06:03:33 AM  all   24.80    0.00   12.79    0.00    0.00   19.58    0.00    0.00    0.00   42.82
06:03:34 AM  all   25.13    0.00   11.66    0.00    0.00   19.69    0.00    0.00    0.00   43.52
06:03:35 AM  all   24.69    0.00   14.61    0.00    0.00   18.89    0.00    0.00    0.00   41.81
06:03:36 AM  all   23.97    0.00   14.43    0.00    0.00   21.13    0.00    0.00    0.00   40.46
06:03:37 AM  all   25.58    0.00   12.14    0.00    0.00   18.35    0.00    0.00    0.00   43.93
