Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

09:55:59 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
09:56:00 AM  all    6.36    0.00    2.80    0.00    0.00    4.07    0.00    0.00    0.00   86.77
09:56:01 AM  all    6.08    0.00    3.04    0.00    0.00    5.32    0.00    0.00    0.00   85.57
09:56:02 AM  all    6.35    0.00    2.28    0.00    0.00    4.31    0.00    0.00    0.00   87.06
09:56:03 AM  all    4.51    0.00    3.26    0.00    0.00    5.01    0.00    0.00    0.00   87.22
09:56:04 AM  all    5.28    0.00    3.02    0.00    0.00    5.03    0.00    0.00    0.00   86.68
09:56:05 AM  all    5.03    0.00    2.76    0.00    0.00    5.03    0.00    0.00    0.00   87.19
09:56:06 AM  all    5.06    0.00    1.77    0.00    0.00    5.57    0.00    0.00    0.00   87.59
09:56:07 AM  all    3.58    0.00    2.56    0.00    0.00    6.14    0.00    0.00    0.00   87.72
09:56:08 AM  all    5.09    0.00    3.31    0.00    0.00    5.09    0.00    0.00    0.00   86.51
09:56:09 AM  all    0.50    0.00    0.25    0.00    0.00    0.50    0.00    0.00    0.00   98.75
09:56:10 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
09:56:11 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
09:56:12 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:56:13 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:56:14 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
09:56:15 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:56:16 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
09:56:17 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
09:56:18 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
