Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

03:46:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:46:35 PM  all    0.25    0.00    3.02    0.00    0.00    2.77    0.00    0.00    0.00   93.95
03:46:36 PM  all    0.00    0.00    1.77    0.00    0.00    3.04    0.00    0.00    0.00   95.19
03:46:37 PM  all    0.00    0.00    2.02    0.00    0.00    2.77    0.00    0.00    0.00   95.21
03:46:38 PM  all    0.00    0.00    2.78    0.00    0.00    2.53    0.00    0.00    0.00   94.70
03:46:39 PM  all    0.25    0.00    1.76    0.00    0.00    2.77    0.00    0.00    0.00   95.21
03:46:40 PM  all    0.25    0.00    2.50    0.00    0.00    3.50    0.00    0.00    0.00   93.75
03:46:41 PM  all    0.25    0.00    2.00    0.00    0.00    3.50    0.00    0.00    0.00   94.25
03:46:42 PM  all    0.00    0.00    2.03    0.00    0.00    2.54    0.00    0.00    0.00   95.43
03:46:43 PM  all    0.00    0.00    2.03    0.00    0.00    2.28    0.00    0.00    0.00   95.70
03:46:44 PM  all    0.25    0.00    2.02    0.00    0.00    3.03    0.00    0.00    0.00   94.70
03:46:45 PM  all    0.00    0.00    2.99    0.00    0.00    2.99    0.00    0.00    0.00   94.03
03:46:46 PM  all    0.25    0.00    2.25    0.00    0.00    3.00    0.00    0.00    0.00   94.50
03:46:47 PM  all    0.00    0.00    1.78    0.00    0.00    3.30    0.00    0.00    0.00   94.92
03:46:48 PM  all    0.50    0.00    1.50    0.25    0.00    1.50    0.00    0.00    0.00   96.26
03:46:49 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:46:50 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:46:51 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:46:52 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:46:53 PM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
03:46:54 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:46:55 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:46:56 PM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
03:46:57 PM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
