Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

07:05:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:05:52 AM  all   25.24    0.00   14.81    0.00    0.00   18.45    0.00    0.00    0.00   41.50
07:05:53 AM  all   23.57    0.00   10.67    0.00    0.00   17.62    0.00    0.00    0.00   48.14
07:05:54 AM  all   16.82    0.00    9.48    0.00    0.00   27.49    0.00    0.00    0.00   46.21
07:05:55 AM  all   19.76    0.00   13.65    0.00    0.00   22.59    0.00    0.00    0.00   44.00
07:05:56 AM  all   23.63    0.00   12.89    0.00    0.00   13.37    0.00    0.00    0.00   50.12
07:05:57 AM  all   25.06    0.00   12.05    0.00    0.00   13.49    0.00    0.00    0.00   49.40
07:05:58 AM  all   28.78    0.00   12.68    0.00    0.00   15.37    0.00    0.00    0.00   43.17
07:05:59 AM  all   23.97    0.00   12.35    0.00    0.00   16.71    0.00    0.00    0.00   46.97
07:06:00 AM  all   22.82    0.00   11.54    0.00    0.00   18.97    0.00    0.00    0.00   46.67
07:06:01 AM  all   19.74    0.00   10.51    0.00    0.00   18.97    0.00    0.00    0.00   50.77
07:06:02 AM  all   21.35    0.00   11.20    0.00    0.00   14.58    0.00    0.00    0.00   52.86
07:06:03 AM  all   19.69    0.00   11.66    0.00    0.00   15.28    0.00    0.00    0.00   53.37
07:06:04 AM  all   27.70    0.00   11.76    0.00    0.00   17.40    0.00    0.00    0.00   43.14
07:06:05 AM  all   22.86    0.00   10.13    0.00    0.00   16.62    0.00    0.00    0.00   50.39
07:06:06 AM  all   20.98    0.00   11.40    0.00    0.00   17.10    0.00    0.00    0.00   50.52
07:06:07 AM  all   21.12    0.00   11.96    0.00    0.00   15.52    0.00    0.00    0.00   51.40
07:06:08 AM  all   20.78    0.00   10.65    0.00    0.00   15.32    0.00    0.00    0.00   53.25
07:06:09 AM  all   21.80    0.00   11.03    0.00    0.00   15.04    0.00    0.00    0.00   52.13
07:06:10 AM  all   19.85    0.00   11.60    0.00    0.00   15.21    0.00    0.00    0.00   53.35
07:06:11 AM  all   23.91    0.00   10.80    0.00    0.00   18.77    0.00    0.00    0.00   46.53
07:06:12 AM  all   20.58    0.00    9.23    0.00    0.00   17.15    0.00    0.00    0.00   53.03
07:06:13 AM  all   21.16    0.00   12.70    0.00    0.00   17.46    0.00    0.00    0.00   48.68
07:06:14 AM  all   21.21    0.00   11.87    0.00    0.00   17.42    0.00    0.00    0.00   49.49
07:06:15 AM  all   21.57    0.00   12.18    0.00    0.00   15.99    0.00    0.00    0.00   50.25
07:06:16 AM  all   20.83    0.00   11.20    0.00    0.00   16.41    0.00    0.00    0.00   51.56
07:06:17 AM  all   20.15    0.00   11.94    0.00    0.00   17.16    0.00    0.00    0.00   50.75
07:06:18 AM  all   24.03    0.00   12.14    0.00    0.00   17.83    0.00    0.00    0.00   45.99
07:06:19 AM  all   20.48    0.00   10.37    0.00    0.00   16.76    0.00    0.00    0.00   52.39
07:06:20 AM  all   24.94    0.00   10.28    0.00    0.00   15.17    0.00    0.00    0.00   49.61
07:06:21 AM  all   20.42    0.00   11.52    0.00    0.00   14.40    0.00    0.00    0.00   53.66
07:06:22 AM  all   21.05    0.00   11.03    0.00    0.00   16.29    0.00    0.00    0.00   51.63
07:06:23 AM  all   22.42    0.00   11.34    0.00    0.00   13.66    0.00    0.00    0.00   52.58
07:06:24 AM  all   21.71    0.00   14.47    0.00    0.00   18.86    0.00    0.00    0.00   44.96
07:06:25 AM  all   21.41    0.00   10.44    0.00    0.00   15.67    0.00    0.00    0.00   52.48
07:06:26 AM  all   23.56    0.00   11.78    0.00    0.00   16.54    0.00    0.00    0.00   48.12
07:06:27 AM  all   21.88    0.00   11.72    0.00    0.00   15.36    0.00    0.00    0.00   51.04
07:06:28 AM  all   19.69    0.00   13.12    0.00    0.00   15.22    0.00    0.00    0.00   51.97
07:06:29 AM  all   22.57    0.00   13.12    0.00    0.00   13.12    0.00    0.00    0.00   51.18
07:06:30 AM  all   19.49    0.00   13.59    0.00    0.00   16.92    0.00    0.00    0.00   50.00
07:06:31 AM  all   23.37    0.00   13.32    0.00    0.00   19.60    0.00    0.00    0.00   43.72
07:06:32 AM  all   21.95    0.00   10.98    0.00    0.00   19.27    0.00    0.00    0.00   47.80
07:06:33 AM  all   24.11    0.00    9.64    0.00    0.00   19.04    0.00    0.00    0.00   47.21
07:06:34 AM  all   22.19    0.00   12.72    0.00    0.00   16.21    0.00    0.00    0.00   48.88
07:06:35 AM  all   21.26    0.00   11.55    0.00    0.00   14.17    0.00    0.00    0.00   53.02
07:06:36 AM  all   22.62    0.00   10.54    0.00    0.00   16.20    0.00    0.00    0.00   50.64
07:06:37 AM  all   24.37    0.00   13.57    0.00    0.00   16.58    0.00    0.00    0.00   45.48
07:06:38 AM  all   25.49    0.00   10.44    0.00    0.00   17.23    0.00    0.00    0.00   46.84
07:06:39 AM  all   21.67    0.00   13.05    0.00    0.00   18.47    0.00    0.00    0.00   46.80
07:06:40 AM  all   21.09    0.00   11.98    0.00    0.00   17.71    0.00    0.00    0.00   49.22
07:06:41 AM  all   19.63    0.00    9.95    0.00    0.00   15.97    0.00    0.00    0.00   54.45
07:06:42 AM  all   19.07    0.00   10.08    0.00    0.00   14.17    0.00    0.00    0.00   56.68
07:06:43 AM  all   19.74    0.00   11.43    0.00    0.00   16.10    0.00    0.00    0.00   52.73
07:06:44 AM  all   19.85    0.00   12.21    0.00    0.00   16.03    0.00    0.00    0.00   51.91
07:06:45 AM  all   20.00    0.00   12.66    0.00    0.00   15.95    0.00    0.00    0.00   51.39
07:06:46 AM  all   25.57    0.00   11.90    0.00    0.00   18.99    0.00    0.00    0.00   43.54
07:06:47 AM  all   20.81    0.00   12.69    0.00    0.00   19.29    0.00    0.00    0.00   47.21
07:06:48 AM  all   20.88    0.00   11.34    0.00    0.00   15.98    0.00    0.00    0.00   51.80
07:06:49 AM  all   22.94    0.00   13.92    0.00    0.00   14.43    0.00    0.00    0.00   48.71
07:06:50 AM  all   24.48    0.00   12.50    0.00    0.00   16.67    0.00    0.00    0.00   46.35
07:06:51 AM  all   21.08    0.00   13.37    0.00    0.00   21.34    0.00    0.00    0.00   44.22
07:06:52 AM  all   25.59    0.00   10.55    0.00    0.00   15.30    0.00    0.00    0.00   48.55
07:06:53 AM  all   19.32    0.00   10.18    0.00    0.00   13.58    0.00    0.00    0.00   56.92
07:06:54 AM  all   22.19    0.00   11.23    0.00    0.00   16.71    0.00    0.00    0.00   49.87
07:06:55 AM  all   19.44    0.00   11.00    0.00    0.00   13.04    0.00    0.00    0.00   56.52
07:06:56 AM  all   13.40    0.00    5.93    0.00    0.00   10.31    0.00    0.00    0.00   70.36
07:06:57 AM  all   11.28    0.00    5.90    0.00    0.00    9.23    0.00    0.00    0.00   73.59
07:06:58 AM  all    8.63    0.00    5.33    0.00    0.00    7.11    0.00    0.00    0.00   78.93
07:06:59 AM  all    3.97    0.00    2.98    0.00    0.00    3.47    0.00    0.00    0.00   89.58
07:07:00 AM  all    2.05    0.00    1.54    0.00    0.00    2.05    0.00    0.00    0.00   94.36
07:07:01 AM  all    2.73    0.00    1.74    0.00    0.00    2.98    0.00    0.00    0.00   92.56
07:07:02 AM  all    2.00    0.00    0.50    0.00    0.00    0.75    0.00    0.00    0.00   96.75
07:07:03 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:07:04 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:07:05 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
07:07:06 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:07:07 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:07:08 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:07:09 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
07:07:10 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:07:11 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
