Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/15/2026 	_x86_64_	(4 CPU)

11:00:56 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:00:57 PM  all    1.98    0.00    5.43    0.00    0.00    3.46    0.00    0.00    0.00   89.14
11:00:58 PM  all    2.71    0.00    5.91    0.00    0.00    0.74    0.00    0.00    0.00   90.64
11:00:59 PM  all    1.26    0.00    3.78    0.00    0.00    2.27    0.00    0.00    0.00   92.70
11:01:00 PM  all    1.52    0.00    4.80    0.00    0.00    1.77    0.00    0.00    0.00   91.92
11:01:01 PM  all    1.75    0.00    5.49    0.00    0.00    1.00    0.00    0.00    0.00   91.77
11:01:02 PM  all    2.00    0.00    4.50    0.00    0.00    2.75    0.00    0.00    0.00   90.75
11:01:03 PM  all    2.05    0.00    3.07    0.00    0.00    1.53    0.00    0.00    0.00   93.35
11:01:04 PM  all    1.49    0.00    4.23    0.25    0.00    2.49    0.00    0.00    0.00   91.54
11:01:05 PM  all    1.77    0.00    4.29    0.00    0.00    1.26    0.00    0.00    0.00   92.68
11:01:06 PM  all    1.97    0.00    5.16    0.00    0.00    2.46    0.00    0.00    0.00   90.42
11:01:07 PM  all    1.26    0.00    4.27    0.00    0.00    2.01    0.00    0.00    0.00   92.46
11:01:08 PM  all    2.49    0.00    4.99    0.00    0.00    1.50    0.00    0.00    0.00   91.02
11:01:09 PM  all    1.50    0.00    5.00    0.00    0.00    2.00    0.00    0.00    0.00   91.50
11:01:10 PM  all    2.02    0.00    3.78    0.00    0.00    1.51    0.00    0.00    0.00   92.70
11:01:11 PM  all    2.76    0.00    5.01    0.00    0.00    2.01    0.00    0.00    0.00   90.23
11:01:12 PM  all    1.27    0.00    4.06    0.00    0.00    1.52    0.00    0.00    0.00   93.15
11:01:13 PM  all    1.27    0.00    3.55    0.00    0.00    1.52    0.00    0.00    0.00   93.65
11:01:14 PM  all    2.01    0.00    4.02    0.00    0.00    1.76    0.00    0.00    0.00   92.21
11:01:15 PM  all    1.27    0.00    4.33    0.00    0.00    1.02    0.00    0.00    0.00   93.38
11:01:16 PM  all    1.75    0.00    5.49    0.00    0.00    1.50    0.00    0.00    0.00   91.27
