Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

10:21:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:21:17 PM  all   40.59    0.00    7.18    0.00    0.00    4.70    0.00    0.00    0.00   47.52
10:21:18 PM  all   40.49    0.00    2.47    0.00    0.00    4.69    0.00    0.00    0.00   52.35
10:21:19 PM  all   38.24    0.00    3.19    0.00    0.00    3.92    0.00    0.00    0.00   54.66
10:21:20 PM  all   42.20    0.00    2.68    0.00    0.00    4.63    0.00    0.00    0.00   50.49
10:21:21 PM  all   41.90    0.00    3.49    0.00    0.00    4.99    0.00    0.00    0.00   49.63
10:21:22 PM  all   36.46    0.00    2.28    0.25    0.00    4.05    0.00    0.00    0.00   56.96
10:21:23 PM  all   38.75    0.00    4.25    0.00    0.00    5.25    0.00    0.00    0.00   51.75
10:21:24 PM  all   42.51    0.00    2.66    0.00    0.00    4.59    0.00    0.00    0.00   50.24
10:21:25 PM  all   41.71    0.00    2.01    0.00    0.00    5.78    0.00    0.00    0.00   50.50
10:21:26 PM  all   36.95    0.00    3.10    0.00    0.00    5.43    0.00    0.00    0.00   54.52
10:21:27 PM  all   39.80    0.00    2.74    0.00    0.00    5.97    0.00    0.00    0.00   51.49
10:21:28 PM  all   37.91    0.00    2.54    0.00    0.00    3.56    0.00    0.00    0.00   55.98
10:21:29 PM  all   42.54    0.00    4.89    0.73    0.00    3.67    0.00    0.00    0.00   48.17
10:21:30 PM  all   42.54    0.00    2.44    0.00    0.00    4.16    0.00    0.00    0.00   50.86
10:21:31 PM  all   46.50    0.00    3.50    0.00    0.00    3.50    0.00    0.00    0.00   46.50
10:21:32 PM  all   40.55    0.00    3.53    0.00    0.00    5.29    0.00    0.00    0.00   50.63
10:21:33 PM  all   43.96    0.00    3.14    0.00    0.00    5.80    0.00    0.00    0.00   47.10
10:21:34 PM  all   41.73    0.00    2.72    0.00    0.00    5.68    0.00    0.00    0.00   49.88
10:21:35 PM  all   42.18    0.00    3.23    0.00    0.00    5.71    0.00    0.00    0.00   48.88
10:21:36 PM  all   42.32    0.00    3.02    0.00    0.00    3.78    0.00    0.00    0.00   50.88
10:21:37 PM  all   42.79    0.00    3.91    0.00    0.00    5.87    0.00    0.00    0.00   47.43
10:21:38 PM  all   41.83    0.00    2.48    0.00    0.00    4.46    0.00    0.00    0.00   51.24
10:21:39 PM  all   40.05    0.00    4.28    0.00    0.00    5.54    0.00    0.00    0.00   50.13
10:21:40 PM  all   42.82    0.00    3.47    0.00    0.00    6.93    0.00    0.00    0.00   46.78
10:21:41 PM  all   44.39    0.00    3.17    0.00    0.00    4.88    0.00    0.00    0.00   47.56
10:21:42 PM  all   41.03    0.00    4.10    0.00    0.00    5.64    0.00    0.00    0.00   49.23
10:21:43 PM  all   40.92    0.00    3.32    0.00    0.00    6.65    0.00    0.00    0.00   49.10
10:21:44 PM  all   40.78    0.00    3.90    0.00    0.00    3.90    0.00    0.00    0.00   51.43
10:21:45 PM  all   40.15    0.00    3.24    0.00    0.00    5.99    0.00    0.00    0.00   50.62
10:21:46 PM  all   41.99    0.00    3.88    0.00    0.00    7.77    0.00    0.00    0.00   46.36
10:21:47 PM  all   42.12    0.00    3.45    0.00    0.00    4.19    0.00    0.00    0.00   50.25
10:21:48 PM  all   45.16    0.00    1.49    0.00    0.00    3.97    0.00    0.00    0.00   49.38
10:21:49 PM  all   44.80    0.00    3.71    0.00    0.00    4.95    0.00    0.00    0.00   46.53
10:21:50 PM  all   40.10    0.00    3.91    0.00    0.00    5.13    0.00    0.00    0.00   50.86
10:21:51 PM  all   43.60    0.00    3.45    0.00    0.00    4.19    0.00    0.00    0.00   48.77
10:21:52 PM  all   42.93    0.00    3.17    0.00    0.00    5.37    0.00    0.00    0.00   48.54
10:21:53 PM  all   44.55    0.00    1.98    0.00    0.00    4.95    0.00    0.00    0.00   48.51
10:21:54 PM  all   40.66    0.00    3.07    0.00    0.00    5.37    0.00    0.00    0.00   50.90
10:21:55 PM  all   35.84    0.00    3.38    0.00    0.00    4.42    0.00    0.00    0.00   56.36
10:21:56 PM  all   43.32    0.00    4.28    0.00    0.00    5.04    0.00    0.00    0.00   47.36
10:21:57 PM  all   43.78    0.00    3.23    0.00    0.00    4.48    0.00    0.00    0.00   48.51
10:21:58 PM  all   45.09    0.00    3.27    0.00    0.00    3.53    0.00    0.00    0.00   48.11
10:21:59 PM  all   41.21    0.00    2.76    0.00    0.00    5.28    0.00    0.00    0.00   50.75
10:22:00 PM  all   42.34    0.00    3.16    0.00    0.00    5.11    0.00    0.00    0.00   49.39
10:22:01 PM  all   40.89    0.00    2.46    0.00    0.00    4.19    0.00    0.00    0.00   52.46
10:22:02 PM  all   35.01    0.00    2.27    0.00    0.00    4.28    0.00    0.00    0.00   58.44
10:22:03 PM  all   46.33    0.00    3.04    0.00    0.00    5.57    0.00    0.00    0.00   45.06
10:22:04 PM  all   43.03    0.00    3.48    0.00    0.00    3.98    0.00    0.00    0.00   49.50
10:22:05 PM  all   41.50    0.00    3.16    0.00    0.00    4.61    0.00    0.00    0.00   50.73
10:22:06 PM  all   39.60    0.00    2.97    0.00    0.00    5.94    0.00    0.00    0.00   51.49
10:22:07 PM  all   43.61    0.00    3.01    0.00    0.00    4.76    0.00    0.00    0.00   48.62
10:22:08 PM  all   43.61    0.00    3.01    0.00    0.00    4.51    0.00    0.00    0.00   48.87
10:22:09 PM  all   41.71    0.00    1.51    0.00    0.00    4.02    0.00    0.00    0.00   52.76
10:22:10 PM  all   43.53    0.00    1.99    0.00    0.00    5.47    0.00    0.00    0.00   49.00
10:22:11 PM  all   43.89    0.00    4.24    0.00    0.00    4.99    0.00    0.00    0.00   46.88
10:22:12 PM  all   45.34    0.00    3.43    0.00    0.00    3.19    0.00    0.00    0.00   48.04
10:22:13 PM  all   43.22    0.00    1.26    0.00    0.00    4.77    0.00    0.00    0.00   50.75
10:22:14 PM  all   45.02    0.00    2.99    0.00    0.00    4.98    0.00    0.00    0.00   47.01
10:22:15 PM  all   41.42    0.00    4.41    0.00    0.00    5.88    0.00    0.00    0.00   48.28
10:22:16 PM  all   38.96    0.00    2.73    0.00    0.00    8.44    0.00    0.00    0.00   49.88
10:22:17 PM  all   45.96    0.00    4.04    0.00    0.00    5.05    0.00    0.00    0.00   44.95
10:22:18 PM  all   55.28    0.00    5.16    0.00    0.00    8.11    0.00    0.00    0.00   31.45
10:22:19 PM  all   54.29    0.00    4.16    0.00    0.00    6.23    0.00    0.00    0.00   35.32
10:22:20 PM  all   57.53    0.00    3.95    0.00    0.00    5.93    0.00    0.00    0.00   32.59
