Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

11:14:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:14:06 PM  all    2.27    0.00    0.76    0.00    0.00    0.51    0.00    0.00    0.00   96.46
11:14:07 PM  all    2.27    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   97.48
11:14:08 PM  all    2.27    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   97.22
11:14:09 PM  all    3.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.25
11:14:10 PM  all    2.24    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   97.26
11:14:11 PM  all    4.01    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   95.24
11:14:12 PM  all    3.51    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.24
11:14:13 PM  all    3.47    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   95.78
11:14:14 PM  all    2.76    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   96.49
11:14:15 PM  all    3.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
11:14:16 PM  all    3.50    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.25
11:14:17 PM  all    3.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.75
11:14:18 PM  all    3.01    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.74
11:14:19 PM  all    2.52    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.48
11:14:20 PM  all    2.99    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   96.51
11:14:21 PM  all    2.76    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   96.74
11:14:22 PM  all    2.02    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   97.48
11:14:23 PM  all    3.48    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.27
11:14:24 PM  all    2.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.97
11:14:25 PM  all    2.53    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   97.22
11:14:26 PM  all    2.26    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   97.49
11:14:27 PM  all    3.24    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   96.26
11:14:28 PM  all    2.75    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   96.75
11:14:29 PM  all    2.52    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   97.23
11:14:30 PM  all    3.75    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.00
11:14:31 PM  all    2.02    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   97.48
11:14:32 PM  all    3.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.97
11:14:33 PM  all    3.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.75
11:14:34 PM  all    3.28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.72
11:14:35 PM  all    3.24    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.51
11:14:36 PM  all    2.99    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   96.26
11:14:37 PM  all    2.76    0.00    0.75    0.25    0.00    0.00    0.00    0.00    0.00   96.24
11:14:38 PM  all    2.76    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.24
11:14:39 PM  all    3.71    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.04
11:14:40 PM  all    2.04    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   97.71
11:14:41 PM  all    3.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.74
11:14:42 PM  all    3.72    0.00    0.74    0.00    0.00    0.00    0.00    0.00    0.00   95.53
11:14:43 PM  all    2.24    0.00    0.75    0.00    0.00    0.50    0.00    0.00    0.00   96.52
11:14:44 PM  all    2.29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.71
11:14:45 PM  all    3.48    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   95.77
11:14:46 PM  all    3.03    0.00    0.00    0.00    0.00    0.25    0.00    0.00    0.00   96.72
11:14:47 PM  all    1.77    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.23
11:14:48 PM  all    3.26    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   96.49
11:14:49 PM  all    2.53    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   97.22
11:14:50 PM  all    2.51    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   96.74
11:14:51 PM  all    2.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   97.49
11:14:52 PM  all    3.48    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   96.02
11:14:53 PM  all    3.47    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   95.78
11:14:54 PM  all    2.03    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   97.72
11:14:55 PM  all    2.27    0.00    0.00    0.00    0.00    0.25    0.00    0.00    0.00   97.47
11:14:56 PM  all    3.45    0.00    0.74    0.00    0.00    0.49    0.00    0.00    0.00   95.32
