Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

11:51:45 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:51:46 PM  all   28.19    0.00    7.18    0.00    0.00   17.82    0.00    0.00    0.00   46.81
11:51:47 PM  all   29.86    0.00    8.77    0.00    0.00   29.59    0.00    0.00    0.00   31.78
11:51:48 PM  all   29.65    0.00    8.63    0.00    0.00   28.57    0.00    0.00    0.00   33.15
11:51:49 PM  all   29.07    0.00    9.60    0.00    0.00   29.87    0.00    0.00    0.00   31.47
11:51:50 PM  all   28.69    0.00    8.58    0.00    0.00   30.29    0.00    0.00    0.00   32.44
11:51:51 PM  all   27.07    0.00    8.84    0.00    0.00   29.01    0.00    0.00    0.00   35.08
11:51:52 PM  all   29.48    0.00    7.44    0.00    0.00   27.55    0.00    0.00    0.00   35.54
11:51:53 PM  all   28.26    0.00    7.88    0.00    0.00   26.63    0.00    0.00    0.00   37.23
11:51:54 PM  all   26.26    0.00    9.78    0.00    0.00   29.33    0.00    0.00    0.00   34.64
11:51:55 PM  all   27.35    0.00    7.77    0.00    0.00   29.22    0.00    0.00    0.00   35.66
11:51:56 PM  all   28.80    0.00    7.61    0.00    0.00   31.25    0.00    0.00    0.00   32.34
11:51:57 PM  all   29.78    0.00    6.83    0.27    0.00   24.04    0.00    0.00    0.00   39.07
11:51:58 PM  all   31.02    0.00    8.02    0.00    0.00   23.80    0.00    0.00    0.00   37.17
11:51:59 PM  all   29.59    0.00    8.22    0.00    0.00   29.86    0.00    0.00    0.00   32.33
11:52:00 PM  all   32.85    0.00    7.85    0.00    0.00   22.97    0.00    0.00    0.00   36.34
11:52:01 PM  all   27.25    0.00    6.46    0.00    0.00   22.19    0.00    0.00    0.00   44.10
11:52:02 PM  all   31.64    0.00    6.97    0.00    0.00   27.08    0.00    0.00    0.00   34.32
11:52:03 PM  all   29.67    0.00    9.89    0.00    0.00   29.95    0.00    0.00    0.00   30.49
11:52:04 PM  all   27.79    0.00    9.26    0.00    0.00   28.34    0.00    0.00    0.00   34.60
11:52:05 PM  all   28.92    0.00    8.65    0.00    0.00   26.76    0.00    0.00    0.00   35.68
11:52:06 PM  all   29.00    0.00    8.67    0.00    0.00   27.37    0.00    0.00    0.00   34.96
11:52:07 PM  all   30.64    0.00    8.08    0.00    0.00   23.40    0.00    0.00    0.00   37.88
11:52:08 PM  all   29.78    0.00    7.38    0.00    0.00   19.95    0.00    0.00    0.00   42.90
11:52:09 PM  all   22.97    0.00    6.10    0.00    0.00    4.07    0.00    0.00    0.00   66.86
11:52:10 PM  all   27.57    0.00    4.86    0.00    0.00   14.32    0.00    0.00    0.00   53.24
11:52:11 PM  all   32.88    0.00    8.09    0.00    0.00   29.11    0.00    0.00    0.00   29.92
11:52:12 PM  all   27.27    0.00    7.99    0.00    0.00   24.79    0.00    0.00    0.00   39.94
11:52:13 PM  all   29.92    0.00    6.09    0.00    0.00   21.88    0.00    0.00    0.00   42.11
11:52:14 PM  all   31.84    0.00    6.42    0.00    0.00   25.14    0.00    0.00    0.00   36.59
11:52:15 PM  all   31.79    0.00    7.07    0.00    0.00   23.64    0.00    0.00    0.00   37.50
11:52:16 PM  all   28.65    0.00    7.58    0.00    0.00   28.37    0.00    0.00    0.00   35.39
11:52:17 PM  all   28.76    0.00    8.87    0.00    0.00   32.80    0.00    0.00    0.00   29.57
11:52:18 PM  all   30.79    0.00    8.72    0.00    0.00   32.15    0.00    0.00    0.00   28.34
11:52:19 PM  all   27.52    0.00    8.99    0.00    0.00   22.62    0.00    0.00    0.00   40.87
11:52:20 PM  all   31.96    0.00    6.34    0.00    0.00   29.48    0.00    0.00    0.00   32.23
11:52:21 PM  all   30.66    0.00    7.46    0.00    0.00   26.24    0.00    0.00    0.00   35.64
11:52:22 PM  all   30.54    0.00    8.38    0.00    0.00   26.22    0.00    0.00    0.00   34.86
11:52:23 PM  all   28.61    0.00    7.90    0.00    0.00   31.34    0.00    0.00    0.00   32.15
11:52:24 PM  all   29.92    0.00    7.48    0.00    0.00   15.24    0.00    0.00    0.00   47.37
11:52:25 PM  all   29.12    0.00    8.24    0.27    0.00   29.67    0.00    0.00    0.00   32.69
11:52:26 PM  all   28.02    0.00   10.44    0.55    0.00   19.51    0.00    0.00    0.00   41.48
11:52:27 PM  all   24.05    0.00    7.33    0.00    0.00   14.37    0.00    0.00    0.00   54.25
11:52:28 PM  all   23.30    0.00    5.90    0.00    0.00    4.42    0.00    0.00    0.00   66.37
11:52:29 PM  all    9.68    0.00    3.23    0.00    0.00    1.34    0.00    0.00    0.00   85.75
11:52:30 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:52:31 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:52:32 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:52:33 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:52:34 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:52:35 PM  all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
11:52:36 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:52:37 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:52:38 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
