Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/17/2026 	_x86_64_	(4 CPU)

05:37:49 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:37:50 AM  all   30.05    0.00   17.93    0.00    0.00   43.43    0.00    0.00    0.00    8.59
05:37:51 AM  all   31.75    0.00    9.00    0.00    0.00   59.25    0.00    0.00    0.00    0.00
05:37:52 AM  all   28.25    0.00    9.75    0.00    0.00   62.00    0.00    0.00    0.00    0.00
05:37:53 AM  all   32.91    0.00    7.54    0.00    0.00   59.55    0.00    0.00    0.00    0.00
05:37:54 AM  all   31.75    0.00    7.75    0.00    0.00   60.50    0.00    0.00    0.00    0.00
05:37:55 AM  all   30.42    0.00    8.48    0.00    0.00   61.10    0.00    0.00    0.00    0.00
05:37:56 AM  all   29.50    0.00    8.50    0.00    0.00   62.00    0.00    0.00    0.00    0.00
05:37:57 AM  all   31.42    0.00   10.22    0.00    0.00   58.35    0.00    0.00    0.00    0.00
05:37:58 AM  all   29.47    0.00    8.06    0.00    0.00   62.47    0.00    0.00    0.00    0.00
05:37:59 AM  all   29.95    0.00    9.41    0.00    0.00   60.40    0.00    0.00    0.00    0.25
05:38:00 AM  all   28.07    0.00    9.77    0.00    0.00   62.16    0.00    0.00    0.00    0.00
05:38:01 AM  all   31.59    0.00    9.95    0.00    0.00   58.46    0.00    0.00    0.00    0.00
05:38:02 AM  all   27.89    0.00    8.04    0.00    0.00   64.07    0.00    0.00    0.00    0.00
05:38:03 AM  all   29.82    0.00    8.77    0.00    0.00   61.40    0.00    0.00    0.00    0.00
05:38:04 AM  all   30.67    0.00    8.73    0.00    0.00   60.60    0.00    0.00    0.00    0.00
05:38:05 AM  all   29.50    0.00    8.25    0.00    0.00   62.25    0.00    0.00    0.00    0.00
05:38:06 AM  all   25.56    0.00    9.02    0.00    0.00   65.41    0.00    0.00    0.00    0.00
05:38:07 AM  all   31.08    0.00    7.02    0.00    0.00   61.90    0.00    0.00    0.00    0.00
05:38:08 AM  all   32.17    0.00    8.73    0.00    0.00   59.10    0.00    0.00    0.00    0.00
05:38:09 AM  all   31.17    0.00    9.48    0.00    0.00   59.35    0.00    0.00    0.00    0.00
05:38:10 AM  all   34.84    0.00    9.27    0.00    0.00   55.89    0.00    0.00    0.00    0.00
05:38:11 AM  all   31.83    0.00    7.77    0.00    0.00   60.40    0.00    0.00    0.00    0.00
05:38:12 AM  all   30.00    0.00   10.25    0.00    0.00   59.75    0.00    0.00    0.00    0.00
05:38:13 AM  all   32.33    0.00    8.77    0.00    0.00   58.90    0.00    0.00    0.00    0.00
05:38:14 AM  all   28.11    0.00    9.20    0.00    0.00   62.69    0.00    0.00    0.00    0.00
05:38:15 AM  all   32.42    0.00    7.98    0.00    0.00   59.60    0.00    0.00    0.00    0.00
05:38:16 AM  all   29.68    0.00    9.73    0.00    0.00   60.60    0.00    0.00    0.00    0.00
05:38:17 AM  all   34.17    0.00    9.05    0.00    0.00   56.78    0.00    0.00    0.00    0.00
05:38:18 AM  all   30.60    0.00    8.96    0.00    0.00   60.45    0.00    0.00    0.00    0.00
05:38:19 AM  all   26.07    0.00    9.77    0.00    0.00   64.16    0.00    0.00    0.00    0.00
05:38:20 AM  all   30.67    0.00    8.73    0.00    0.00   60.60    0.00    0.00    0.00    0.00
05:38:21 AM  all   28.18    0.00   11.22    0.00    0.00   60.60    0.00    0.00    0.00    0.00
05:38:22 AM  all   29.90    0.00    8.79    0.00    0.00   61.31    0.00    0.00    0.00    0.00
05:38:23 AM  all   33.00    0.00    8.50    0.00    0.00   58.50    0.00    0.00    0.00    0.00
05:38:24 AM  all   30.42    0.00    8.98    0.00    0.00   60.60    0.00    0.00    0.00    0.00
05:38:25 AM  all   32.92    0.00    8.23    0.00    0.00   58.85    0.00    0.00    0.00    0.00
05:38:26 AM  all   28.82    0.00    9.52    0.00    0.00   61.65    0.00    0.00    0.00    0.00
05:38:27 AM  all   29.25    0.00    9.25    0.00    0.00   61.50    0.00    0.00    0.00    0.00
05:38:28 AM  all   32.75    0.00    8.75    0.00    0.00   58.50    0.00    0.00    0.00    0.00
05:38:29 AM  all   33.42    0.00   10.55    0.00    0.00   56.03    0.00    0.00    0.00    0.00
05:38:30 AM  all   31.17    0.00   10.72    0.00    0.00   57.86    0.00    0.00    0.00    0.25
05:38:31 AM  all   26.58    0.00    8.68    0.00    0.00   40.26    0.00    0.00    0.00   24.47
05:38:32 AM  all   14.36    0.00    3.99    0.00    0.00    6.38    0.00    0.00    0.00   75.27
05:38:33 AM  all    8.76    0.00    1.29    0.00    0.00    4.64    0.00    0.00    0.00   85.31
05:38:34 AM  all    5.94    0.00    1.55    0.00    0.00    0.26    0.00    0.00    0.00   92.25
05:38:35 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:38:36 AM  all    0.75    0.00    0.50    1.25    0.00    0.25    0.00    0.00    0.00   97.24
05:38:37 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:38:38 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:38:39 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
05:38:40 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:38:41 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:38:42 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
05:38:43 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
