Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/17/2026 	_x86_64_	(4 CPU)

06:18:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:18:52 AM  all   29.62    0.00    8.97    0.00    0.00   20.65    0.00    0.00    0.00   40.76
06:18:53 AM  all   25.20    0.00    7.32    0.00    0.00   15.72    0.00    0.00    0.00   51.76
06:18:54 AM  all   31.45    0.00    8.33    0.00    0.00   28.49    0.00    0.00    0.00   31.72
06:18:55 AM  all   28.34    0.00    7.36    0.00    0.00   23.98    0.00    0.00    0.00   40.33
06:18:56 AM  all   31.91    0.00    7.18    0.00    0.00   26.60    0.00    0.00    0.00   34.31
06:18:57 AM  all   29.53    0.00    8.64    0.00    0.00   20.89    0.00    0.00    0.00   40.95
06:18:58 AM  all   30.29    0.00    9.38    0.00    0.00   23.86    0.00    0.00    0.00   36.46
06:18:59 AM  all   27.61    0.00    8.85    0.00    0.00   26.01    0.00    0.00    0.00   37.53
06:19:00 AM  all   28.15    0.00    8.58    0.00    0.00   29.76    0.00    0.00    0.00   33.51
06:19:01 AM  all   30.48    0.00    8.26    0.00    0.00   19.09    0.00    0.00    0.00   42.17
06:19:02 AM  all   29.17    0.00    8.61    0.00    0.00   22.78    0.00    0.00    0.00   39.44
06:19:03 AM  all   27.45    0.00    8.97    0.00    0.00   25.27    0.00    0.00    0.00   38.32
06:19:04 AM  all   27.07    0.00    8.84    0.00    0.00   25.41    0.00    0.00    0.00   38.67
06:19:05 AM  all   29.81    0.00    8.08    0.00    0.00   24.79    0.00    0.00    0.00   37.33
06:19:06 AM  all   24.57    0.00    7.71    0.00    0.00   19.43    0.00    0.00    0.00   48.29
06:19:07 AM  all   26.29    0.00    8.13    0.27    0.00   28.18    0.00    0.00    0.00   37.13
06:19:08 AM  all   28.73    0.00    6.91    0.00    0.00   24.31    0.00    0.00    0.00   40.06
06:19:09 AM  all   29.40    0.00    9.07    0.00    0.00   27.47    0.00    0.00    0.00   34.07
06:19:10 AM  all   28.45    0.00    8.29    0.00    0.00   25.97    0.00    0.00    0.00   37.29
06:19:11 AM  all   31.13    0.00    8.26    0.00    0.00   27.55    0.00    0.00    0.00   33.06
06:19:12 AM  all   31.08    0.00    8.92    0.27    0.00   25.68    0.00    0.00    0.00   34.05
06:19:13 AM  all   24.31    0.00    7.46    0.00    0.00   14.64    0.00    0.00    0.00   53.59
06:19:14 AM  all   30.87    0.00    8.20    0.00    0.00   22.68    0.00    0.00    0.00   38.25
06:19:15 AM  all   28.57    0.00    7.55    0.00    0.00   24.26    0.00    0.00    0.00   39.62
06:19:16 AM  all   31.23    0.00    6.58    0.00    0.00   27.95    0.00    0.00    0.00   34.25
06:19:17 AM  all   32.80    0.00    8.27    0.00    0.00   28.00    0.00    0.00    0.00   30.93
06:19:18 AM  all   30.25    0.00    8.72    0.00    0.00   29.70    0.00    0.00    0.00   31.34
06:19:19 AM  all   29.44    0.00    8.06    0.00    0.00   25.00    0.00    0.00    0.00   37.50
06:19:20 AM  all   31.52    0.00    7.07    0.00    0.00   23.64    0.00    0.00    0.00   37.77
06:19:21 AM  all   30.38    0.00    6.99    0.00    0.00   29.57    0.00    0.00    0.00   33.06
06:19:22 AM  all   28.07    0.00    8.02    0.27    0.00   25.67    0.00    0.00    0.00   37.97
