Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

10:18:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:18:28 PM  all   33.59    0.00   12.21    0.00    0.00   43.51    0.00    0.00    0.00   10.69
10:18:29 PM  all   32.31    0.00   10.00    0.00    0.00   53.59    0.00    0.00    0.00    4.10
10:18:30 PM  all   31.25    0.00    8.85    0.00    0.00   53.39    0.00    0.00    0.00    6.51
10:18:31 PM  all   29.20    0.00   10.08    0.00    0.00   53.49    0.00    0.00    0.00    7.24
10:18:32 PM  all   33.33    0.00    8.97    0.00    0.00   55.13    0.00    0.00    0.00    2.56
10:18:33 PM  all   31.88    0.00   10.80    0.00    0.00   48.59    0.00    0.00    0.00    8.74
10:18:34 PM  all   30.53    0.00    8.65    0.00    0.00   57.76    0.00    0.00    0.00    3.05
10:18:35 PM  all   30.87    0.00    9.95    0.00    0.00   54.08    0.00    0.00    0.00    5.10
10:18:36 PM  all   30.08    0.00    9.51    0.00    0.00   52.44    0.00    0.00    0.00    7.97
10:18:37 PM  all   30.13    0.00    8.10    0.00    0.00   59.24    0.00    0.00    0.00    2.53
10:18:38 PM  all   29.97    0.00   11.59    0.00    0.00   57.43    0.00    0.00    0.00    1.01
10:18:39 PM  all   30.03    0.00    9.41    0.00    0.00   57.00    0.00    0.00    0.00    3.56
10:18:40 PM  all   30.77    0.00    8.97    0.00    0.00   54.10    0.00    0.00    0.00    6.15
10:18:41 PM  all   29.31    0.00    9.25    0.00    0.00   55.53    0.00    0.00    0.00    5.91
10:18:42 PM  all   29.59    0.00    8.67    0.00    0.00   58.42    0.00    0.00    0.00    3.32
10:18:43 PM  all   31.63    0.00    9.69    0.00    0.00   51.28    0.00    0.00    0.00    7.40
10:18:44 PM  all   33.59    0.00    9.67    0.00    0.00   53.94    0.00    0.00    0.00    2.80
10:18:45 PM  all   32.99    0.00    8.51    0.00    0.00   54.38    0.00    0.00    0.00    4.12
10:18:46 PM  all   32.12    0.00    9.33    0.00    0.00   49.74    0.00    0.00    0.00    8.81
10:18:47 PM  all   32.32    0.00    8.33    0.00    0.00   55.81    0.00    0.00    0.00    3.54
10:18:48 PM  all   29.25    0.00   10.75    0.00    0.00   57.25    0.00    0.00    0.00    2.75
10:18:49 PM  all   31.99    0.00    8.06    0.00    0.00   58.19    0.00    0.00    0.00    1.76
10:18:50 PM  all   32.23    0.00    7.61    0.00    0.00   58.38    0.00    0.00    0.00    1.78
10:18:51 PM  all   29.90    0.00    9.02    0.00    0.00   55.93    0.00    0.00    0.00    5.15
10:18:52 PM  all   33.07    0.00    8.07    0.00    0.00   50.52    0.00    0.00    0.00    8.33
10:18:53 PM  all   26.82    0.00   11.20    0.00    0.00   52.86    0.00    0.00    0.00    9.11
10:18:54 PM  all   31.36    0.00    8.48    0.00    0.00   54.76    0.00    0.00    0.00    5.40
10:18:55 PM  all   30.87    0.00    8.67    0.00    0.00   55.61    0.00    0.00    0.00    4.85
10:18:56 PM  all   32.23    0.00    8.95    0.00    0.00   55.50    0.00    0.00    0.00    3.32
10:18:57 PM  all   29.11    0.00    9.62    0.00    0.00   57.97    0.00    0.00    0.00    3.29
10:18:58 PM  all   30.13    0.00    9.35    0.00    0.00   45.97    0.00    0.00    0.00   14.55
10:18:59 PM  all   30.13    0.00    8.86    0.00    0.00   55.95    0.00    0.00    0.00    5.06
10:19:00 PM  all   31.47    0.00    7.87    0.00    0.00   57.87    0.00    0.00    0.00    2.79
10:19:01 PM  all   29.32    0.00   10.21    0.00    0.00   45.29    0.00    0.00    0.00   15.18
10:19:02 PM  all   32.66    0.00    9.11    0.00    0.00   55.44    0.00    0.00    0.00    2.78
10:19:03 PM  all   29.90    0.00   10.82    0.00    0.00   51.80    0.00    0.00    0.00    7.47
10:19:04 PM  all   28.87    0.00    9.71    0.00    0.00   49.34    0.00    0.00    0.00   12.07
