Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/18/2026 	_x86_64_	(4 CPU)

03:31:51 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:31:52 AM  all    0.51    0.00    0.76    0.00    0.00    0.25    0.00    0.00    0.00   98.48
03:31:53 AM  all    0.50    0.00    1.25    0.00    0.00    0.50    0.00    0.00    0.00   97.76
03:31:54 AM  all    0.25    0.00    0.51    0.00    0.00    0.76    0.00    0.00    0.00   98.48
03:31:55 AM  all    0.25    0.00    1.26    0.00    0.00    0.50    0.00    0.00    0.00   97.99
03:31:56 AM  all    0.50    0.00    1.25    0.00    0.00    0.75    0.00    0.00    0.00   97.49
03:31:57 AM  all    0.50    0.00    1.24    0.00    0.00    1.49    0.00    0.00    0.00   96.77
03:31:58 AM  all    0.00    0.00    1.26    0.00    0.00    0.25    0.00    0.00    0.00   98.49
03:31:59 AM  all    0.25    0.00    1.99    0.00    0.00    0.75    0.00    0.00    0.00   97.01
03:32:00 AM  all    0.50    0.00    1.49    0.00    0.00    1.73    0.00    0.00    0.00   96.29
03:32:01 AM  all    1.01    0.00    2.01    1.76    0.00    1.01    0.00    0.00    0.00   94.22
03:32:02 AM  all    0.25    0.00    1.74    0.00    0.00    1.24    0.00    0.00    0.00   96.77
03:32:03 AM  all    0.25    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   97.75
03:32:04 AM  all    0.74    0.00    1.72    0.00    0.00    0.99    0.00    0.00    0.00   96.55
03:32:05 AM  all    0.25    0.00    1.01    0.00    0.00    0.50    0.00    0.00    0.00   98.24
03:32:06 AM  all    0.50    0.00    0.99    0.00    0.00    1.73    0.00    0.00    0.00   96.78
03:32:07 AM  all    0.50    0.00    1.24    0.00    0.00    1.24    0.00    0.00    0.00   97.02
03:32:08 AM  all    0.50    0.00    1.49    0.00    0.00    1.00    0.00    0.00    0.00   97.01
03:32:09 AM  all    0.25    0.00    1.25    0.00    0.00    0.75    0.00    0.00    0.00   97.75
03:32:10 AM  all    1.01    0.00    1.26    0.00    0.00    0.51    0.00    0.00    0.00   97.22
03:32:11 AM  all    0.50    0.00    1.24    0.00    0.00    1.99    0.00    0.00    0.00   96.28
03:32:12 AM  all    0.50    0.00    0.75    0.00    0.00    1.25    0.00    0.00    0.00   97.50
03:32:13 AM  all    0.75    0.00    1.49    0.00    0.00    1.00    0.00    0.00    0.00   96.77
03:32:14 AM  all    0.25    0.00    1.50    0.00    0.00    0.75    0.00    0.00    0.00   97.50
03:32:15 AM  all    0.00    0.00    1.25    0.00    0.00    1.00    0.00    0.00    0.00   97.75
03:32:16 AM  all    0.25    0.00    1.49    0.00    0.00    1.00    0.00    0.00    0.00   97.26
03:32:17 AM  all    0.49    0.00    1.23    0.99    0.00    2.47    0.00    0.00    0.00   94.81
03:32:18 AM  all    0.25    0.00    1.00    0.00    0.00    1.00    0.00    0.00    0.00   97.74
03:32:19 AM  all    0.25    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   97.73
03:32:20 AM  all    0.50    0.00    1.00    0.00    0.00    0.75    0.00    0.00    0.00   97.75
03:32:21 AM  all    0.00    0.00    2.02    0.00    0.00    2.02    0.00    0.00    0.00   95.96
03:32:22 AM  all    0.49    0.00    5.68    0.00    0.00    7.90    0.00    0.00    0.00   85.93
03:32:23 AM  all    0.25    0.00    5.76    0.00    0.00    5.51    0.00    0.00    0.00   88.47
03:32:24 AM  all    0.00    0.00    4.37    0.00    0.00    9.95    0.00    0.00    0.00   85.68
03:32:25 AM  all    0.00    0.00    5.13    0.24    0.00    8.80    0.00    0.00    0.00   85.82
03:32:26 AM  all    0.00    0.00    3.89    0.00    0.00    9.49    0.00    0.00    0.00   86.62
03:32:27 AM  all    0.00    0.00    2.51    0.00    0.00    4.52    0.00    0.00    0.00   92.96
03:32:28 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:29 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:30 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:31 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
03:32:32 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:33 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
03:32:34 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:35 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:32:36 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
