Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

11:42:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:43:00 PM  all   30.36    0.00   16.58    0.00    0.00   44.90    0.00    0.00    0.00    8.16
11:43:01 PM  all   35.43    0.00    8.54    0.00    0.00   56.03    0.00    0.00    0.00    0.00
11:43:02 PM  all   32.67    0.00    8.48    0.00    0.00   58.85    0.00    0.00    0.00    0.00
11:43:03 PM  all   27.25    0.00   10.75    0.00    0.00   62.00    0.00    0.00    0.00    0.00
11:43:04 PM  all   32.75    0.00    9.75    0.00    0.00   57.50    0.00    0.00    0.00    0.00
11:43:05 PM  all   31.92    0.00   10.22    0.00    0.00   57.86    0.00    0.00    0.00    0.00
11:43:06 PM  all   31.66    0.00   11.06    0.00    0.00   57.29    0.00    0.00    0.00    0.00
11:43:07 PM  all   31.59    0.00    9.70    0.00    0.00   58.71    0.00    0.00    0.00    0.00
11:43:08 PM  all   29.60    0.00    9.45    0.00    0.00   60.95    0.00    0.00    0.00    0.00
11:43:09 PM  all   30.98    0.00    9.07    0.00    0.00   59.95    0.00    0.00    0.00    0.00
11:43:10 PM  all   32.50    0.00    9.25    0.00    0.00   58.25    0.00    0.00    0.00    0.00
11:43:11 PM  all   32.92    0.00   10.72    0.00    0.00   56.36    0.00    0.00    0.00    0.00
11:43:12 PM  all   32.08    0.00    9.77    0.00    0.00   58.15    0.00    0.00    0.00    0.00
11:43:13 PM  all   33.92    0.00    8.48    0.00    0.00   57.61    0.00    0.00    0.00    0.00
11:43:14 PM  all   31.58    0.00    8.27    0.00    0.00   60.15    0.00    0.00    0.00    0.00
11:43:15 PM  all   30.85    0.00   10.70    0.00    0.00   58.46    0.00    0.00    0.00    0.00
11:43:16 PM  all   29.75    0.00    9.50    0.00    0.00   60.75    0.00    0.00    0.00    0.00
11:43:17 PM  all   33.75    0.00   10.00    0.00    0.00   56.25    0.00    0.00    0.00    0.00
11:43:18 PM  all   30.83    0.00   10.53    0.00    0.00   58.65    0.00    0.00    0.00    0.00
11:43:19 PM  all   34.91    0.00    9.23    0.00    0.00   55.86    0.00    0.00    0.00    0.00
11:43:20 PM  all   31.91    0.00    8.54    0.00    0.00   59.55    0.00    0.00    0.00    0.00
11:43:21 PM  all   31.83    0.00    8.52    0.00    0.00   59.65    0.00    0.00    0.00    0.00
11:43:22 PM  all   28.86    0.00    9.20    0.00    0.00   61.94    0.00    0.00    0.00    0.00
11:43:23 PM  all   31.92    0.00    8.98    0.00    0.00   59.10    0.00    0.00    0.00    0.00
11:43:24 PM  all   28.50    0.00    8.75    0.00    0.00   62.75    0.00    0.00    0.00    0.00
11:43:25 PM  all   29.90    0.00    8.04    0.00    0.00   62.06    0.00    0.00    0.00    0.00
11:43:26 PM  all   30.42    0.00    9.23    0.00    0.00   60.35    0.00    0.00    0.00    0.00
11:43:27 PM  all   31.84    0.00   10.95    0.00    0.00   57.21    0.00    0.00    0.00    0.00
11:43:28 PM  all   28.72    0.00    7.81    0.00    0.00   63.48    0.00    0.00    0.00    0.00
11:43:29 PM  all   32.42    0.00    9.23    0.00    0.00   58.35    0.00    0.00    0.00    0.00
11:43:30 PM  all   28.43    0.00    9.39    0.00    0.00   56.35    0.00    0.00    0.00    5.84
11:43:31 PM  all   34.92    0.00    7.79    0.00    0.00   56.03    0.00    0.00    0.00    1.26
11:43:32 PM  all   29.70    0.00   10.66    0.00    0.00   56.85    0.00    0.00    0.00    2.79
11:43:33 PM  all   30.77    0.00    7.95    0.00    0.00   52.82    0.00    0.00    0.00    8.46
11:43:34 PM  all   28.68    0.00    8.01    0.00    0.00   49.35    0.00    0.00    0.00   13.95
11:43:35 PM  all   28.50    0.00    9.59    0.00    0.00   52.33    0.00    0.00    0.00    9.59
11:43:36 PM  all   30.29    0.00    8.88    0.00    0.00   49.35    0.00    0.00    0.00   11.49
11:43:37 PM  all   30.71    0.00    7.61    0.00    0.00   49.24    0.00    0.00    0.00   12.44
11:43:38 PM  all   30.89    0.00    8.35    0.00    0.00   52.15    0.00    0.00    0.00    8.61
11:43:39 PM  all   30.65    0.00   10.13    0.00    0.00   48.05    0.00    0.00    0.00   11.17
11:43:40 PM  all   28.23    0.00   10.29    0.00    0.00   38.52    0.00    0.00    0.00   22.96
11:43:41 PM  all   26.68    0.00   10.36    0.00    0.00   36.01    0.00    0.00    0.00   26.94
11:43:42 PM  all   24.93    0.00    7.69    0.53    0.00   22.02    0.00    0.00    0.00   44.83
11:43:43 PM  all    3.06    0.00    1.28    0.00    0.00    2.55    0.00    0.00    0.00   93.11
11:43:44 PM  all    1.57    0.00    1.31    0.00    0.00    1.05    0.00    0.00    0.00   96.06
11:43:45 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:43:46 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:43:47 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:43:48 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
