Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/15/2026 	_x86_64_	(4 CPU)

11:43:20 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:43:21 PM  all    1.79    0.00    6.67    0.00    0.00    3.08    0.00    0.00    0.00   88.46
11:43:22 PM  all    0.00    0.00    2.57    0.00    0.00    2.83    0.00    0.00    0.00   94.60
11:43:23 PM  all    0.00    0.00    3.27    0.00    0.00    6.30    0.00    0.00    0.00   90.43
11:43:24 PM  all    0.00    0.00    4.24    0.00    0.00    5.99    0.00    0.00    0.00   89.78
11:43:25 PM  all    0.00    0.00    4.08    0.00    0.00    4.34    0.00    0.00    0.00   91.58
11:43:26 PM  all    0.00    0.00    3.51    0.00    0.00    6.02    0.00    0.00    0.00   90.48
11:43:27 PM  all    0.00    0.00    2.81    0.00    0.00    3.57    0.00    0.00    0.00   93.62
11:43:28 PM  all    0.00    0.00    3.07    0.00    0.00    3.07    0.00    0.00    0.00   93.86
11:43:29 PM  all    0.00    0.00    3.35    0.00    0.00    2.32    0.00    0.00    0.00   94.33
11:43:30 PM  all    0.25    0.00    4.06    0.00    0.00    4.57    0.00    0.00    0.00   91.12
11:43:31 PM  all    0.00    0.00    3.53    0.25    0.00    3.78    0.00    0.00    0.00   92.44
11:43:32 PM  all    0.25    0.00    4.31    0.00    0.00    5.33    0.00    0.00    0.00   90.10
11:43:33 PM  all    0.00    0.00    3.23    0.00    0.00    6.22    0.00    0.00    0.00   90.55
11:43:34 PM  all    0.00    0.00    4.08    0.00    0.00    3.83    0.00    0.00    0.00   92.09
11:43:35 PM  all    0.00    0.00    4.56    0.00    0.00    5.06    0.00    0.00    0.00   90.38
11:43:36 PM  all    0.00    0.00    3.03    0.00    0.00    5.05    0.00    0.00    0.00   91.92
11:43:37 PM  all    0.26    0.00    4.09    0.00    0.00    4.09    0.00    0.00    0.00   91.56
11:43:38 PM  all    0.00    0.00    4.01    0.00    0.00    6.02    0.00    0.00    0.00   89.97
11:43:39 PM  all    0.25    0.00    3.27    0.00    0.00    4.77    0.00    0.00    0.00   91.71
