Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

11:54:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:54:35 PM  all   31.31    0.00   11.62    0.00    0.00   33.33    0.00    0.00    0.00   23.74
11:54:36 PM  all   30.55    0.00    8.09    0.00    0.00   48.30    0.00    0.00    0.00   13.05
11:54:37 PM  all   29.77    0.00    9.40    0.00    0.00   43.60    0.00    0.00    0.00   17.23
11:54:38 PM  all   30.93    0.00    9.33    0.00    0.00   46.13    0.00    0.00    0.00   13.60
11:54:39 PM  all   30.39    0.00    7.53    0.00    0.00   44.16    0.00    0.00    0.00   17.92
11:54:40 PM  all   31.68    0.00    8.38    0.00    0.00   42.67    0.00    0.00    0.00   17.28
11:54:41 PM  all   33.68    0.00    8.81    0.00    0.00   45.85    0.00    0.00    0.00   11.66
11:54:42 PM  all   32.23    0.00    9.72    0.00    0.00   43.73    0.00    0.00    0.00   14.32
11:54:43 PM  all   32.36    0.00    8.49    0.00    0.00   48.81    0.00    0.00    0.00   10.34
11:54:44 PM  all   31.96    0.00    7.22    0.00    0.00   49.48    0.00    0.00    0.00   11.34
11:54:45 PM  all   33.16    0.00    9.21    0.00    0.00   40.53    0.00    0.00    0.00   17.11
11:54:46 PM  all   29.47    0.00    9.47    0.00    0.00   44.47    0.00    0.00    0.00   16.58
11:54:47 PM  all   30.29    0.00    7.83    0.00    0.00   48.83    0.00    0.00    0.00   13.05
11:54:48 PM  all   31.05    0.00    8.42    0.00    0.00   44.74    0.00    0.00    0.00   15.79
11:54:49 PM  all   34.28    0.00    8.25    0.00    0.00   43.30    0.00    0.00    0.00   14.18
11:54:50 PM  all   30.55    0.00    8.36    0.00    0.00   49.61    0.00    0.00    0.00   11.49
11:54:51 PM  all   31.51    0.00    7.29    0.00    0.00   45.31    0.00    0.00    0.00   15.89
11:54:52 PM  all   31.11    0.00    9.25    0.00    0.00   47.30    0.00    0.00    0.00   12.34
11:54:53 PM  all   30.91    0.00    8.05    0.00    0.00   48.83    0.00    0.00    0.00   12.21
11:54:54 PM  all   31.94    0.00    8.90    0.00    0.00   44.50    0.00    0.00    0.00   14.66
11:54:55 PM  all   33.95    0.00    8.95    0.00    0.00   44.47    0.00    0.00    0.00   12.63
11:54:56 PM  all   27.44    0.00    8.72    0.00    0.00   53.85    0.00    0.00    0.00   10.00
11:54:57 PM  all   30.32    0.00    6.91    0.00    0.00   46.81    0.00    0.00    0.00   15.96
11:54:58 PM  all   30.83    0.00    8.55    0.00    0.00   43.26    0.00    0.00    0.00   17.36
11:54:59 PM  all   29.35    0.00    8.83    0.00    0.00   45.71    0.00    0.00    0.00   16.10
11:55:00 PM  all   31.75    0.00    7.94    0.00    0.00   40.21    0.00    0.00    0.00   20.11
11:55:01 PM  all   28.08    0.00    9.71    0.00    0.00   31.50    0.00    0.00    0.00   30.71
11:55:02 PM  all   28.00    0.00    9.33    0.53    0.00   25.60    0.00    0.00    0.00   36.53
11:55:03 PM  all   28.12    0.00    9.81    0.00    0.00   27.85    0.00    0.00    0.00   34.22
11:55:04 PM  all   27.84    0.00    9.28    0.00    0.00   25.26    0.00    0.00    0.00   37.63
11:55:05 PM  all   28.94    0.00    8.53    0.00    0.00   29.72    0.00    0.00    0.00   32.82
11:55:06 PM  all   25.67    0.00    8.82    0.00    0.00   23.80    0.00    0.00    0.00   41.71
11:55:07 PM  all   33.24    0.00    8.85    0.00    0.00   27.35    0.00    0.00    0.00   30.56
11:55:08 PM  all   31.95    0.00    8.83    0.00    0.00   26.49    0.00    0.00    0.00   32.73
11:55:09 PM  all   26.58    0.00    8.42    0.00    0.00   27.63    0.00    0.00    0.00   37.37
