ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-08-03T19:41:09.200+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,5,39,1811,4046,,,,,50,13,10,160,,,19,35,153,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:41:09.240+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,15277,16882,95211,94772,,,,,99,99,1454628,1600000,,,13,157,664105,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:41:26.124+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,1527,1867,868580,856886,,,,,100,99,1327174,1600000,,,1,12,25520,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:41:27.992+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,26500,27070,56827,59104,,,,,34,35,1505990,1600000,,,8,265,14912199,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:41:55.063+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,241,730,177,219,,,,,100,99,43,160,,,9427,64481,128498,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:41:55.842+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,0,4,11376,32199,,,,,0,66,10,160,,,21,40,91,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:41:55.847+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,91011,92154,16464,17362,,,,,17,18,1498463,1600000,,,14,910,30064312,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:43:28.003+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,1306,1952,816453,819373,,,,,100,99,1066692,1600000,,,1,12,39075,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:43:29.957+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,65518,66027,23136,24232,,,,,14,14,1515888,1600000,,,7,655,21794011,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T19:44:35.985+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,391,746,194,214,,,,,100,99,76,160,,,10975,64909,125624,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
