ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-08-03T21:13:47.014+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,4,41,2124,3886,,,,,50,17,10,160,,,18,28,68,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:13:47.056+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,14473,16920,95206,94562,,,,,99,99,1377951,1600000,,,14,156,659984,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:14:03.977+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,1289,1837,877563,870569,,,,,99,99,1131845,1600000,,,1,11,26362,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:14:05.816+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,27622,28245,54113,56645,,,,,32,33,1494757,1600000,,,7,276,14889841,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:14:34.063+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,444,728,204,219,,,,,100,99,91,160,,,12147,65016,120275,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:14:34.840+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,0,4,12330,35762,,,,,0,100,10,160,,,21,39,100,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:14:34.845+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,81697,102054,17867,15677,,,,,18,16,1459774,1600000,,,10,963,36039060,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:16:16.900+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,1341,1867,855730,856748,,,,,100,99,1147839,1600000,,,1,12,32797,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:16:18.768+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,28654,29217,52623,54762,,,,,31,32,1507862,1600000,,,7,286,14244048,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-03T21:16:47.986+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,547,734,200,217,,,,,100,99,110,160,,,15437,67056,132496,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/azure-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
