ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-08-04T06:42:24.466+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,1,8,7122,18552,,,,,0,0,10,160,,,10,12,20,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:24.475+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,6145,6530,245578,245012,,,,,99,99,1509236,1600000,,,6,61,49972,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:31.006+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,393,652,2574745,2453761,,,,,100,99,1013067,1600000,,,0,4,44012,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:31.658+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,4281,5106,317556,313304,,,,,93,92,1359546,1600000,,,4,47,188350,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:36.766+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,259,688,204,232,,,,,100,99,53,160,,,6199,59001,159960,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:37.484+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,0,2,35087,58055,,,,,100,66,32,160,,,12,21,900,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:37.487+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,6095,6740,237222,237366,,,,,95,96,1446011,1600000,,,6,62,192041,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:44.228+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,580,643,2533940,2487832,,,,,100,99,1471383,1600000,,,0,4,59996,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:44.871+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,4533,5208,313152,307187,,,,,93,91,1419831,1600000,,,4,48,240041,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T06:42:50.080+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,255,685,195,233,,,,,100,99,50,160,,,2874,57046,153876,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/huawei-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
