Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/05/2026 	_x86_64_	(4 CPU)

02:56:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:56:51 AM  all   41.10    0.00   13.28    0.00    0.00   37.84    0.00    0.00    0.00    7.77
02:56:52 AM  all   39.24    0.00    9.62    0.00    0.00   33.92    0.00    0.00    0.00   17.22
02:56:53 AM  all   35.28    0.00    7.69    0.00    0.00   33.42    0.00    0.00    0.00   23.61
02:56:54 AM  all   28.08    0.00    8.14    0.00    0.00   32.55    0.00    0.00    0.00   31.23
02:56:55 AM  all   28.35    0.00    7.87    0.00    0.00   29.92    0.00    0.00    0.00   33.86
02:56:56 AM  all   27.84    0.00    7.57    0.00    0.00   33.51    0.00    0.00    0.00   31.08
02:56:57 AM  all   29.16    0.00    7.67    0.00    0.00   34.02    0.00    0.00    0.00   29.16
02:56:58 AM  all   26.49    0.00    7.84    0.00    0.00   33.78    0.00    0.00    0.00   31.89
02:56:59 AM  all   26.32    0.00    8.42    0.00    0.00   32.11    0.00    0.00    0.00   33.16
02:57:00 AM  all   28.65    0.00    5.31    0.00    0.00   31.30    0.00    0.00    0.00   34.75
02:57:01 AM  all   30.29    0.00    6.79    0.00    0.00   28.72    0.00    0.00    0.00   34.20
02:57:02 AM  all   28.61    0.00    6.68    0.00    0.00   31.28    0.00    0.00    0.00   33.42
02:57:03 AM  all   28.00    0.00    8.53    0.00    0.00   31.20    0.00    0.00    0.00   32.27
02:57:04 AM  all   26.96    0.00    8.12    0.00    0.00   33.25    0.00    0.00    0.00   31.68
02:57:05 AM  all   30.51    0.00    7.44    0.00    0.00   32.31    0.00    0.00    0.00   29.74
02:57:06 AM  all   30.41    0.00    6.44    0.00    0.00   30.15    0.00    0.00    0.00   32.99
02:57:07 AM  all   29.44    0.00    6.90    0.00    0.00   31.03    0.00    0.00    0.00   32.63
02:57:08 AM  all   26.72    0.00    7.67    0.00    0.00   32.01    0.00    0.00    0.00   33.60
02:57:09 AM  all   30.49    0.00    8.01    0.00    0.00   29.97    0.00    0.00    0.00   31.52
02:57:10 AM  all   29.74    0.00    6.05    0.00    0.00   30.79    0.00    0.00    0.00   33.42
02:57:11 AM  all   29.23    0.00    7.69    0.00    0.00   31.54    0.00    0.00    0.00   31.54
02:57:12 AM  all   29.37    0.00    6.88    0.00    0.00   29.37    0.00    0.00    0.00   34.39
02:57:13 AM  all   28.12    0.00    6.77    0.00    0.00   30.21    0.00    0.00    0.00   34.90
02:57:14 AM  all   27.03    0.00    7.09    0.00    0.00   32.28    0.00    0.00    0.00   33.60
02:57:15 AM  all   28.80    0.00    7.59    0.00    0.00   30.89    0.00    0.00    0.00   32.72
02:57:16 AM  all   25.98    0.00    6.30    0.00    0.00   35.17    0.00    0.00    0.00   32.55
02:57:17 AM  all   29.72    0.00    7.75    0.00    0.00   29.97    0.00    0.00    0.00   32.56
02:57:18 AM  all   29.06    0.00    6.02    0.00    0.00   27.75    0.00    0.00    0.00   37.17
02:57:19 AM  all   29.19    0.00    8.38    0.00    0.00   29.44    0.00    0.00    0.00   32.99
02:57:20 AM  all   28.19    0.00    5.85    0.00    0.00   30.85    0.00    0.00    0.00   35.11
02:57:21 AM  all   26.37    0.00    9.14    0.00    0.00   29.24    0.00    0.00    0.00   35.25
02:57:22 AM  all   27.46    0.00    7.25    0.00    0.00   31.09    0.00    0.00    0.00   34.20
02:57:23 AM  all   30.18    0.00    7.16    0.00    0.00   30.43    0.00    0.00    0.00   32.23
02:57:24 AM  all   29.92    0.00    7.35    0.00    0.00   29.40    0.00    0.00    0.00   33.33
02:57:25 AM  all   29.37    0.00    7.67    0.00    0.00   25.40    0.00    0.00    0.00   37.57
02:57:26 AM  all   27.94    0.00    7.57    0.00    0.00   29.77    0.00    0.00    0.00   34.73
02:57:27 AM  all   30.10    0.00    7.40    0.00    0.00   29.34    0.00    0.00    0.00   33.16
02:57:28 AM  all   27.08    0.00    6.97    0.00    0.00   29.76    0.00    0.00    0.00   36.19
02:57:29 AM  all   26.39    0.00    6.86    0.00    0.00   32.19    0.00    0.00    0.00   34.56
02:57:30 AM  all   23.70    0.00    7.29    0.00    0.00   26.82    0.00    0.00    0.00   42.19
02:57:31 AM  all   26.46    0.00    7.67    0.00    0.00   28.57    0.00    0.00    0.00   37.30
02:57:32 AM  all   15.82    0.00    3.75    0.00    0.00   16.09    0.00    0.00    0.00   64.34
02:57:33 AM  all    3.94    0.00    1.84    0.00    0.00    2.10    0.00    0.00    0.00   92.13
02:57:34 AM  all    3.12    0.00    1.04    0.00    0.00    1.82    0.00    0.00    0.00   94.03
02:57:35 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:57:36 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:57:37 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:57:38 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:57:39 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:57:40 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:57:41 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:57:42 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
02:57:43 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
