Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/04/2026 	_x86_64_	(4 CPU)

05:39:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
05:39:10 AM  all    5.50    0.00   93.50    0.00    0.00    0.25    0.00    0.00    0.00    0.75
05:39:11 AM  all    6.22    0.00   86.82    1.00    0.00    0.00    0.00    0.00    0.00    5.97
05:39:12 AM  all    6.78    0.00   93.22    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:39:13 AM  all    4.98    0.00   88.06    1.24    0.00    0.25    0.00    0.00    0.00    5.47
05:39:14 AM  all    4.77    0.00   95.23    0.00    0.00    0.00    0.00    0.00    0.00    0.00
05:39:15 AM  all    6.23    0.00   86.28    1.25    0.00    0.25    0.00    0.00    0.00    5.99
05:39:16 AM  all    9.23    0.00   86.78    0.00    0.00    0.00    0.00    0.00    0.00    3.99
05:39:17 AM  all   14.82    0.00   83.42    0.00    0.00    0.00    0.00    0.00    0.00    1.76
05:39:18 AM  all    5.53    0.00   87.94    0.50    0.00    0.25    0.00    0.00    0.00    5.78
05:39:19 AM  all    4.98    0.00   85.82    1.99    0.00    0.25    0.00    0.00    0.00    6.97
05:39:20 AM  all    3.52    0.00   92.71    0.00    0.00    0.25    0.00    0.00    0.00    3.52
05:39:21 AM  all    6.27    0.00   89.22    0.75    0.00    0.00    0.00    0.00    0.00    3.76
05:39:22 AM  all    2.52    0.00   87.15    3.02    0.00    0.25    0.00    0.00    0.00    7.05
05:39:23 AM  all    0.00    0.00   31.83    1.50    0.00    0.00    0.00    0.00    0.00   66.67
05:39:24 AM  all    0.00    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00   98.00
05:39:25 AM  all    0.00    0.00    0.00    2.50    0.00    0.00    0.00    0.00    0.00   97.50
05:39:26 AM  all    0.00    0.00    0.00    1.76    0.00    0.00    0.00    0.00    0.00   98.24
05:39:27 AM  all    1.01    0.00    3.02   17.59    0.00    0.75    0.00    0.00    0.00   77.64
05:39:28 AM  all    0.00    0.00    0.00    1.50    0.00    0.00    0.00    0.00    0.00   98.50
05:39:29 AM  all    0.00    0.00    0.00    1.75    0.00    0.00    0.00    0.00    0.00   98.25
05:39:30 AM  all    0.00    0.00    0.00    2.01    0.00    0.00    0.00    0.00    0.00   97.99
05:39:31 AM  all    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
05:39:32 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
