Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/04/2026 	_x86_64_	(4 CPU)

08:26:45 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:26:46 AM  all    0.25    0.00    2.26   95.49    0.00    0.50    0.00    0.00    0.00    1.50
08:26:47 AM  all    0.25    0.00    1.76   97.99    0.00    0.00    0.00    0.00    0.00    0.00
08:26:48 AM  all    0.00    0.00    1.01   98.74    0.00    0.25    0.00    0.00    0.00    0.00
08:26:49 AM  all    0.00    0.00    2.25   97.50    0.00    0.25    0.00    0.00    0.00    0.00
08:26:50 AM  all    0.00    0.00    1.26   98.74    0.00    0.00    0.00    0.00    0.00    0.00
08:26:51 AM  all    0.00    0.00    1.76   97.99    0.00    0.25    0.00    0.00    0.00    0.00
08:26:52 AM  all    0.26    0.00    0.26   99.49    0.00    0.00    0.00    0.00    0.00    0.00
08:26:53 AM  all    0.00    0.00    1.01   98.74    0.00    0.25    0.00    0.00    0.00    0.00
08:26:54 AM  all    0.25    0.00    2.48   97.03    0.00    0.25    0.00    0.00    0.00    0.00
08:26:55 AM  all    0.25    0.00    1.01   98.49    0.00    0.25    0.00    0.00    0.00    0.00
08:26:56 AM  all    0.25    0.00    1.52   98.23    0.00    0.00    0.00    0.00    0.00    0.00
08:26:57 AM  all    0.00    0.00    1.27   98.73    0.00    0.00    0.00    0.00    0.00    0.00
08:26:58 AM  all    0.00    0.00    0.25   99.75    0.00    0.00    0.00    0.00    0.00    0.00
08:26:59 AM  all    0.25    0.00    1.51   97.98    0.00    0.25    0.00    0.00    0.00    0.00
08:27:00 AM  all    0.00    0.00    1.27   98.73    0.00    0.00    0.00    0.00    0.00    0.00
08:27:01 AM  all    0.00    0.00    1.75   97.99    0.00    0.25    0.00    0.00    0.00    0.00
08:27:02 AM  all    0.00    0.00    0.76   99.24    0.00    0.00    0.00    0.00    0.00    0.00
