Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/05/2026 	_x86_64_	(4 CPU)

02:59:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:59:34 AM  all   43.43    0.00   13.38    0.00    0.00   35.61    0.00    0.00    0.00    7.58
02:59:35 AM  all   36.27    0.00    8.29    0.00    0.00   35.23    0.00    0.00    0.00   20.21
02:59:36 AM  all   32.38    0.00    7.05    0.00    0.00   34.73    0.00    0.00    0.00   25.85
02:59:37 AM  all   30.69    0.00    7.67    0.00    0.00   39.90    0.00    0.00    0.00   21.74
02:59:38 AM  all   28.76    0.00    7.65    0.00    0.00   25.33    0.00    0.00    0.00   38.26
02:59:39 AM  all   25.65    0.00    8.64    0.00    0.00   27.49    0.00    0.00    0.00   38.22
02:59:40 AM  all   29.38    0.00    7.99    0.00    0.00   36.86    0.00    0.00    0.00   25.77
02:59:41 AM  all   27.13    0.00    6.98    0.00    0.00   36.18    0.00    0.00    0.00   29.72
02:59:42 AM  all   28.61    0.00    7.35    0.00    0.00   32.02    0.00    0.00    0.00   32.02
02:59:43 AM  all   27.60    0.00    7.55    0.00    0.00   33.07    0.00    0.00    0.00   31.77
02:59:44 AM  all   30.08    0.00    6.94    0.00    0.00   31.62    0.00    0.00    0.00   31.36
02:59:45 AM  all   26.98    0.00    7.14    0.00    0.00   34.13    0.00    0.00    0.00   31.75
02:59:46 AM  all   28.38    0.00    7.69    0.00    0.00   32.63    0.00    0.00    0.00   31.30
02:59:47 AM  all   30.26    0.00    5.26    0.00    0.00   31.84    0.00    0.00    0.00   32.63
02:59:48 AM  all   27.74    0.00    7.89    0.00    0.00   30.03    0.00    0.00    0.00   34.35
02:59:49 AM  all   29.87    0.00    7.27    0.00    0.00   31.43    0.00    0.00    0.00   31.43
02:59:50 AM  all   26.51    0.00    9.45    0.00    0.00   27.03    0.00    0.00    0.00   37.01
02:59:51 AM  all   28.20    0.00    6.27    0.00    0.00   33.68    0.00    0.00    0.00   31.85
02:59:52 AM  all   30.37    0.00    7.07    1.31    0.00   27.49    0.00    0.00    0.00   33.77
02:59:53 AM  all   27.47    0.00    7.20    0.27    0.00   25.60    0.00    0.00    0.00   39.47
02:59:54 AM  all   29.58    0.00    8.38    0.00    0.00   34.29    0.00    0.00    0.00   27.75
02:59:55 AM  all   27.98    0.00    7.77    0.00    0.00   27.98    0.00    0.00    0.00   36.27
02:59:56 AM  all   29.92    0.00    6.82    0.00    0.00   30.71    0.00    0.00    0.00   32.55
02:59:57 AM  all   27.42    0.00    8.36    0.00    0.00   31.33    0.00    0.00    0.00   32.90
02:59:58 AM  all   27.42    0.00    7.57    0.00    0.00   31.07    0.00    0.00    0.00   33.94
02:59:59 AM  all   28.57    0.00    6.47    0.00    0.00   28.30    0.00    0.00    0.00   36.66
03:00:00 AM  all   28.87    0.00    6.19    0.00    0.00   29.64    0.00    0.00    0.00   35.31
03:00:01 AM  all   32.81    0.00    6.25    0.00    0.00   29.95    0.00    0.00    0.00   30.99
03:00:02 AM  all   30.57    0.00    6.74    0.00    0.00   27.98    0.00    0.00    0.00   34.72
03:00:03 AM  all   28.68    0.00    6.20    0.00    0.00   32.04    0.00    0.00    0.00   33.07
03:00:04 AM  all   29.55    0.00    6.60    0.00    0.00   30.34    0.00    0.00    0.00   33.51
03:00:05 AM  all   30.13    0.00    8.10    0.00    0.00   31.90    0.00    0.00    0.00   29.87
03:00:06 AM  all   27.44    0.00    7.44    0.00    0.00   31.54    0.00    0.00    0.00   33.59
03:00:07 AM  all   28.61    0.00    6.42    0.00    0.00   30.75    0.00    0.00    0.00   34.22
03:00:08 AM  all   26.70    0.00    6.28    0.00    0.00   30.37    0.00    0.00    0.00   36.65
03:00:09 AM  all   30.59    0.00    6.94    0.00    0.00   31.88    0.00    0.00    0.00   30.59
03:00:10 AM  all   28.76    0.00    7.25    0.00    0.00   31.61    0.00    0.00    0.00   32.38
03:00:11 AM  all   26.40    0.00    7.47    0.00    0.00   29.33    0.00    0.00    0.00   36.80
03:00:12 AM  all   25.92    0.00    7.85    0.00    0.00   27.75    0.00    0.00    0.00   38.48
03:00:13 AM  all   26.01    0.00    7.51    0.00    0.00   26.54    0.00    0.00    0.00   39.95
03:00:14 AM  all   20.81    0.00    4.32    0.00    0.00   18.38    0.00    0.00    0.00   56.49
03:00:15 AM  all   21.14    0.00    4.07    0.00    0.00   17.89    0.00    0.00    0.00   56.91
03:00:16 AM  all   13.28    0.00    4.07    0.00    0.00   10.57    0.00    0.00    0.00   72.09
03:00:17 AM  all    4.17    0.00    1.56    0.00    0.00    2.86    0.00    0.00    0.00   91.41
03:00:18 AM  all    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
03:00:19 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:00:20 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:00:21 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:00:22 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:00:23 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:00:24 AM  all    0.99    0.00    0.99    1.74    0.00    0.00    0.00    0.00    0.00   96.28
03:00:25 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
03:00:26 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
