Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/04/2026 	_x86_64_	(4 CPU)

06:42:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:42:38 AM  all    5.50    0.00   93.75    0.00    0.00    0.00    0.00    0.00    0.00    0.75
06:42:39 AM  all    5.25    0.00   86.50    1.00    0.00    0.25    0.00    0.00    0.00    7.00
06:42:40 AM  all    6.50    0.00   93.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:42:41 AM  all    4.74    0.00   84.54    4.99    0.00    0.00    0.00    0.00    0.00    5.74
06:42:42 AM  all    6.00    0.00   94.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:42:43 AM  all    4.50    0.00   89.00    1.00    0.00    0.00    0.00    0.00    0.00    5.50
06:42:44 AM  all   12.00    0.00   86.75    0.00    0.00    0.00    0.00    0.00    0.00    1.25
06:42:45 AM  all   14.43    0.00   83.83    0.00    0.00    0.00    0.00    0.00    0.00    1.74
06:42:46 AM  all    3.02    0.00   86.18    3.02    0.00    0.00    0.00    0.00    0.00    7.79
06:42:47 AM  all    4.28    0.00   87.41    1.26    0.00    0.50    0.00    0.00    0.00    6.55
06:42:48 AM  all    4.98    0.00   89.05    0.00    0.00    0.00    0.00    0.00    0.00    5.97
06:42:49 AM  all    4.55    0.00   92.42    1.26    0.00    0.00    0.00    0.00    0.00    1.77
06:42:50 AM  all    2.75    0.00   83.75    3.25    0.00    0.25    0.00    0.00    0.00   10.00
06:42:51 AM  all    0.00    0.00   28.97    0.76    0.00    0.25    0.00    0.00    0.00   70.03
06:42:52 AM  all    0.00    0.00    0.00    0.75    0.00    0.00    0.00    0.00    0.00   99.25
06:42:53 AM  all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
06:42:54 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
06:42:55 AM  all    0.00    0.00    3.27    1.51    0.00    0.25    0.00    0.00    0.00   94.97
06:42:56 AM  all    0.25    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.50
06:42:57 AM  all    0.00    0.00    0.00    1.25    0.00    0.00    0.00    0.00    0.00   98.75
06:42:58 AM  all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
06:42:59 AM  all    0.00    0.00    0.25    2.01    0.00    0.00    0.00    0.00    0.00   97.74
06:43:00 AM  all    0.00    0.00    0.25    0.75    0.00    0.00    0.00    0.00    0.00   98.99
