Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/04/2026 	_x86_64_	(4 CPU)

10:11:03 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:11:04 AM  all    0.51    0.00    1.77   96.46    0.00    0.25    0.00    0.00    0.00    1.01
10:11:05 AM  all    0.00    0.00    0.76   99.24    0.00    0.00    0.00    0.00    0.00    0.00
10:11:06 AM  all    0.00    0.00    1.27   98.73    0.00    0.00    0.00    0.00    0.00    0.00
10:11:07 AM  all    0.00    0.00    1.26   98.48    0.00    0.25    0.00    0.00    0.00    0.00
10:11:08 AM  all    0.25    0.00    2.25   97.50    0.00    0.00    0.00    0.00    0.00    0.00
10:11:09 AM  all    0.25    0.00    1.01   98.48    0.00    0.25    0.00    0.00    0.00    0.00
10:11:10 AM  all    0.25    0.00    1.01   98.74    0.00    0.00    0.00    0.00    0.00    0.00
10:11:11 AM  all    0.00    0.00    2.24   97.26    0.00    0.50    0.00    0.00    0.00    0.00
10:11:12 AM  all    0.00    0.00    1.27   98.73    0.00    0.00    0.00    0.00    0.00    0.00
10:11:13 AM  all    0.00    0.00    1.01   98.99    0.00    0.00    0.00    0.00    0.00    0.00
10:11:14 AM  all    0.00    0.00    1.51   98.24    0.00    0.25    0.00    0.00    0.00    0.00
10:11:15 AM  all    0.25    0.00    0.76   98.73    0.00    0.25    0.00    0.00    0.00    0.00
10:11:16 AM  all    0.00    0.00    1.01   98.49    0.00    0.50    0.00    0.00    0.00    0.00
10:11:17 AM  all    0.00    0.00    1.02   98.73    0.00    0.25    0.00    0.00    0.00    0.00
10:11:18 AM  all    0.00    0.00    2.24   97.51    0.00    0.25    0.00    0.00    0.00    0.00
10:11:19 AM  all    0.25    0.00    1.26   98.49    0.00    0.00    0.00    0.00    0.00    0.00
10:11:20 AM  all    0.75    0.00    1.50   97.51    0.00    0.25    0.00    0.00    0.00    0.00
10:11:21 AM  all    0.00    0.00    1.01   98.73    0.00    0.25    0.00    0.00    0.00    0.00
10:11:22 AM  all    0.00    0.00    2.01   97.99    0.00    0.00    0.00    0.00    0.00    0.00
10:11:23 AM  all    0.00    0.00    1.01   98.73    0.00    0.25    0.00    0.00    0.00    0.00
10:11:24 AM  all    0.00    0.00    1.52   98.48    0.00    0.00    0.00    0.00    0.00    0.00
10:11:25 AM  all    0.00    0.00    2.01   97.74    0.00    0.25    0.00    0.00    0.00    0.00
10:11:26 AM  all    0.00    0.00    1.01   98.99    0.00    0.00    0.00    0.00    0.00    0.00
10:11:27 AM  all    1.01    0.00    1.52   97.22    0.00    0.25    0.00    0.00    0.00    0.00
10:11:28 AM  all    0.00    0.00    1.76   98.24    0.00    0.00    0.00    0.00    0.00    0.00
10:11:29 AM  all    0.25    0.00    1.01   98.48    0.00    0.25    0.00    0.00    0.00    0.00
10:11:30 AM  all    0.25    0.00    1.01   98.74    0.00    0.00    0.00    0.00    0.00    0.00
10:11:31 AM  all    0.00    0.00    1.01   98.99    0.00    0.00    0.00    0.00    0.00    0.00
10:11:32 AM  all    0.00    0.00    2.01   97.74    0.00    0.25    0.00    0.00    0.00    0.00
10:11:33 AM  all    0.25    0.00    1.01   98.73    0.00    0.00    0.00    0.00    0.00    0.00
10:11:34 AM  all    0.25    0.00    0.76   98.98    0.00    0.00    0.00    0.00    0.00    0.00
10:11:35 AM  all    0.25    0.00    1.50   97.74    0.00    0.50    0.00    0.00    0.00    0.00
10:11:36 AM  all    0.00    0.00    0.76   99.24    0.00    0.00    0.00    0.00    0.00    0.00
10:11:37 AM  all    0.00    0.00    1.76   98.24    0.00    0.00    0.00    0.00    0.00    0.00
10:11:38 AM  all    0.25    0.00    1.01   98.73    0.00    0.00    0.00    0.00    0.00    0.00
10:11:39 AM  all    0.00    0.00    2.25   97.50    0.00    0.00    0.00    0.00    0.00    0.25
10:11:40 AM  all    0.00    0.00    1.52   98.48    0.00    0.00    0.00    0.00    0.00    0.00
