ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-08-02T14:50:22.704+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,2,4,17029,37941,,,,,100,100,36,160,,,15,29,149,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:50:22.709+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,14195,15083,106397,106074,,,,,100,99,1510329,1600000,,,11,142,39137,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:50:37.793+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,983,1347,1183788,1187511,,,,,100,99,1164274,1600000,,,1,9,21019,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:50:39.141+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,20808,21343,71244,74965,,,,,31,33,1482517,1600000,,,6,208,9519236,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:51:00.484+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,106,415,290,385,,,,,100,98,31,160,,,4327,32698,92823,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:51:00.943+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,0,4,41428,34320,,,,,100,100,29,160,,,14,27,56,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:51:00.947+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,31927,33249,45798,48121,,,,,42,44,1462200,1600000,,,12,324,7971060,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:51:34.197+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,882,1342,1191877,1191594,,,,,100,99,1051993,1600000,,,1,9,16017,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:51:35.540+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,31623,40382,46745,39620,,,,,20,17,1478244,1600000,,,6,389,9199040,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T14:52:15.923+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,100,425,317,376,,,,,100,99,32,160,,,5593,32943,107852,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
