ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-08-02T16:41:01.676+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,3,13,3295,12174,,,,,100,25,10,160,,,13,15,27,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:41:01.689+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,13444,15035,106729,106411,,,,,99,99,1434963,1600000,,,11,141,41052,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:41:16.725+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,1126,1336,1197300,1196817,,,,,100,99,1348258,1600000,,,1,9,18019,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:41:18.063+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,20684,21339,70300,74977,,,,,31,33,1454103,1600000,,,6,208,8135044,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:41:39.403+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,110,426,290,375,,,,,100,100,32,160,,,9371,37135,81593,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:41:39.882+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,1,4,20663,33003,,,,,100,50,33,160,,,14,33,264,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:41:39.887+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,32028,33645,44659,47554,,,,,41,44,1430374,1600000,,,8,328,8020911,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:42:13.533+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,849,1335,1207394,1197802,,,,,100,99,1026016,1600000,,,1,8,21016,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:42:14.869+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,30603,30964,49649,51672,,,,,21,22,1519444,1600000,,,6,305,8283996,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T16:42:45.834+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,274,442,331,361,,,,,100,100,91,160,,,8690,39778,73571,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r3.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
