Linux 6.8.0-1061-aws (ip-10-42-1-92) 	08/02/26 	_x86_64_	(4 CPU)

21:22:38     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:22:39     all   63.43    0.00   11.69    0.00    0.00   16.92    0.00    0.00    0.00    7.96
21:22:40     all   66.75    0.00   10.25    0.00    0.00   23.00    0.00    0.00    0.00    0.00
21:22:41     all   69.83    0.00    9.73    0.00    0.00   20.20    0.00    0.00    0.00    0.25
21:22:42     all   70.15    0.00    9.70    0.00    0.00   20.15    0.00    0.00    0.00    0.00
21:22:43     all   69.50    0.00    9.50    0.00    0.00   21.00    0.00    0.00    0.00    0.00
21:22:44     all   70.00    0.00    8.50    0.00    0.00   21.50    0.00    0.00    0.00    0.00
21:22:45     all   68.83    0.00    9.23    0.00    0.00   21.95    0.00    0.00    0.00    0.00
21:22:46     all   68.50    0.00    9.00    0.00    0.00   22.50    0.00    0.00    0.00    0.00
21:22:47     all   69.17    0.00    9.27    0.00    0.00   21.55    0.00    0.00    0.00    0.00
21:22:48     all   70.50    0.00    9.00    0.00    0.00   20.50    0.00    0.00    0.00    0.00
21:22:49     all   70.43    0.00    9.27    0.00    0.00   20.30    0.00    0.00    0.00    0.00
21:22:50     all   68.91    0.00    9.45    0.00    0.00   21.64    0.00    0.00    0.00    0.00
21:22:51     all   68.42    0.00    9.77    0.00    0.00   21.80    0.00    0.00    0.00    0.00
21:22:52     all   68.33    0.00    9.73    0.00    0.00   21.95    0.00    0.00    0.00    0.00
21:22:53     all   69.92    0.00   10.03    0.00    0.00   20.05    0.00    0.00    0.00    0.00
21:22:54     all   72.18    0.00    8.52    0.00    0.00   19.30    0.00    0.00    0.00    0.00
21:22:55     all   70.22    0.00    9.93    0.00    0.00   19.85    0.00    0.00    0.00    0.00
21:22:56     all   69.25    0.00    9.00    0.00    0.00   21.75    0.00    0.00    0.00    0.00
21:22:57     all   66.83    0.00    9.98    0.00    0.00   22.94    0.00    0.00    0.00    0.25
21:22:58     all   68.25    0.00   10.00    0.00    0.00   21.75    0.00    0.00    0.00    0.00
21:22:59     all   69.35    0.00    9.30    0.00    0.00   21.36    0.00    0.00    0.00    0.00
21:23:00     all   68.58    0.00    9.23    0.00    0.00   21.95    0.00    0.00    0.00    0.25
21:23:01     all   69.25    0.00    9.50    0.00    0.00   21.25    0.00    0.00    0.00    0.00
21:23:02     all   69.40    0.00    8.71    0.00    0.00   21.89    0.00    0.00    0.00    0.00
21:23:03     all   69.17    0.00   10.03    0.00    0.00   20.55    0.00    0.00    0.00    0.25
21:23:04     all   69.75    0.00    9.25    0.00    0.00   21.00    0.00    0.00    0.00    0.00
21:23:05     all   69.33    0.00    8.98    0.00    0.00   21.70    0.00    0.00    0.00    0.00
21:23:06     all   69.58    0.00    9.73    0.00    0.00   20.70    0.00    0.00    0.00    0.00
21:23:07     all   69.67    0.00   10.28    0.00    0.00   20.05    0.00    0.00    0.00    0.00
21:23:08     all   73.62    0.00    7.79    0.00    0.00   18.59    0.00    0.00    0.00    0.00
21:23:09     all   71.82    0.00    8.48    0.00    0.00   19.70    0.00    0.00    0.00    0.00
21:23:10     all   71.43    0.00    8.52    0.00    0.00   19.80    0.00    0.00    0.00    0.25
21:23:11     all   68.33    0.00   10.72    0.00    0.00   20.95    0.00    0.00    0.00    0.00
21:23:12     all   68.75    0.00   10.00    0.00    0.00   21.25    0.00    0.00    0.00    0.00
21:23:13     all   68.83    0.00    9.98    0.00    0.00   21.20    0.00    0.00    0.00    0.00
21:23:14     all   68.09    0.00   10.30    0.00    0.00   21.61    0.00    0.00    0.00    0.00
21:23:15     all   68.33    0.00    9.98    0.00    0.00   21.70    0.00    0.00    0.00    0.00
21:23:16     all   69.35    0.00   10.05    0.00    0.00   20.35    0.00    0.00    0.00    0.25
21:23:17     all   68.83    0.00    9.98    0.00    0.00   21.20    0.00    0.00    0.00    0.00
21:23:18     all   68.73    0.00   10.67    0.00    0.00   20.60    0.00    0.00    0.00    0.00
21:23:19     all   69.85    0.00   10.30    0.00    0.00   19.85    0.00    0.00    0.00    0.00
21:23:20     all   69.65    0.00    9.20    0.00    0.00   21.14    0.00    0.00    0.00    0.00
21:23:21     all   72.25    0.00    9.00    0.00    0.00   18.75    0.00    0.00    0.00    0.00
21:23:22     all   70.57    0.00    9.73    0.00    0.00   19.70    0.00    0.00    0.00    0.00
21:23:23     all   68.50    0.00   10.00    0.00    0.00   21.50    0.00    0.00    0.00    0.00
21:23:24     all   70.57    0.00    8.73    0.00    0.00   20.70    0.00    0.00    0.00    0.00
21:23:25     all   70.25    0.00   10.00    0.00    0.00   19.50    0.00    0.00    0.00    0.25
21:23:26     all   70.60    0.00    9.30    0.00    0.00   19.10    0.00    0.00    0.00    1.01
21:23:27     all   62.16    0.00    7.77    0.00    0.00   17.54    0.00    0.00    0.00   12.53
21:23:28     all   28.39    0.00    4.43    0.00    0.00    6.51    0.00    0.00    0.00   60.68
21:23:29     all    8.59    0.00    3.12    0.00    0.00    1.56    0.00    0.00    0.00   86.72
21:23:30     all    4.06    0.00    0.51    0.00    0.00    1.27    0.00    0.00    0.00   94.16
21:23:31     all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
21:23:32     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:23:33     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:23:34     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:23:35     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:23:36     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:23:37     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:23:38     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:23:39     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:23:40     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
