Linux 6.8.0-1061-aws (ip-10-42-1-92) 	08/02/26 	_x86_64_	(4 CPU)

19:03:04     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:03:05     all    3.99    0.00   19.70   75.56    0.00    0.00    0.00    0.00    0.00    0.75
19:03:06     all    2.02    0.00   19.14   78.84    0.00    0.00    0.00    0.00    0.00    0.00
19:03:07     all    1.76    0.00   20.35   77.89    0.00    0.00    0.00    0.00    0.00    0.00
19:03:08     all    7.67    0.00   61.88   30.45    0.00    0.00    0.00    0.00    0.00    0.00
19:03:09     all    7.77    0.00   77.69   14.54    0.00    0.00    0.00    0.00    0.00    0.00
19:03:10     all    7.77    0.00   79.95   12.28    0.00    0.00    0.00    0.00    0.00    0.00
19:03:11     all    6.05    0.00   52.39   39.29    0.00    0.00    0.00    0.00    0.00    2.27
19:03:12     all    4.23    0.00   34.08   60.20    0.00    0.00    0.00    0.00    0.00    1.49
19:03:13     all    2.26    0.00   20.80   76.94    0.00    0.00    0.00    0.00    0.00    0.00
19:03:14     all    4.02    0.00   32.91   51.76    0.00    0.00    0.00    0.00    0.00   11.31
19:03:15     all    2.01    0.00   19.30   78.70    0.00    0.00    0.00    0.00    0.00    0.00
19:03:16     all    3.75    0.00   36.50   59.75    0.00    0.00    0.00    0.00    0.00    0.00
19:03:17     all    1.76    0.00   16.08   71.61    0.00    0.00    0.00    0.00    0.00   10.55
19:03:18     all    4.26    0.00   36.09   59.65    0.00    0.00    0.00    0.00    0.00    0.00
19:03:19     all    1.75    0.00   17.29   73.68    0.00    0.00    0.00    0.00    0.00    7.27
19:03:20     all    3.26    0.00   23.06   55.64    0.00    0.00    0.00    0.00    0.00   18.05
19:03:21     all    2.99    0.00   30.35   53.48    0.00    0.00    0.00    0.00    0.00   13.18
19:03:22     all    1.75    0.00   15.75   71.25    0.00    0.00    0.00    0.00    0.00   11.25
19:03:23     all    3.75    0.00   32.25   61.75    0.00    0.00    0.00    0.00    0.00    2.25
19:03:24     all    2.51    0.00   20.30   73.18    0.00    0.00    0.00    0.00    0.00    4.01
19:03:25     all    3.77    0.00   22.61   61.56    0.00    0.00    0.00    0.00    0.00   12.06
19:03:26     all    4.51    0.00   32.08   62.16    0.00    0.00    0.00    0.00    0.00    1.25
19:03:27     all    2.25    0.00   22.25   44.75    0.00    0.00    0.00    0.00    0.00   30.75
19:03:28     all    2.24    0.00   18.70   60.35    0.00    0.00    0.00    0.00    0.00   18.70
19:03:29     all   34.91    0.00   61.10    1.50    0.00    0.00    0.00    0.00    0.00    2.49
19:03:30     all   18.80    0.00   42.61   35.09    0.00    0.00    0.00    0.00    0.00    3.51
19:03:31     all    0.00    0.00    6.75   92.75    0.00    0.00    0.00    0.00    0.00    0.50
19:03:32     all    1.50    0.00   13.00   85.50    0.00    0.00    0.00    0.00    0.00    0.00
19:03:33     all    3.29    0.00   28.35   62.28    0.00    0.00    0.00    0.00    0.00    6.08
19:03:34     all    1.50    0.00   19.05   72.68    0.00    0.25    0.00    0.00    0.00    6.52
19:03:35     all    2.00    0.00   20.25   72.25    0.00    0.00    0.00    0.00    0.00    5.50
19:03:36     all    1.00    0.00   15.04   77.69    0.00    0.00    0.00    0.00    0.00    6.27
19:03:37     all    1.25    0.00   12.75   78.75    0.00    0.00    0.00    0.00    0.00    7.25
19:03:38     all    1.26    0.00   16.58   73.62    0.00    0.00    0.00    0.00    0.00    8.54
19:03:39     all    1.99    0.00   15.67   75.62    0.00    0.00    0.00    0.00    0.00    6.72
19:03:40     all    1.00    0.00   15.54   81.45    0.00    0.00    0.00    0.00    0.00    2.01
