Linux 6.8.0-1061-aws (ip-10-42-1-92) 	08/02/26 	_x86_64_	(4 CPU)

22:07:54     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22:07:55     all   68.73    0.00   10.67    0.00    0.00   13.40    0.00    0.00    0.00    7.20
22:07:56     all   75.81    0.00    9.23    0.00    0.00   14.96    0.00    0.00    0.00    0.00
22:07:57     all   77.39    0.00    6.78    0.00    0.00   15.83    0.00    0.00    0.00    0.00
22:07:58     all   78.00    0.00    7.25    0.00    0.00   14.75    0.00    0.00    0.00    0.00
22:07:59     all   77.11    0.00    7.96    0.00    0.00   14.93    0.00    0.00    0.00    0.00
22:08:00     all   76.81    0.00    6.73    0.00    0.00   16.46    0.00    0.00    0.00    0.00
22:08:01     all   76.25    0.00    8.00    0.00    0.00   15.75    0.00    0.00    0.00    0.00
22:08:02     all   76.50    0.00    8.25    0.00    0.00   15.25    0.00    0.00    0.00    0.00
22:08:03     all   75.88    0.00    7.54    0.00    0.00   16.58    0.00    0.00    0.00    0.00
22:08:04     all   77.11    0.00    8.46    0.00    0.00   14.43    0.00    0.00    0.00    0.00
22:08:05     all   77.75    0.00    8.00    0.00    0.00   14.25    0.00    0.00    0.00    0.00
22:08:06     all   76.12    0.00    7.96    0.00    0.00   15.67    0.00    0.00    0.00    0.25
22:08:07     all   77.19    0.00    7.77    0.00    0.00   15.04    0.00    0.00    0.00    0.00
22:08:08     all   76.50    0.00    7.75    0.00    0.00   15.75    0.00    0.00    0.00    0.00
22:08:09     all   76.75    0.00    8.50    0.00    0.00   14.75    0.00    0.00    0.00    0.00
22:08:10     all   76.62    0.00    7.71    0.00    0.00   15.67    0.00    0.00    0.00    0.00
22:08:11     all   77.50    0.00    7.75    0.00    0.00   14.75    0.00    0.00    0.00    0.00
22:08:12     all   77.06    0.00    8.73    0.00    0.00   14.21    0.00    0.00    0.00    0.00
22:08:13     all   76.69    0.00    7.77    0.00    0.00   15.54    0.00    0.00    0.00    0.00
22:08:14     all   77.81    0.00    6.98    0.00    0.00   15.21    0.00    0.00    0.00    0.00
22:08:15     all   75.81    0.00    7.98    0.00    0.00   15.96    0.00    0.00    0.00    0.25
22:08:16     all   77.25    0.00    8.50    0.00    0.00   14.25    0.00    0.00    0.00    0.00
22:08:17     all   77.14    0.00    7.04    0.00    0.00   15.83    0.00    0.00    0.00    0.00
22:08:18     all   75.37    0.00    8.46    0.00    0.00   16.17    0.00    0.00    0.00    0.00
22:08:19     all   77.00    0.00    8.00    0.00    0.00   15.00    0.00    0.00    0.00    0.00
22:08:20     all   76.57    0.00    8.06    0.00    0.00   15.37    0.00    0.00    0.00    0.00
22:08:21     all   76.73    0.00    8.17    0.00    0.00   15.10    0.00    0.00    0.00    0.00
22:08:22     all   74.87    0.00    8.29    0.00    0.00   16.83    0.00    0.00    0.00    0.00
22:08:23     all   77.39    0.00    7.79    0.00    0.00   14.82    0.00    0.00    0.00    0.00
22:08:24     all   76.92    0.00    8.19    0.00    0.00   14.89    0.00    0.00    0.00    0.00
22:08:25     all   76.69    0.00    7.52    0.00    0.00   15.79    0.00    0.00    0.00    0.00
22:08:26     all   76.75    0.00    8.25    0.00    0.00   15.00    0.00    0.00    0.00    0.00
22:08:27     all   76.75    0.00    7.75    0.00    0.00   15.00    0.00    0.00    0.00    0.50
22:08:28     all   75.68    0.00    8.44    0.00    0.00   15.88    0.00    0.00    0.00    0.00
22:08:29     all   77.19    0.00    7.77    0.00    0.00   15.04    0.00    0.00    0.00    0.00
22:08:30     all   77.44    0.00    8.27    0.00    0.00   14.29    0.00    0.00    0.00    0.00
22:08:31     all   77.11    0.00    7.96    0.00    0.00   14.68    0.00    0.00    0.00    0.25
22:08:32     all   77.44    0.00    8.52    0.00    0.00   14.04    0.00    0.00    0.00    0.00
