ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-08-02T15:02:01.803+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,3,15,3100,10482,,,,,100,33,10,160,,,14,19,52,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:02:01.818+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,14201,15635,102506,102334,,,,,99,99,1455732,1600000,,,12,148,57010,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:02:17.454+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,918,1385,1157383,1154825,,,,,100,99,1062767,1600000,,,1,9,24018,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:02:18.840+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,20804,21399,70806,74768,,,,,32,34,1473076,1600000,,,6,209,9305094,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:02:40.239+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,113,440,289,363,,,,,100,98,33,160,,,4274,34129,103247,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:02:40.705+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,1,5,15444,28273,,,,,100,100,24,160,,,16,30,208,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:02:40.711+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,33516,34672,44262,46146,,,,,42,44,1483522,1600000,,,8,338,8204061,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:03:15.384+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,971,1380,1152677,1159249,,,,,100,99,1119833,1600000,,,1,9,16016,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:03:16.764+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,29839,30472,49054,52506,,,,,22,24,1463755,1600000,,,6,300,8282062,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-02T15:03:47.237+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,189,451,306,354,,,,,100,99,58,160,,,5227,36819,86782,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/aws-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
