Linux 6.8.0-1061-aws (ip-10-42-1-92) 	08/02/26 	_x86_64_	(4 CPU)

15:02:40     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
15:02:41     all    7.21    0.00   91.79    0.00    0.00    0.00    0.00    0.00    0.00    1.00
15:02:42     all    4.50    0.00   82.50    1.75    0.00    0.00    0.00    0.00    0.00   11.25
15:02:43     all    5.97    0.00   94.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:44     all    5.29    0.00   94.71    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:45     all    6.97    0.00   93.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:46     all    4.99    0.00   95.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:47     all    1.27    0.00   14.18   68.35    0.00    0.00    0.00    0.00    0.00   16.20
15:02:48     all    0.00    0.00    0.25   99.75    0.00    0.00    0.00    0.00    0.00    0.00
15:02:49     all    0.00    0.00    0.25   99.75    0.00    0.00    0.00    0.00    0.00    0.00
15:02:50     all    4.44    0.00   67.65   27.90    0.00    0.00    0.00    0.00    0.00    0.00
15:02:51     all    5.75    0.00   94.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:52     all    1.25    0.00   12.75   80.00    0.00    0.00    0.00    0.00    0.00    6.00
15:02:53     all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:54     all    0.00    0.00    0.25   99.75    0.00    0.00    0.00    0.00    0.00    0.00
15:02:55     all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:56     all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:57     all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
15:02:58     all    0.00    0.00    0.25   99.75    0.00    0.00    0.00    0.00    0.00    0.00
15:02:59     all    0.50    0.00    2.01   97.49    0.00    0.00    0.00    0.00    0.00    0.00
15:03:00     all    5.97    0.00   94.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:03:01     all    6.25    0.00   93.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:03:02     all    5.99    0.00   94.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:03:03     all    5.47    0.00   94.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00
15:03:04     all    2.03    0.00   35.44   38.73    0.00    0.00    0.00    0.00    0.00   23.80
15:03:05     all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
15:03:06     all    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
