Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

08:33:37 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:33:38 AM  all    2.76    0.00    1.76    0.00    0.00    2.76    0.00    0.00    0.00   92.71
08:33:39 AM  all    2.80    0.00    1.53    0.00    0.00    2.04    0.00    0.00    0.00   93.64
08:33:40 AM  all    4.24    0.00    1.50    0.00    0.00    2.49    0.00    0.00    0.00   91.77
08:33:41 AM  all    3.05    0.00    1.53    0.00    0.00    2.80    0.00    0.00    0.00   92.62
08:33:42 AM  all    3.51    0.00    1.75    0.00    0.00    3.26    0.00    0.00    0.00   91.48
08:33:43 AM  all    3.75    0.00    2.25    0.00    0.00    3.25    0.00    0.00    0.00   90.75
08:33:44 AM  all    2.51    0.00    3.52    0.00    0.00    3.02    0.00    0.00    0.00   90.95
08:33:45 AM  all    2.51    0.00    2.26    0.00    0.00    3.52    0.00    0.00    0.00   91.71
08:33:46 AM  all    3.26    0.00    1.50    0.00    0.00    3.51    0.00    0.00    0.00   91.73
08:33:47 AM  all    3.73    0.00    2.24    0.00    0.00    2.74    0.00    0.00    0.00   91.29
08:33:48 AM  all    3.01    0.00    1.75    0.00    0.00    3.01    0.00    0.00    0.00   92.23
08:33:49 AM  all    3.53    0.00    2.27    0.00    0.00    2.52    0.00    0.00    0.00   91.69
08:33:50 AM  all    3.52    0.00    2.51    0.00    0.00    3.27    0.00    0.00    0.00   90.70
08:33:51 AM  all    3.56    0.00    2.04    0.00    0.00    3.05    0.00    0.00    0.00   91.35
08:33:52 AM  all    3.59    0.00    2.05    0.00    0.00    2.31    0.00    0.00    0.00   92.05
08:33:53 AM  all    3.28    0.00    1.26    0.00    0.00    2.02    0.00    0.00    0.00   93.43
08:33:54 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:33:55 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:33:56 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
08:33:57 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:33:58 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:33:59 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:34:00 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:34:01 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:34:02 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
