Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

08:54:43 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
08:54:44 AM  all    2.01    0.00    1.75    0.00    0.00    2.01    0.00    0.00    0.00   94.24
08:54:45 AM  all    2.03    0.00    1.02    0.00    0.00    2.03    0.00    0.00    0.00   94.92
08:54:46 AM  all    2.79    0.00    0.76    0.00    0.00    1.27    0.00    0.00    0.00   95.18
08:54:47 AM  all    2.99    0.00    1.24    0.00    0.00    2.49    0.00    0.00    0.00   93.28
08:54:48 AM  all    2.30    0.00    1.02    0.00    0.00    1.53    0.00    0.00    0.00   95.14
08:54:49 AM  all    1.77    0.00    1.77    0.00    0.00    2.02    0.00    0.00    0.00   94.44
08:54:50 AM  all    2.99    0.00    1.49    0.00    0.00    2.49    0.00    0.00    0.00   93.03
08:54:51 AM  all    2.53    0.00    1.01    0.00    0.00    2.03    0.00    0.00    0.00   94.43
08:54:52 AM  all    2.51    0.00    2.01    0.00    0.00    2.51    0.00    0.00    0.00   92.98
08:54:53 AM  all    2.53    0.00    1.52    0.00    0.00    3.03    0.00    0.00    0.00   92.93
08:54:54 AM  all    3.53    0.00    0.76    0.00    0.00    3.02    0.00    0.00    0.00   92.70
08:54:55 AM  all    2.51    0.00    2.51    0.00    0.00    2.76    0.00    0.00    0.00   92.23
08:54:56 AM  all    3.54    0.00    1.01    0.00    0.00    2.27    0.00    0.00    0.00   93.18
08:54:57 AM  all    2.76    0.00    1.75    0.00    0.00    2.51    0.00    0.00    0.00   92.98
08:54:58 AM  all    3.02    0.00    1.76    0.00    0.00    3.02    0.00    0.00    0.00   92.21
08:54:59 AM  all    3.78    0.00    1.51    0.00    0.00    2.77    0.00    0.00    0.00   91.94
08:55:00 AM  all    4.05    0.00    1.01    0.00    0.00    3.04    0.00    0.00    0.00   91.90
08:55:01 AM  all    4.02    0.00    2.01    0.00    0.00    3.52    0.00    0.00    0.00   90.45
08:55:02 AM  all    3.26    0.00    2.51    0.25    0.00    2.76    0.00    0.00    0.00   91.23
08:55:03 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
08:55:04 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:05 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
08:55:06 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:07 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:08 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:09 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:10 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:11 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
08:55:12 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
