ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-08-04T07:12:16.565+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,1,7,5414,21686,,,,,0,0,10,160,,,10,12,29,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:16.572+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,8104,9446,170396,169368,,,,,100,99,1381035,1600000,,,7,87,64348,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:26.020+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,893,1086,1470824,1473030,,,,,100,99,1313540,1600000,,,1,7,56925,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:27.106+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,5917,6484,254189,246739,,,,,89,86,1504210,1600000,,,5,59,271061,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:33.591+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,95,352,355,453,,,,,100,99,34,160,,,3467,28028,87497,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:33.976+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,1,3,28911,47746,,,,,100,100,34,160,,,13,20,41,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:33.980+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,9376,9978,160199,160348,,,,,93,93,1502063,1600000,,,9,94,292208,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:43.958+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,1002,1086,1474390,1472294,,,,,100,99,1478066,1600000,,,1,7,42547,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:45.045+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,6742,7328,218397,218319,,,,,77,77,1472441,1600000,,,5,68,1160017,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T07:12:52.374+0800,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,95,353,324,452,,,,,97,97,31,160,,,2287,24606,116934,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/alibaba-block-metadata-c16-r1.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
