Linux 5.15.0-186-generic (iZl4v62o0lx0evsjrew1p2Z) 	08/04/2026 	_x86_64_	(4 CPU)

07:12:33 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:12:34 AM  all    7.50    0.00   91.75    0.00    0.00    0.00    0.00    0.00    0.00    0.75
07:12:35 AM  all    8.02    0.00   91.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:12:36 AM  all    5.50    0.00   71.50    8.50    0.00    0.75    0.00    0.00    0.00   13.75
07:12:37 AM  all    8.73    0.00   91.27    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:12:38 AM  all   10.53    0.00   89.47    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:12:39 AM  all    5.32    0.00   72.15    8.86    0.00    0.00    0.00    0.00    0.00   13.67
07:12:40 AM  all    8.46    0.00   91.54    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:12:41 AM  all    7.75    0.00   92.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:12:42 AM  all    5.50    0.00   76.50    6.75    0.00    0.50    0.00    0.00    0.00   10.75
07:12:43 AM  all    8.04    0.00   90.20    0.00    0.00    0.00    0.00    0.00    0.00    1.76
07:12:44 AM  all   40.00    0.00   60.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
07:12:45 AM  all   11.00    0.00   68.75    4.25    0.00    0.50    0.00    0.00    0.00   15.50
07:12:46 AM  all   10.08    0.00   82.12    6.55    0.00    0.00    0.00    0.00    0.00    1.26
07:12:47 AM  all    5.29    0.00   63.22   12.85    0.00    1.26    0.00    0.00    0.00   17.38
07:12:48 AM  all    1.75    0.00   18.30   24.56    0.00    0.25    0.00    0.00    0.00   55.14
07:12:49 AM  all    9.75    0.00   88.75    0.00    0.00    0.00    0.00    0.00    0.00    1.50
07:12:50 AM  all    7.25    0.00   78.50    2.00    0.00    0.25    0.00    0.00    0.00   12.00
07:12:51 AM  all    9.02    0.00   89.72    0.00    0.00    0.00    0.00    0.00    0.00    1.25
07:12:52 AM  all    3.02    0.00   57.04    1.76    0.00    1.76    0.00    0.00    0.00   36.43
07:12:53 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
07:12:54 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:12:55 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:12:56 AM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
07:12:57 AM  all    0.00    0.00    0.76    2.52    0.00    0.25    0.00    0.00    0.00   96.47
07:12:58 AM  all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
07:12:59 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:13:00 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
07:13:01 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
