Linux 5.15.0-186-generic (iZl4v62o0lx0evsjrew1p2Z) 	08/05/2026 	_x86_64_	(4 CPU)

04:57:34 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:57:35 AM  all   26.55    0.00   11.86    0.00    0.00   16.75    0.00    0.00    0.00   44.85
04:57:36 AM  all   19.84    0.00    8.99    0.00    0.00   18.25    0.00    0.00    0.00   52.91
04:57:37 AM  all   21.93    0.00    8.02    0.00    0.00   16.84    0.00    0.00    0.00   53.21
04:57:38 AM  all   21.81    0.00    9.04    0.00    0.00   15.69    0.00    0.00    0.00   53.46
04:57:39 AM  all   21.61    0.00   12.50    0.00    0.00   15.36    0.00    0.00    0.00   50.52
04:57:40 AM  all   24.94    0.00   12.47    0.00    0.00   20.10    0.00    0.00    0.00   42.49
04:57:41 AM  all   24.12    0.00   14.32    0.00    0.00   19.35    0.00    0.00    0.00   42.21
04:57:42 AM  all   21.99    0.00   15.35    0.00    0.00   19.44    0.00    0.00    0.00   43.22
04:57:43 AM  all   24.55    0.00   13.95    0.00    0.00   18.09    0.00    0.00    0.00   43.41
04:57:44 AM  all   23.00    0.00   13.75    0.00    0.00   20.25    0.00    0.00    0.00   43.00
04:57:45 AM  all   23.70    0.00   15.10    0.00    0.00   18.23    0.00    0.00    0.00   42.97
04:57:46 AM  all   25.59    0.00   14.25    0.00    0.00   21.11    0.00    0.00    0.00   39.05
04:57:47 AM  all   25.83    0.00   15.86    0.00    0.00   21.23    0.00    0.00    0.00   37.08
04:57:48 AM  all   22.78    0.00   16.46    0.00    0.00   23.04    0.00    0.00    0.00   37.72
04:57:49 AM  all   23.33    0.00   13.59    0.00    0.00   23.08    0.00    0.00    0.00   40.00
04:57:50 AM  all   22.31    0.00   15.49    0.00    0.00   19.95    0.00    0.00    0.00   42.26
04:57:51 AM  all   23.43    0.00   18.14    0.00    0.00   19.90    0.00    0.00    0.00   38.54
04:57:52 AM  all   23.98    0.00   16.84    0.00    0.00   19.13    0.00    0.00    0.00   40.05
04:57:53 AM  all   23.29    0.00   17.47    0.00    0.00   22.28    0.00    0.00    0.00   36.96
04:57:54 AM  all   24.23    0.00   16.33    0.00    0.00   21.68    0.00    0.00    0.00   37.76
04:57:55 AM  all   26.97    0.00   15.01    0.00    0.00   19.34    0.00    0.00    0.00   38.68
04:57:56 AM  all   21.50    0.00   16.00    0.00    0.00   23.25    0.00    0.00    0.00   39.25
04:57:57 AM  all   23.39    0.00   16.71    0.00    0.00   21.08    0.00    0.00    0.00   38.82
04:57:58 AM  all   25.00    0.00   15.59    0.00    0.00   23.51    0.00    0.00    0.00   35.89
04:57:59 AM  all   19.85    0.00   13.14    0.00    0.00   16.49    0.00    0.00    0.00   50.52
04:58:00 AM  all   20.16    0.00   12.40    0.00    0.00   16.80    0.00    0.00    0.00   50.65
04:58:01 AM  all   19.58    0.00   13.49    0.00    0.00   15.61    0.00    0.00    0.00   51.32
04:58:02 AM  all   18.13    0.00   13.47    0.00    0.00   17.10    0.00    0.00    0.00   51.30
04:58:03 AM  all   20.83    0.00   12.24    0.00    0.00   16.67    0.00    0.00    0.00   50.26
04:58:04 AM  all   19.54    0.00   13.88    0.00    0.00   15.42    0.00    0.00    0.00   51.16
04:58:05 AM  all   21.45    0.00   17.05    0.00    0.00   21.96    0.00    0.00    0.00   39.53
04:58:06 AM  all   25.14    0.00   15.41    0.00    0.00   19.73    0.00    0.00    0.00   39.73
04:58:07 AM  all   22.96    0.00   14.03    0.00    0.00   21.94    0.00    0.00    0.00   41.07
04:58:08 AM  all   23.95    0.00   14.21    0.00    0.00   21.84    0.00    0.00    0.00   40.00
04:58:09 AM  all   23.14    0.00   15.42    0.00    0.00   21.34    0.00    0.00    0.00   40.10
04:58:10 AM  all   24.75    0.00   14.90    0.00    0.00   21.72    0.00    0.00    0.00   38.64
04:58:11 AM  all   23.74    0.00   17.42    0.00    0.00   21.46    0.00    0.00    0.00   37.37
04:58:12 AM  all   23.81    0.00   14.02    0.00    0.00   20.90    0.00    0.00    0.00   41.27
04:58:13 AM  all   19.17    0.00   13.47    0.00    0.00   16.58    0.00    0.00    0.00   50.78
04:58:14 AM  all   20.72    0.00   11.76    0.00    0.00   15.86    0.00    0.00    0.00   51.66
