Linux 5.15.0-186-generic (iZl4v62o0lx0evsjrew1p2Z) 	08/04/2026 	_x86_64_	(4 CPU)

06:44:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
06:44:02 AM  all    9.30    0.00   89.95    0.00    0.00    0.00    0.00    0.00    0.00    0.75
06:44:03 AM  all    7.96    0.00   92.04    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:04 AM  all    6.52    0.00   75.44    6.52    0.00    0.75    0.00    0.00    0.00   10.78
06:44:05 AM  all    8.25    0.00   91.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:06 AM  all   10.03    0.00   89.97    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:07 AM  all    5.71    0.00   72.21    8.68    0.00    0.00    0.00    0.00    0.00   13.40
06:44:08 AM  all    8.73    0.00   91.27    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:09 AM  all    7.77    0.00   92.23    0.00    0.00    0.00    0.00    0.00    0.00    0.00
06:44:10 AM  all    6.53    0.00   71.11    8.79    0.00    0.50    0.00    0.00    0.00   13.07
06:44:11 AM  all    7.25    0.00   89.50    0.00    0.00    0.00    0.00    0.00    0.00    3.25
06:44:12 AM  all   42.39    0.00   56.86    0.00    0.00    0.00    0.00    0.00    0.00    0.75
06:44:13 AM  all   10.97    0.00   71.82    2.99    0.00    0.00    0.00    0.00    0.00   14.21
06:44:14 AM  all    8.61    0.00   81.77    7.09    0.00    0.25    0.00    0.00    0.00    2.28
06:44:15 AM  all    6.20    0.00   63.28   13.40    0.00    1.99    0.00    0.00    0.00   15.14
06:44:16 AM  all    1.76    0.00   13.07   26.88    0.00    0.25    0.00    0.00    0.00   58.04
06:44:17 AM  all    9.75    0.00   89.25    0.00    0.00    0.00    0.00    0.00    0.00    1.00
06:44:18 AM  all    6.30    0.00   77.83    2.52    0.00    0.00    0.00    0.00    0.00   13.35
06:44:19 AM  all    8.56    0.00   89.67    0.00    0.00    0.00    0.00    0.00    0.00    1.76
06:44:20 AM  all    3.77    0.00   61.56    1.76    0.00    2.26    0.00    0.00    0.00   30.65
06:44:21 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:22 AM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
06:44:23 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:24 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:25 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:26 AM  all    0.00    0.00    0.25    0.25    0.00    0.00    0.00    0.00    0.00   99.50
06:44:27 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:28 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
06:44:29 AM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
