Linux 5.15.0-186-generic (iZl4v62o0lx0evsjrew1p2Z) 	08/05/2026 	_x86_64_	(4 CPU)

02:21:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:21:31 AM  all   27.11    0.00   11.76    0.00    0.00   18.41    0.00    0.00    0.00   42.71
02:21:32 AM  all   22.05    0.00   14.10    0.00    0.00   21.28    0.00    0.00    0.00   42.56
02:21:33 AM  all   20.66    0.00   10.20    0.00    0.00   19.39    0.00    0.00    0.00   49.74
02:21:34 AM  all   21.70    0.00    9.23    0.00    0.00   19.70    0.00    0.00    0.00   49.38
02:21:35 AM  all   23.26    0.00   16.28    0.00    0.00   19.64    0.00    0.00    0.00   40.83
02:21:36 AM  all   23.47    0.00   17.35    0.00    0.00   20.41    0.00    0.00    0.00   38.78
02:21:37 AM  all   23.96    0.00   14.58    0.00    0.00   22.14    0.00    0.00    0.00   39.32
02:21:38 AM  all   25.93    0.00   16.30    0.00    0.00   21.48    0.00    0.00    0.00   36.30
02:21:39 AM  all   24.35    0.00   15.28    0.00    0.00   20.98    0.00    0.00    0.00   39.38
02:21:40 AM  all   25.13    0.00   14.87    0.00    0.00   21.54    0.00    0.00    0.00   38.46
02:21:41 AM  all   22.45    0.00   16.58    0.00    0.00   21.94    0.00    0.00    0.00   39.03
02:21:42 AM  all   21.61    0.00   14.84    0.00    0.00   21.88    0.00    0.00    0.00   41.67
02:21:43 AM  all   22.54    0.00   16.06    0.00    0.00   22.02    0.00    0.00    0.00   39.38
02:21:44 AM  all   24.29    0.00   14.47    0.00    0.00   20.16    0.00    0.00    0.00   41.09
02:21:45 AM  all   23.83    0.00   16.06    0.00    0.00   21.76    0.00    0.00    0.00   38.34
02:21:46 AM  all   22.25    0.00   15.89    0.00    0.00   25.67    0.00    0.00    0.00   36.19
02:21:47 AM  all   25.83    0.00   16.82    0.00    0.00   19.43    0.00    0.00    0.00   37.91
02:21:48 AM  all   25.69    0.00   15.62    0.00    0.00   20.15    0.00    0.00    0.00   38.54
02:21:49 AM  all   26.80    0.00   14.95    0.00    0.00   20.36    0.00    0.00    0.00   37.89
02:21:50 AM  all   23.82    0.00   15.45    0.00    0.00   21.73    0.00    0.00    0.00   39.01
02:21:51 AM  all   24.49    0.00   13.38    0.00    0.00   23.74    0.00    0.00    0.00   38.38
02:21:52 AM  all   28.61    0.00   14.68    0.00    0.00   20.76    0.00    0.00    0.00   35.95
02:21:53 AM  all   26.01    0.00   14.90    0.00    0.00   19.19    0.00    0.00    0.00   39.90
02:21:54 AM  all   21.90    0.00   16.36    0.00    0.00   20.32    0.00    0.00    0.00   41.42
02:21:55 AM  all   24.28    0.00   14.36    0.00    0.00   19.32    0.00    0.00    0.00   42.04
02:21:56 AM  all   24.42    0.00   16.36    0.00    0.00   23.38    0.00    0.00    0.00   35.84
02:21:57 AM  all   25.25    0.00   14.90    0.00    0.00   22.47    0.00    0.00    0.00   37.37
02:21:58 AM  all   24.87    0.00   16.08    0.00    0.00   19.60    0.00    0.00    0.00   39.45
02:21:59 AM  all   23.29    0.00   17.72    0.00    0.00   20.76    0.00    0.00    0.00   38.23
02:22:00 AM  all   26.34    0.00   17.39    0.00    0.00   18.67    0.00    0.00    0.00   37.60
02:22:01 AM  all   23.39    0.00   14.40    0.00    0.00   23.14    0.00    0.00    0.00   39.07
02:22:02 AM  all   23.85    0.00   16.92    0.00    0.00   21.03    0.00    0.00    0.00   38.21
02:22:03 AM  all   21.16    0.00   14.29    0.00    0.00   22.75    0.00    0.00    0.00   41.80
02:22:04 AM  all   17.31    0.00   10.85    0.00    0.00   16.02    0.00    0.00    0.00   55.81
02:22:05 AM  all   23.08    0.00   15.13    0.00    0.00   20.51    0.00    0.00    0.00   41.28
02:22:06 AM  all   18.59    0.00   11.81    0.00    0.00   16.83    0.00    0.00    0.00   52.76
02:22:07 AM  all   24.74    0.00   14.84    0.00    0.00   18.75    0.00    0.00    0.00   41.67
02:22:08 AM  all   23.93    0.00   14.61    0.00    0.00   22.42    0.00    0.00    0.00   39.04
02:22:09 AM  all   23.28    0.00   13.23    0.00    0.00   21.69    0.00    0.00    0.00   41.80
02:22:10 AM  all   22.79    0.00   15.44    0.00    0.00   22.55    0.00    0.00    0.00   39.22
02:22:11 AM  all   23.38    0.00   14.29    0.00    0.00   22.34    0.00    0.00    0.00   40.00
02:22:12 AM  all   23.76    0.00   13.86    0.00    0.00   20.54    0.00    0.00    0.00   41.83
02:22:13 AM  all   24.05    0.00   15.95    0.00    0.00   21.52    0.00    0.00    0.00   38.48
02:22:14 AM  all   20.45    0.00   16.46    0.00    0.00   21.70    0.00    0.00    0.00   41.40
02:22:15 AM  all   21.63    0.00   15.52    0.00    0.00   20.87    0.00    0.00    0.00   41.98
02:22:16 AM  all   23.32    0.00   13.73    0.00    0.00   19.69    0.00    0.00    0.00   43.26
02:22:17 AM  all   20.89    0.00   12.53    0.26    0.00   19.32    0.00    0.00    0.00   47.00
02:22:18 AM  all   20.80    0.00   14.54    0.00    0.00   19.80    0.00    0.00    0.00   44.86
02:22:19 AM  all   20.60    0.00   14.07    0.00    0.00   18.84    0.00    0.00    0.00   46.48
02:22:20 AM  all   20.35    0.00   14.32    0.00    0.00   19.35    0.00    0.00    0.00   45.98
02:22:21 AM  all   20.15    0.00   11.48    0.00    0.00   20.92    0.00    0.00    0.00   47.45
02:22:22 AM  all   14.92    0.00    9.42    0.00    0.00   10.73    0.00    0.00    0.00   64.92
02:22:23 AM  all   17.36    0.00   10.88    0.00    0.00   14.25    0.00    0.00    0.00   57.51
02:22:24 AM  all   11.17    0.00    8.83    0.00    0.00   12.99    0.00    0.00    0.00   67.01
