Linux 6.8.0-1063-gcp (csb-bench-host-gcp) 	08/05/26 	_x86_64_	(4 CPU)

16:14:25     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
16:14:26     all   75.43    0.00    7.20    0.00    0.00    9.68    0.00    0.00    0.00    7.69
16:14:27     all   82.46    0.00    4.76    0.00    0.00   12.28    0.00    0.00    0.00    0.50
16:14:28     all   83.58    0.00    6.47    0.00    0.00    9.95    0.00    0.00    0.00    0.00
16:14:29     all   83.38    0.00    5.54    0.00    0.00   11.08    0.00    0.00    0.00    0.00
16:14:30     all   82.79    0.00    5.99    0.00    0.00   11.22    0.00    0.00    0.00    0.00
16:14:31     all   84.04    0.00    5.49    0.00    0.00   10.22    0.00    0.00    0.00    0.25
16:14:32     all   81.75    0.00    6.75    0.00    0.00   11.00    0.00    0.00    0.00    0.50
16:14:33     all   83.17    0.00    5.28    0.00    0.00   11.56    0.00    0.00    0.00    0.00
16:14:34     all   83.46    0.00    5.76    0.00    0.00   10.78    0.00    0.00    0.00    0.00
16:14:35     all   82.59    0.00    4.98    0.00    0.00   12.19    0.00    0.00    0.00    0.25
16:14:36     all   84.42    0.00    5.78    0.00    0.00    9.80    0.00    0.00    0.00    0.00
16:14:37     all   83.33    0.00    6.47    0.00    0.00   10.20    0.00    0.00    0.00    0.00
16:14:38     all   82.79    0.00    5.49    0.00    0.00   11.47    0.00    0.00    0.00    0.25
16:14:39     all   83.21    0.00    6.02    0.00    0.00   10.53    0.00    0.00    0.00    0.25
16:14:40     all   83.42    0.00    5.78    0.00    0.00   10.80    0.00    0.00    0.00    0.00
16:14:41     all   84.25    0.00    5.75    0.00    0.00   10.00    0.00    0.00    0.00    0.00
16:14:42     all   83.25    0.00    5.75    0.00    0.00   11.00    0.00    0.00    0.00    0.00
16:14:43     all   83.54    0.00    5.99    0.00    0.00   10.47    0.00    0.00    0.00    0.00
16:14:44     all   82.84    0.00    6.22    0.00    0.00   10.95    0.00    0.00    0.00    0.00
16:14:45     all   82.75    0.00    6.50    0.00    0.00   10.50    0.25    0.00    0.00    0.00
16:14:46     all   84.08    0.00    5.97    0.00    0.00    9.45    0.00    0.00    0.00    0.50
16:14:47     all   82.71    0.00    5.76    0.00    0.00   11.53    0.00    0.00    0.00    0.00
16:14:48     all   83.21    0.00    6.27    0.00    0.00   10.53    0.00    0.00    0.00    0.00
16:14:49     all   83.96    0.00    5.51    0.00    0.00   10.28    0.00    0.00    0.00    0.25
16:14:50     all   83.96    0.00    5.76    0.00    0.00   10.28    0.00    0.00    0.00    0.00
16:14:51     all   82.63    0.00    5.71    0.00    0.00   11.41    0.00    0.00    0.00    0.25
16:14:52     all   83.75    0.00    5.75    0.00    0.00   10.50    0.00    0.00    0.00    0.00
16:14:53     all   83.92    0.00    5.78    0.00    0.00   10.05    0.00    0.00    0.00    0.25
16:14:54     all   82.96    0.00    5.76    0.00    0.00   11.03    0.00    0.00    0.00    0.25
16:14:55     all   83.37    0.00    5.71    0.00    0.00   10.42    0.25    0.00    0.00    0.25
16:14:56     all   83.00    0.00    6.00    0.00    0.00   10.75    0.00    0.00    0.00    0.25
16:14:57     all   83.75    0.00    6.50    0.00    0.00    9.75    0.00    0.00    0.00    0.00
16:14:58     all   82.75    0.00    6.25    0.00    0.00   11.00    0.00    0.00    0.00    0.00
16:14:59     all   84.50    0.00    5.00    0.00    0.00   10.50    0.00    0.00    0.00    0.00
16:15:00     all   82.50    0.00    6.00    0.00    0.00   11.00    0.25    0.00    0.00    0.25
16:15:01     all   84.17    0.00    6.53    0.00    0.00    9.05    0.00    0.00    0.00    0.25
16:15:02     all   83.17    0.00    6.19    0.00    0.00   10.15    0.00    0.00    0.00    0.50
16:15:03     all   83.21    0.00    5.51    0.00    0.00   11.28    0.00    0.00    0.00    0.00
16:15:04     all   82.79    0.00    6.48    0.00    0.00   10.72    0.00    0.00    0.00    0.00
16:15:05     all   83.71    0.00    6.02    0.00    0.00   10.28    0.00    0.00    0.00    0.00
16:15:06     all   82.46    0.00    5.76    0.00    0.00   11.28    0.00    0.00    0.00    0.50
16:15:07     all   82.59    0.00    5.97    0.00    0.00   11.44    0.00    0.00    0.00    0.00
16:15:08     all   83.67    0.00    6.03    0.00    0.00   10.30    0.00    0.00    0.00    0.00
16:15:09     all   82.75    0.00    6.50    0.00    0.00   10.75    0.00    0.00    0.00    0.00
16:15:10     all   82.75    0.00    5.75    0.00    0.00   11.25    0.25    0.00    0.00    0.00
16:15:11     all   84.29    0.00    5.74    0.00    0.00    9.98    0.00    0.00    0.00    0.00
16:15:12     all   83.42    0.00    5.03    0.00    0.00   11.31    0.00    0.00    0.00    0.25
16:15:13     all   82.63    0.00    5.96    0.00    0.00   10.92    0.00    0.00    0.00    0.50
16:15:14     all   83.13    0.00    5.46    0.00    0.00   11.41    0.00    0.00    0.00    0.00
16:15:15     all   83.67    0.00    5.53    0.00    0.00   10.80    0.00    0.00    0.00    0.00
16:15:16     all   82.50    0.00    5.50    0.00    0.00   11.75    0.00    0.00    0.00    0.25
16:15:17     all   65.04    0.00    5.14    0.00    0.00    9.51    0.00    0.00    0.00   20.31
16:15:18     all   17.57    0.00    2.58    0.00    0.00    4.13    0.00    0.00    0.00   75.71
16:15:19     all    4.31    0.00    0.51    0.00    0.00    0.25    0.00    0.00    0.00   94.92
16:15:20     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:15:21     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:15:22     all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
16:15:23     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:15:24     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:15:25     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:15:26     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:15:27     all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
16:15:28     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
