Linux 6.8.0-1063-gcp (csb-bench-host-gcp) 	08/04/26 	_x86_64_	(4 CPU)

20:32:38     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:32:39     all    3.72    0.00   95.78    0.00    0.00    0.00    0.00    0.00    0.00    0.50
20:32:40     all    3.49    0.00   96.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:41     all    1.50    0.00   55.25    9.00    0.00    0.50    0.00    0.00    0.00   33.75
20:32:42     all    3.49    0.00   96.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:43     all    3.49    0.00   96.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:44     all    3.75    0.00   96.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:45     all    3.01    0.00   96.99    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:46     all    1.75    0.00   59.60    7.73    0.00    1.00    0.00    0.00    0.00   29.93
20:32:47     all    3.98    0.00   96.02    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:48     all    3.23    0.00   96.52    0.00    0.00    0.00    0.25    0.00    0.00    0.00
20:32:49     all    3.51    0.00   96.49    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:50     all    3.50    0.00   96.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:51     all    1.01    0.00   31.74   35.26    0.00    1.26    0.00    0.00    0.00   30.73
20:32:52     all    3.25    0.00   96.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:53     all    3.25    0.00   96.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:54     all    2.75    0.00   97.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:55     all    3.74    0.00   96.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:56     all    0.50    0.00   25.31   45.61    0.00    1.00    0.00    0.00    0.00   27.57
20:32:57     all    3.73    0.00   96.02    0.00    0.00    0.00    0.25    0.00    0.00    0.00
20:32:58     all    3.26    0.00   96.74    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:32:59     all   17.37    0.00   79.40    0.00    0.00    0.00    0.00    0.00    0.00    3.23
20:33:00     all   15.54    0.00   82.96    0.00    0.00    0.00    0.00    0.00    0.00    1.50
20:33:01     all    1.75    0.00   31.50   65.00    0.00    1.50    0.00    0.00    0.00    0.25
20:33:02     all    3.97    0.00   93.55    0.00    0.00    0.00    0.00    0.00    0.00    2.48
20:33:03     all    4.52    0.00   92.96    0.00    0.00    0.00    0.00    0.00    0.00    2.51
20:33:04     all    1.99    0.00   53.23    8.46    0.00    0.75    0.00    0.00    0.00   35.57
20:33:05     all    2.26    0.00   54.39   30.83    0.00    0.75    0.00    0.00    0.00   11.78
20:33:06     all    4.98    0.00   92.79    0.00    0.00    0.00    0.00    0.00    0.00    2.24
20:33:07     all    3.74    0.00   91.52    0.25    0.00    1.75    0.00    0.00    0.00    2.74
20:33:08     all    1.75    0.00   29.25   25.50    0.00    2.00    0.00    0.00    0.00   41.50
20:33:09     all    3.50    0.00   85.50    1.50    0.00    0.00    0.00    0.00    0.00    9.50
20:33:10     all    3.74    0.00   94.51    0.00    0.00    0.00    0.00    0.00    0.00    1.75
20:33:11     all    4.22    0.00   87.59    0.25    0.00    0.25    0.00    0.00    0.00    7.69
20:33:12     all    2.00    0.00   57.50    8.75    0.00    0.50    0.00    0.00    0.00   31.25
20:33:13     all    2.49    0.00   93.02    0.00    0.00    1.75    0.00    0.00    0.00    2.74
20:33:14     all    0.00    0.00   24.31    0.00    0.00    1.00    0.00    0.00    0.00   74.69
20:33:15     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:33:16     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:33:17     all    0.25    0.00    1.01    1.76    0.00    0.00    0.00    0.00    0.00   96.98
20:33:18     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:33:19     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:33:20     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:33:21     all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
20:33:22     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:33:23     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
