Linux 6.8.0-1063-gcp (csb-bench-host-gcp) 	08/04/26 	_x86_64_	(4 CPU)

20:56:20     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:56:21     all    3.47    0.00   95.54    0.00    0.00    0.00    0.00    0.00    0.00    0.99
20:56:22     all    3.02    0.00   75.38    4.27    0.00    0.50    0.00    0.00    0.00   16.83
20:56:23     all    3.20    0.00   84.98    4.68    0.00    0.25    0.25    0.00    0.00    6.65
20:56:24     all    3.49    0.00   96.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:25     all    3.27    0.00   96.73    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:26     all    3.49    0.00   96.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:27     all    2.76    0.00   75.88    3.77    0.00    0.50    0.00    0.00    0.00   17.09
20:56:28     all    3.22    0.00   78.71    4.21    0.00    0.00    0.00    0.00    0.00   13.86
20:56:29     all    3.02    0.00   96.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:30     all    3.47    0.00   96.53    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:31     all    3.25    0.00   96.75    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:32     all    2.50    0.00   74.75    4.25    0.00    0.50    0.00    0.00    0.00   18.00
20:56:33     all    2.97    0.00   80.69    3.96    0.00    0.25    0.00    0.00    0.00   12.13
20:56:34     all    3.49    0.00   96.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:35     all    2.50    0.00   97.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:36     all    3.00    0.00   97.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:37     all    2.49    0.00   72.82    4.74    0.00    0.75    0.25    0.00    0.00   18.95
20:56:38     all    1.99    0.00   52.36   25.31    0.00    0.74    0.00    0.00    0.00   19.60
20:56:39     all    3.49    0.00   96.51    0.00    0.00    0.00    0.00    0.00    0.00    0.00
20:56:40     all    6.78    0.00   91.71    0.00    0.00    0.00    0.00    0.00    0.00    1.51
20:56:41     all   23.51    0.00   76.24    0.00    0.00    0.25    0.00    0.00    0.00    0.00
20:56:42     all    5.78    0.00   65.33    5.53    0.00    0.25    0.00    0.00    0.00   23.12
20:56:43     all    2.24    0.00   52.12   41.65    0.00    0.75    0.00    0.00    0.00    3.24
20:56:44     all    4.51    0.00   93.23    0.00    0.00    0.00    0.00    0.00    0.00    2.26
20:56:45     all    4.74    0.00   92.27    0.00    0.00    0.00    0.00    0.00    0.00    2.99
20:56:46     all    0.51    0.00   35.44   28.10    0.00    0.51    0.00    0.00    0.00   35.44
20:56:47     all    3.19    0.00   73.77   20.10    0.00    0.49    0.00    0.00    0.00    2.45
20:56:48     all    4.24    0.00   93.52    0.00    0.00    0.25    0.00    0.00    0.00    2.00
20:56:49     all    4.00    0.00   90.25    0.00    0.00    0.25    0.00    0.00    0.00    5.50
20:56:50     all    1.01    0.00   21.66   44.33    0.00    1.51    0.00    0.00    0.00   31.49
20:56:51     all    4.70    0.00   92.57    0.00    0.00    0.00    0.00    0.00    0.00    2.72
20:56:52     all    4.01    0.00   93.48    0.00    0.00    0.00    0.00    0.00    0.00    2.51
20:56:53     all    3.24    0.00   66.58    5.49    0.00    0.75    0.00    0.00    0.00   23.94
20:56:54     all    2.24    0.00   58.35   19.95    0.00    0.75    0.00    0.00    0.00   18.70
20:56:55     all    1.49    0.00   85.07    0.00    0.00    3.98    0.00    0.00    0.00    9.45
20:56:56     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:56:57     all    0.00    0.00    3.75   17.75    0.00    2.25    0.00    0.00    0.00   76.25
20:56:58     all    0.00    0.00    0.75    3.25    0.00    0.75    0.00    0.00    0.00   95.25
20:56:59     all    0.25    0.00    1.00    1.00    0.00    0.25    0.00    0.00    0.00   97.50
20:57:00     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:57:01     all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
20:57:02     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:57:03     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:57:04     all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
