Linux 6.8.0-1063-gcp (csb-bench-host-gcp) 	08/04/26 	_x86_64_	(4 CPU)

17:15:47     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:15:48     all    0.53    0.00   24.47    0.00    0.00    9.84    0.00    0.00    0.00   65.16
17:15:49     all    0.27    0.00   24.26    0.00    0.00   11.32    0.00    0.00    0.00   64.15
17:15:50     all    0.53    0.00   24.73    0.53    0.00    9.57    0.00    0.00    0.00   64.63
17:15:51     all    0.52    0.00   21.61    0.00    0.00    9.38    0.00    0.00    0.00   68.49
17:15:52     all    0.27    0.00   22.81    0.00    0.00    9.02    0.00    0.00    0.00   67.90
17:15:53     all    0.53    0.00   21.11    0.00    0.00    9.50    0.00    0.00    0.00   68.87
17:15:54     all    0.27    0.00   25.20    0.00    0.00    9.92    0.00    0.00    0.00   64.61
17:15:55     all    0.00    0.00   21.72    0.00    0.00    9.65    0.00    0.00    0.00   68.63
17:15:56     all    0.79    0.00   18.59    0.00    0.00    8.38    0.00    0.00    0.00   72.25
17:15:57     all    0.26    0.00   24.35    0.00    0.00   10.73    0.00    0.00    0.00   64.66
17:15:58     all    0.00    0.00   22.51    0.00    0.00    8.64    0.00    0.00    0.00   68.85
17:15:59     all    0.53    0.00   21.87    0.00    0.00    9.60    0.27    0.00    0.00   67.73
17:16:00     all    0.80    0.00   22.55    0.00    0.00    9.81    0.00    0.00    0.00   66.84
17:16:01     all    0.79    0.00   24.47    0.00    0.00   10.00    0.00    0.00    0.00   64.74
17:16:02     all    0.00    0.00   21.26    0.00    0.00    8.66    0.00    0.00    0.00   70.08
17:16:03     all    0.82    0.00   25.00    0.00    0.00   10.87    0.00    0.00    0.00   63.32
17:16:04     all    0.52    0.00   19.69    0.00    0.00    8.14    0.00    0.00    0.00   71.65
17:16:05     all    0.27    0.00   25.34    0.00    0.00   11.59    0.00    0.00    0.00   62.80
17:16:06     all    0.26    0.00   23.22    0.00    0.00   10.82    0.00    0.00    0.00   65.70
17:16:07     all    0.54    0.00   24.73    0.00    0.00   10.75    0.00    0.00    0.00   63.98
17:16:08     all    0.26    0.00   20.05    0.00    0.00    9.11    0.26    0.00    0.00   70.31
17:16:09     all    0.80    0.00   20.80    0.00    0.00    9.33    0.00    0.00    0.00   69.07
17:16:10     all    0.00    0.00   21.39    0.00    0.00    9.63    0.00    0.00    0.00   68.98
17:16:11     all    0.53    0.00   20.32    0.00    0.00    7.92    0.00    0.00    0.00   71.24
17:16:12     all    0.80    0.00   22.67    0.00    0.00    9.87    0.00    0.00    0.00   66.67
17:16:13     all    0.00    0.00   20.16    0.00    0.00    7.69    0.00    0.00    0.00   72.15
17:16:14     all    0.53    0.00   26.86    0.00    0.00    9.84    0.00    0.00    0.00   62.77
17:16:15     all    0.54    0.00   24.80    0.00    0.00   10.08    0.00    0.00    0.00   64.58
17:16:16     all    0.00    0.00   11.72    0.00    0.00    5.47    0.00    0.00    0.00   82.81
17:16:17     all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
17:16:18     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:16:19     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:16:20     all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
17:16:21     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:16:22     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:16:23     all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
17:16:24     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:16:25     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
