ISO date,label,path type,paths,hosts,threads,dirs,files,file size,block size,direct IO,random,random aligned,IO depth,shared paths,truncate,operation,time ms [first],time ms [last],entries/s [first],entries/s [last],IOPS [first],IOPS [last],MiB/s [first],MiB/s [last],CPU% [first],CPU% [last],entries [first],entries [last],MiB [first],MiB [last],Ent lat us [min],Ent lat us [avg],Ent lat us [max],IO lat us [min],IO lat us [avg],IO lat us [max],rwmix read entries/s [first],rwmix read entries/s [last],rwmix read IOPS [first],rwmix read IOPS [last],rwmix read MiB/s [first],rwmix read MiB/s [last],rwmix read entries [first],rwmix read entries [last],rwmix read MiB [first],rwmix read MiB [last],rwmix read Ent lat us [min],rwmix read Ent lat us [avg],rwmix read Ent lat us [max],rwmix read IO lat us [min],rwmix read IO lat us [avg],rwmix read IO lat us [max],version,command
2026-08-04T20:32:02.793+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,1,19,5959,8293,,,,,0,25,10,160,,,23,33,116,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:32:02.813+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,14582,21048,80111,76013,,,,,99,96,1168211,1600000,,,16,188,833536,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:32:23.862+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,880,1320,1217451,1211598,,,,,100,99,1071659,1600000,,,1,9,21016,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:32:25.184+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,11635,12201,129767,131129,,,,,81,82,1509854,1600000,,,11,117,841852,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:32:37.386+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,435,647,236,247,,,,,100,100,103,160,,,12067,57842,104233,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:32:38.094+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,MKDIRS,0,4,27603,39283,,,,,0,100,22,160,,,24,42,79,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:32:38.099+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,WRITE,18775,20301,78277,78812,,,,,88,89,1469679,1600000,,,16,195,832176,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:32:58.401+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,STAT,1038,1317,1214854,1214785,,,,,100,99,1261037,1600000,,,1,9,15026,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:32:59.719+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMFILES,12163,12949,121349,123555,,,,,76,77,1476089,1600000,,,11,125,932063,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
2026-08-04T20:33:12.669+0000,,dir,1,1,16,10,10000,0,0,0,0,,1,,0,RMDIRS,267,730,179,218,,,,,100,99,48,160,,,10277,64148,128174,,,,,,,,,,,,,,,,,,,,3.1-1,"elbencho" "-t" "16" "-b" "4k" "--lat" "--latpercent" "--csvfile" "results/raw/gcp-block-metadata-c16-r2.elbencho.csv" "-d" "-w" "-s" "0" "-n" "10" "-N" "10000" "--stat" "--delfiles" "--deldirs" "/mnt/block" 
