Linux 6.8.0-1063-gcp (csb-bench-host-gcp) 	08/04/26 	_x86_64_	(4 CPU)

13:11:39     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
13:11:40     all    0.53    0.00   18.13    0.00    0.00    8.27    0.00    0.00    0.00   73.07
13:11:41     all    0.27    0.00   21.72    0.00    0.00   10.72    0.00    0.00    0.00   67.29
13:11:42     all    0.52    0.00   17.23    0.00    0.00    6.79    0.00    0.00    0.00   75.46
13:11:43     all    0.27    0.00   23.59    0.00    0.00   10.46    0.00    0.00    0.00   65.68
13:11:44     all    0.53    0.00   21.01    0.00    0.00    9.31    0.00    0.00    0.00   69.15
13:11:45     all    0.00    0.00   17.94    0.26    0.00    8.18    0.00    0.00    0.00   73.61
13:11:46     all    1.06    0.00   22.34    0.00    0.00   10.11    0.00    0.00    0.00   66.49
13:11:47     all    0.00    0.00   15.57    0.00    0.00    6.60    0.00    0.00    0.00   77.84
13:11:48     all    0.80    0.00   23.47    0.00    0.00   10.40    0.27    0.00    0.00   65.07
13:11:49     all    0.26    0.00   18.13    0.00    0.00    6.99    0.00    0.00    0.00   74.61
13:11:50     all    0.80    0.00   28.15    0.00    0.00   12.33    0.00    0.00    0.00   58.71
13:11:51     all    0.26    0.00   22.22    0.26    0.00   10.32    0.00    0.00    0.00   66.93
13:11:52     all    0.27    0.00   21.75    0.00    0.00    9.81    0.00    0.00    0.00   68.17
13:11:53     all    0.80    0.00   24.00    0.00    0.00   10.13    0.00    0.00    0.00   65.07
13:11:54     all    0.52    0.00   18.65    0.00    0.00    7.77    0.00    0.00    0.00   73.06
13:11:55     all    0.26    0.00   21.26    0.00    0.00    8.14    0.00    0.00    0.00   70.34
13:11:56     all    0.26    0.00   18.54    0.00    0.00    8.36    0.26    0.00    0.00   72.58
13:11:57     all    1.08    0.00   23.45    0.00    0.00   11.05    0.00    0.00    0.00   64.42
13:11:58     all    0.26    0.00   15.62    0.00    0.00    7.29    0.26    0.00    0.00   76.56
13:11:59     all    1.08    0.00   23.04    0.00    0.00   11.92    0.00    0.00    0.00   63.96
13:12:00     all    0.27    0.00   23.34    0.00    0.00    9.81    0.00    0.00    0.00   66.58
13:12:01     all    0.26    0.00   20.11    0.00    0.00    8.47    0.00    0.00    0.00   71.16
13:12:02     all    0.00    0.00   18.95    0.00    0.00    8.16    0.00    0.00    0.00   72.89
13:12:03     all    1.07    0.00   22.73    0.00    0.00   11.50    0.00    0.00    0.00   64.71
13:12:04     all    0.27    0.00   22.87    0.00    0.00    8.51    0.00    0.00    0.00   68.35
13:12:05     all    0.80    0.00   19.95    0.00    0.00    9.31    0.00    0.00    0.00   69.95
13:12:06     all    0.80    0.00   23.67    0.00    0.00    9.31    0.00    0.00    0.00   66.22
13:12:07     all    0.52    0.00   19.74    0.00    0.00    8.05    0.00    0.00    0.00   71.69
13:12:08     all    0.00    0.00   20.27    0.00    0.00    8.92    0.00    0.00    0.00   70.81
13:12:09     all    0.26    0.00   16.49    0.00    0.00    7.59    0.00    0.00    0.00   75.65
13:12:10     all    1.08    0.00   22.10    0.00    0.00   11.32    0.00    0.00    0.00   65.50
13:12:11     all    0.00    0.00    0.50    0.00    0.00    0.25    0.00    0.00    0.00   99.25
13:12:12     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:12:13     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:12:14     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:12:15     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:12:16     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:12:17     all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
13:12:18     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:12:19     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
13:12:20     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
