Linux 6.8.0-1063-gcp (csb-bench-host-gcp) 	08/05/26 	_x86_64_	(4 CPU)

16:17:27     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
16:17:28     all   77.75    0.00    7.75    0.00    0.00   10.25    0.00    0.00    0.00    4.25
16:17:29     all   84.25    0.00    5.00    0.00    0.00   10.75    0.00    0.00    0.00    0.00
16:17:30     all   83.25    0.00    5.75    0.00    0.00   10.75    0.00    0.00    0.00    0.25
16:17:31     all   83.96    0.00    5.76    0.00    0.00   10.28    0.00    0.00    0.00    0.00
16:17:32     all   83.50    0.00    6.25    0.00    0.00   10.25    0.00    0.00    0.00    0.00
16:17:33     all   84.75    0.00    5.50    0.00    0.00    9.50    0.00    0.00    0.00    0.25
16:17:34     all   82.75    0.00    5.25    0.00    0.00   11.25    0.00    0.00    0.00    0.75
16:17:35     all   84.83    0.00    4.98    0.00    0.00   10.20    0.00    0.00    0.00    0.00
16:17:36     all   84.46    0.00    4.76    0.00    0.00   10.78    0.00    0.00    0.00    0.00
16:17:37     all   83.50    0.00    7.00    0.00    0.00    9.50    0.00    0.00    0.00    0.00
16:17:38     all   83.79    0.00    5.49    0.00    0.00   10.72    0.00    0.00    0.00    0.00
16:17:39     all   83.83    0.00    5.47    0.00    0.00    9.70    0.25    0.00    0.00    0.75
16:17:40     all   83.67    0.00    5.28    0.00    0.00   10.80    0.00    0.00    0.00    0.25
16:17:41     all   85.07    0.00    5.22    0.00    0.00    9.70    0.00    0.00    0.00    0.00
16:17:42     all   83.96    0.00    5.76    0.00    0.00   10.28    0.00    0.00    0.00    0.00
16:17:43     all   83.04    0.00    5.74    0.00    0.00   10.72    0.00    0.00    0.00    0.50
16:17:44     all   82.34    0.00    6.47    0.00    0.00   10.70    0.00    0.00    0.00    0.50
16:17:45     all   83.67    0.00    6.03    0.00    0.00   10.30    0.00    0.00    0.00    0.00
16:17:46     all   83.87    0.00    5.46    0.00    0.00   10.42    0.00    0.00    0.00    0.25
16:17:47     all   83.63    0.00    5.79    0.00    0.00   10.58    0.00    0.00    0.00    0.00
16:17:48     all   83.04    0.00    6.23    0.00    0.00   10.72    0.00    0.00    0.00    0.00
16:17:49     all   83.71    0.00    5.76    0.00    0.00   10.53    0.00    0.00    0.00    0.00
16:17:50     all   83.29    0.00    6.48    0.00    0.00   10.22    0.00    0.00    0.00    0.00
16:17:51     all   83.42    0.00    6.03    0.00    0.00   10.55    0.00    0.00    0.00    0.00
16:17:52     all   84.50    0.00    5.00    0.00    0.00   10.50    0.00    0.00    0.00    0.00
16:17:53     all   83.29    0.00    6.23    0.00    0.00   10.22    0.25    0.00    0.00    0.00
16:17:54     all   84.29    0.00    5.74    0.00    0.00    9.98    0.00    0.00    0.00    0.00
